UF;COD_UF;COD_MUN;NOME_MUN;POP
MG;31;51701;Poço Fundo;16.824
MG;31;51800;Poços de Caldas;172.339
MG;31;51909;Pocrane;8.438
MG;31;52006;Pompéu;32.441
MG;31;52105;Ponte Nova;59.638
MG;31;52131;Ponto Chique;3.797
MG;31;52170;Ponto dos Volantes;11.059
MG;31;52204;Porteirinha;38.692
MG;31;52303;Porto Firme;10.840
MG;31;52402;Poté;13.649
MG;31;52501;Pouso Alegre;162.133
MG;31;52600;Pouso Alto;6.779
MG;31;52709;Prados;9.369
MG;31;52808;Prata;29.745
MG;31;52907;Pratápolis;8.534
MG;31;53004;Pratinha;3.691
MG;31;53103;Presidente Bernardes;4.847
MG;31;53202;Presidente Juscelino;3.471
MG;31;53301;Presidente Kubitschek;3.162
MG;31;53400;Presidente Olegário;19.192
MG;31;53509;Alto Jequitibá;8.606
MG;31;53608;Prudente de Morais;12.052
MG;31;53707;Quartel Geral;3.232
MG;31;53806;Queluzito;1.796
MG;31;53905;Raposos;16.796
MG;31;54002;Raul Soares;23.874
MG;31;54101;Recreio;11.383
MG;31;54150;Reduto;8.246
MG;31;54200;Resende Costa;11.544
MG;31;54309;Resplendor;17.629
MG;31;54408;Ressaquinha;4.640
MG;31;54457;Riachinho;6.830
MG;31;54507;Riacho dos Machados;8.858
MG;31;54606;Ribeirão das Neves;346.971
MG;31;54705;Ribeirão Vermelho;4.217
MG;31;54804;Rio Acima;10.698
MG;31;54903;Rio Casca;12.851
MG;31;55009;Rio Doce;2.545
MG;31;55108;Rio do Prado;4.649
MG;31;55207;Rio Espera;5.447
MG;31;55306;Rio Manso;5.746
MG;31;55405;Rio Novo;8.683
MG;31;55504;Rio Paranaíba;15.297
MG;31;55603;Rio Pardo de Minas;29.103
MG;31;55702;Rio Piracicaba;15.036
MG;31;55801;Rio Pomba;17.885
MG;31;55900;Rio Preto;5.235
MG;31;56007;Rio Vermelho;12.770
MG;31;56106;Ritápolis;5.122
MG;31;56205;Rochedo de Minas;2.374
MG;31;56304;Rodeiro;9.168
MG;31;56403;Romaria;3.430
MG;31;56452;Rosário da Limeira;4.926
MG;31;56502;Rubelita;5.460
MG;31;56601;Rubim;10.602
MG;31;56700;Sabará;134.576
MG;31;56809;Sabinópolis;14.309
MG;31;56908;Sacramento;28.076
MG;31;57005;Salinas;41.736
MG;31;57104;Salto da Divisa;6.126
MG;31;57203;Santa Bárbara;31.916
MG;31;57252;Santa Bárbara do Leste;8.785
MG;31;57278;Santa Bárbara do Monte Verde;3.218
MG;31;57302;Santa Bárbara do Tugúrio;4.245
MG;31;57336;Santa Cruz de Minas;8.339
MG;31;57377;Santa Cruz de Salinas;3.919
MG;31;57401;Santa Cruz do Escalvado;4.728
MG;31;57500;Santa Efigênia de Minas;4.038
MG;31;57609;Santa Fé de Minas;3.528
MG;31;57658;Santa Helena de Minas;6.056
MG;31;57708;Santa Juliana;16.820
MG;31;57807;Santa Luzia;230.382
MG;31;57906;Santa Margarida;16.989
MG;31;58003;Santa Maria de Itabira;10.718
MG;31;58102;Santa Maria do Salto;4.777
MG;31;58201;Santa Maria do Suaçuí;12.817
MG;31;58300;Santana da Vargem;6.756
MG;31;58409;Santana de Cataguases;3.548
MG;31;58508;Santana de Pirapama;7.030
MG;31;58607;Santana do Deserto;3.815
MG;31;58706;Santana do Garambéu;2.171
MG;31;58805;Santana do Jacaré;4.246
MG;31;58904;Santana do Manhuaçu;9.264
MG;31;58953;Santana do Paraíso;49.025
MG;31;59001;Santana do Riacho;5.654
MG;31;59100;Santana dos Montes;3.490
MG;31;59209;Santa Rita de Caldas;8.561
MG;31;59308;Santa Rita de Jacutinga;4.826
MG;31;59357;Santa Rita de Minas;6.969
MG;31;59407;Santa Rita de Ibitipoca;3.331
MG;31;59506;Santa Rita do Itueto;5.984
MG;31;59605;Santa Rita do Sapucaí;42.517
MG;31;59704;Santa Rosa da Serra;3.487
MG;31;59803;Santa Vitória;21.914
MG;31;59902;Santo Antônio do Amparo;17.657
MG;31;60009;Santo Antônio do Aventureiro;3.896
MG;31;60108;Santo Antônio do Grama;4.352
MG;31;60207;Santo Antônio do Itambé;3.969
MG;31;60306;Santo Antônio do Jacinto;10.324
MG;31;60405;Santo Antônio do Monte;28.456
MG;31;60454;Santo Antônio do Retiro;6.729
MG;31;60504;Santo Antônio do Rio Abaixo;1.856
MG;31;60603;Santo Hipólito;2.692
MG;31;60702;Santos Dumont;43.218
MG;31;60801;São Bento Abade;4.846
MG;31;60900;São Brás do Suaçuí;4.161
MG;31;60959;São Domingos das Dores;5.793
MG;31;61007;São Domingos do Prata;17.783
MG;31;61056;São Félix de Minas;3.244
MG;31;61106;São Francisco;54.223
MG;31;61205;São Francisco de Paula;6.281
MG;31;61304;São Francisco de Sales;5.858
MG;31;61403;São Francisco do Glória;4.848
MG;31;61502;São Geraldo;10.524
MG;31;61601;São Geraldo da Piedade;3.200
MG;31;61650;São Geraldo do Baixio;3.158
MG;31;61700;São Gonçalo do Abaeté;7.515
MG;31;61809;São Gonçalo do Pará;12.275
MG;31;61908;São Gonçalo do Rio Abaixo;12.475
MG;31;62005;São Gonçalo do Sapucaí;24.497
MG;31;62104;São Gotardo;43.851
MG;31;62203;São João Batista do Glória;7.959
MG;31;62252;São João da Lagoa;4.962
MG;31;62302;São João da Mata;3.012
MG;31;62401;São João da Ponte;24.197
MG;31;62450;São João das Missões;13.547
MG;31;62500;São João del Rei;94.468
MG;31;62559;São João do Manhuaçu;11.676
MG;31;62575;São João do Manteninha;5.479
MG;31;62609;São João do Oriente;7.099
MG;31;62658;São João do Pacuí;4.050
MG;31;62708;São João do Paraíso;24.706
MG;31;62807;São João Evangelista;15.613
MG;31;62906;São João Nepomuceno;26.529
MG;31;62922;São Joaquim de Bicas;37.017
MG;31;62948;São José da Barra;8.145
MG;31;62955;São José da Lapa;28.087
MG;31;63003;São José da Safira;3.849
MG;31;63102;São José da Varginha;4.698
MG;31;63201;São José do Alegre;4.252
MG;31;63300;São José do Divino;3.482
MG;31;63409;São José do Goiabal;5.482
MG;31;63508;São José do Jacuri;6.282
MG;31;63607;São José do Mantimento;2.844
MG;31;63706;São Lourenço;46.868
MG;31;63805;São Miguel do Anta;6.410
MG;31;63904;São Pedro da União;4.973
MG;31;64001;São Pedro dos Ferros;7.132
MG;31;64100;São Pedro do Suaçuí;5.143
MG;31;64209;São Romão;10.562
MG;31;64308;São Roque de Minas;7.370
MG;31;64407;São Sebastião da Bela Vista;6.778
MG;31;64431;São Sebastião da Vargem Alegre;3.239
MG;31;64472;São Sebastião do Anta;6.415
MG;31;64506;São Sebastião do Maranhão;10.218
MG;31;64605;São Sebastião do Oeste;9.527
MG;31;64704;São Sebastião do Paraíso;75.179
MG;31;64803;São Sebastião do Rio Preto;1.229
MG;31;64902;São Sebastião do Rio Verde;2.385
MG;31;65008;São Tiago;11.559
MG;31;65107;São Tomás de Aquino;6.837
MG;31;65206;São Tomé das Letras;7.107
MG;31;65305;São Vicente de Minas;6.928
MG;31;65404;Sapucaí-Mirim;6.469
MG;31;65503;Sardoá;5.140
MG;31;65537;Sarzedo;39.974
MG;31;65552;Setubinha;9.985
MG;31;65560;Sem-Peixe;2.420
MG;31;65578;Senador Amaral;6.517
MG;31;65602;Senador Cortes;2.335
MG;31;65701;Senador Firmino;7.977
MG;31;65800;Senador José Bento;2.149
MG;31;65909;Senador Modestino Gonçalves;4.006
MG;31;66006;Senhora de Oliveira;5.577
MG;31;66105;Senhora do Porto;3.066
MG;31;66204;Senhora dos Remédios;10.657
MG;31;66303;Sericita;7.552
MG;31;66402;Seritinga;1.866
MG;31;66501;Serra Azul de Minas;3.808
MG;31;66600;Serra da Saudade;856
MG;31;66709;Serra dos Aimorés;6.859
MG;31;66808;Serra do Salitre;12.286
MG;31;66907;Serrania;7.811
MG;31;66956;Serranópolis de Minas;4.497
MG;31;67004;Serranos;2.036
MG;31;67103;Serro;22.624
MG;31;67202;Sete Lagoas;238.909
MG;31;67301;Silveirânia;2.399
MG;31;67400;Silvianópolis;6.348
MG;31;67509;Simão Pereira;3.084
MG;31;67608;Simonésia;20.431
MG;31;67707;Sobrália;5.140
MG;31;67806;Soledade de Minas;5.733
MG;31;67905;Tabuleiro;4.097
MG;31;68002;Taiobeiras;34.537
MG;31;68051;Taparuba;3.508
MG;31;68101;Tapira;4.215
MG;31;68200;Tapiraí;1.698
MG;31;68309;Taquaraçu de Minas;4.394
MG;31;68408;Tarumirim;15.104
MG;31;68507;Teixeiras;12.691
MG;31;68606;Teófilo Otoni;142.851
MG;31;68705;Timóteo;84.172
MG;31;68804;Tiradentes;8.056
MG;31;68903;Tiros;8.231
MG;31;69000;Tocantins;16.603
MG;31;69059;Tocos do Moji;3.894
MG;31;69109;Toledo;7.625
MG;31;69208;Tombos;8.653
MG;31;69307;Três Corações;78.291
MG;31;69356;Três Marias;29.985
MG;31;69406;Três Pontas;57.209
MG;31;69505;Tumiritinga;5.955
MG;31;69604;Tupaciguara;26.583
MG;31;69703;Turmalina;20.769
MG;31;69802;Turvolândia;5.097
MG;31;69901;Ubá;107.423
MG;31;70008;Ubaí;11.985
MG;31;70057;Ubaporanga;13.485
MG;31;70107;Uberaba;356.781
MG;31;70206;Uberlândia;761.835
MG;31;70305;Umburatiba;2.742
MG;31;70404;Unaí;91.320
MG;31;70438;União de Minas;3.818
MG;31;70479;Uruana de Minas;3.365
MG;31;70503;Urucânia;10.899
MG;31;70529;Urucuia;18.515
MG;31;70578;Vargem Alegre;5.800
MG;31;70602;Vargem Bonita;2.207
MG;31;70651;Vargem Grande do Rio Pardo;4.724
MG;31;70701;Varginha;143.676
MG;31;70750;Varjão de Minas;7.305
MG;31;70800;Várzea da Palma;34.555
MG;31;70909;Varzelândia;19.210
MG;31;71006;Vazante;20.459
MG;31;71030;Verdelândia;7.737
MG;31;71071;Veredinha;5.240
MG;31;71105;Veríssimo;3.478
MG;31;71154;Vermelho Novo;5.048
MG;31;71204;Vespasiano;138.583
MG;31;71303;Viçosa;79.517
MG;31;71402;Vieiras;3.781
MG;31;71501;Mathias Lobato;3.053
MG;31;71600;Virgem da Lapa;11.774
MG;31;71709;Virgínia;9.164
MG;31;71808;Virginópolis;10.511
MG;31;71907;Virgolândia;4.471
MG;31;72004;Visconde do Rio Branco;40.711
MG;31;72103;Volta Grande;4.441
MG;31;72202;Wenceslau Braz;2.377
ES;32;102;Afonso Cláudio;32.456
ES;32;136;Águia Branca;10.143
ES;32;169;Água Doce do Norte;12.585
ES;32;201;Alegre;30.702
ES;32;300;Alfredo Chaves;14.376
ES;32;359;Alto Rio Novo;7.760
ES;32;409;Anchieta;33.017
ES;32;508;Apiacá;7.462
ES;32;607;Aracruz;103.363
ES;32;706;Atílio Vivácqua;11.046
ES;32;805;Baixo Guandu;32.829
ES;32;904;Barra de São Francisco;45.415
ES;32;1001;Boa Esperança;14.054
ES;32;1100;Bom Jesus do Norte;10.820
ES;32;1159;Brejetuba;13.718
ES;32;1209;Cachoeiro de Itapemirim;198.342
ES;32;1308;Cariacica;376.200
ES;32;1407;Castelo;39.575
ES;32;1506;Colatina;129.301
ES;32;1605;Conceição da Barra;28.923
ES;32;1704;Conceição do Castelo;12.472
ES;32;1803;Divino de São Lourenço;5.397
ES;32;1902;Domingos Martins;38.236
ES;32;2009;Dores do Rio Preto;6.902
ES;32;2108;Ecoporanga;22.611
ES;32;2207;Fundão;18.898
ES;32;2256;Governador Lindenberg;11.484
ES;32;2306;Guaçuí;31.418
ES;32;2405;Guarapari;136.311
ES;32;2454;Ibatiba;27.543
ES;32;2504;Ibiraçu;12.304
ES;32;2553;Ibitirama;10.015
ES;32;2603;Iconha;12.790
ES;32;2652;Irupi;14.647
ES;32;2702;Itaguaçu;14.042
ES;32;2801;Itapemirim;44.020
ES;32;2900;Itarana;10.975
ES;32;3007;Iúna;30.556
ES;32;3056;Jaguaré;31.551
ES;32;3106;Jerônimo Monteiro;12.108
ES;32;3130;João Neiva;14.295
ES;32;3163;Laranja da Terra;11.597
ES;32;3205;Linhares;183.797
ES;32;3304;Mantenópolis;13.131
ES;32;3320;Marataízes;45.953
ES;32;3346;Marechal Floriano;18.964
ES;32;3353;Marilândia;13.087
ES;32;3403;Mimoso do Sul;25.088
ES;32;3502;Montanha;19.830
ES;32;3601;Mucurici;5.653
ES;32;3700;Muniz Freire;18.809
ES;32;3809;Muqui;14.185
ES;32;3908;Nova Venécia;52.324
ES;32;4005;Pancas;19.120
ES;32;4054;Pedro Canário;21.923
ES;32;4104;Pinheiros;24.843
ES;32;4203;Piúma;23.912
ES;32;4252;Ponto Belo;6.671
ES;32;4302;Presidente Kennedy;14.852
ES;32;4351;Rio Bananal;20.350
ES;32;4401;Rio Novo do Sul;11.471
ES;32;4500;Santa Leopoldina;13.813
ES;32;4559;Santa Maria de Jetibá;45.575
ES;32;4609;Santa Teresa;23.872
ES;32;4658;São Domingos do Norte;9.051
ES;32;4708;São Gabriel da Palha;34.272
ES;32;4807;São José do Calçado;11.411
ES;32;4906;São Mateus;134.423
ES;32;4955;São Roque do Canaã;11.256
ES;32;5002;Serra;579.720
ES;32;5010;Sooretama;28.668
ES;32;5036;Vargem Alta;20.390
ES;32;5069;Venda Nova do Imigrante;25.395
ES;32;5101;Viana;79.043
ES;32;5150;Vila Pavão;9.319
ES;32;5176;Vila Valério;14.267
ES;32;5200;Vila Velha;506.779
ES;32;5309;Vitória;343.378
RJ;33;100;Angra dos Reis;179.142
RJ;33;159;Aperibé;11.426
RJ;33;209;Araruama;137.906
RJ;33;225;Areal;12.239
RJ;33;233;Armação dos Búzios;42.527
RJ;33;258;Arraial do Cabo;32.822
RJ;33;308;Barra do Piraí;98.506
RJ;33;407;Barra Mansa;181.679
RJ;33;456;Belford Roxo;518.384
RJ;33;506;Bom Jardim;29.758
RJ;33;605;Bom Jesus do Itabapoana;37.176
RJ;33;704;Cabo Frio;238.438
RJ;33;803;Cachoeiras de Macacu;59.861
RJ;33;902;Cambuci;15.069
RJ;33;936;Carapebus;14.329
RJ;33;951;Comendador Levy Gasparian;9.048
RJ;33;1009;Campos dos Goytacazes;519.259
RJ;33;1108;Cantagalo;19.995
RJ;33;1157;Cardoso Moreira;13.407
RJ;33;1207;Carmo;17.741
RJ;33;1306;Casimiro de Abreu;48.636
RJ;33;1405;Conceição de Macabu;21.770
RJ;33;1504;Cordeiro;21.448
RJ;33;1603;Duas Barras;11.355
RJ;33;1702;Duque de Caxias;866.225
RJ;33;1801;Engenheiro Paulo de Frontin;12.644
RJ;33;1850;Guapimirim;54.311
RJ;33;1876;Iguaba Grande;29.616
RJ;33;1900;Itaboraí;240.127
RJ;33;2007;Itaguaí;124.021
RJ;33;2056;Italva;14.518
RJ;33;2106;Itaocara;23.645
RJ;33;2205;Itaperuna;107.297
RJ;33;2254;Itatiaia;32.713
RJ;33;2270;Japeri;102.171
RJ;33;2304;Laje do Muriaé;7.584
RJ;33;2403;Macaé;264.439
RJ;33;2452;Macuco;5.602
RJ;33;2502;Magé;244.142
RJ;33;2601;Mangaratiba;43.660
RJ;33;2700;Maricá;212.470
RJ;33;2809;Mendes;18.048
RJ;33;2858;Mesquita;178.830
RJ;33;2908;Miguel Pereira;28.142
RJ;33;3005;Miracema;28.416
RJ;33;3104;Natividade;15.551
RJ;33;3203;Nilópolis;155.500
RJ;33;3302;Niterói;516.787
RJ;33;3401;Nova Friburgo;203.417
RJ;33;3500;Nova Iguaçu;843.220
RJ;33;3609;Paracambi;43.627
RJ;33;3708;Paraíba do Sul;44.479
RJ;33;3807;Paraty;47.668
RJ;33;3856;Paty do Alferes;31.370
RJ;33;3906;Petrópolis;294.926
RJ;33;3955;Pinheiral;25.096
RJ;33;4003;Piraí;29.066
RJ;33;4102;Porciúncula;17.832
RJ;33;4110;Porto Real;21.089
RJ;33;4128;Quatis;14.165
RJ;33;4144;Queimados;149.135
RJ;33;4151;Quissamã;23.142
RJ;33;4201;Resende;137.697
RJ;33;4300;Rio Bonito;59.126
RJ;33;4409;Rio Claro;17.951
RJ;33;4508;Rio das Flores;9.267
RJ;33;4524;Rio das Ostras;168.455
RJ;33;4557;Rio de Janeiro;6.730.729
RJ;33;4607;Santa Maria Madalena;10.580
RJ;33;4706;Santo Antônio de Pádua;43.697
RJ;33;4755;São Francisco de Itabapoana;47.397
RJ;33;4805;São Fidélis;41.212
RJ;33;4904;São Gonçalo;960.196
RJ;33;5000;São João da Barra;38.740
RJ;33;5109;São João de Meriti;466.503
RJ;33;5133;São José de Ubá;7.318
RJ;33;5158;São José do Vale do Rio Preto;22.813
RJ;33;5208;São Pedro da Aldeia;110.677
RJ;33;5307;São Sebastião do Alto;7.993
RJ;33;5406;Sapucaia;18.291
RJ;33;5505;Saquarema;95.315
RJ;33;5554;Seropédica;84.794
RJ;33;5604;Silva Jardim;22.028
RJ;33;5703;Sumidouro;15.693
RJ;33;5752;Tanguá;32.865
RJ;33;5802;Teresópolis;176.735
RJ;33;5901;Trajano de Moraes;10.654
RJ;33;6008;Três Rios;82.319
RJ;33;6107;Valença;71.449
RJ;33;6156;Varre-Sai;10.563
RJ;33;6206;Vassouras;35.907
RJ;33;6305;Volta Redonda;279.971
SP;35;105;Adamantina;35.673
SP;35;204;Adolfo;4.505
SP;35;303;Aguaí;32.886
SP;35;402;Águas da Prata;7.463
SP;35;501;Águas de Lindóia;18.257
SP;35;550;Águas de Santa Bárbara;7.460
SP;35;600;Águas de São Pedro;2.928
SP;35;709;Agudos;38.988
SP;35;758;Alambari;6.373
SP;35;808;Alfredo Marcondes;4.574
SP;35;907;Altair;3.467
SP;35;1004;Altinópolis;17.197
SP;35;1103;Alto Alegre;3.874
SP;35;1152;Alumínio;17.607
SP;35;1202;Álvares Florence;3.979
SP;35;1301;Álvares Machado;28.386
SP;35;1400;Álvaro de Carvalho;4.901
SP;35;1509;Alvinlândia;2.919
SP;35;1608;Americana;247.571
SP;35;1707;Américo Brasiliense;33.708
SP;35;1806;Américo de Campos;5.981
SP;35;1905;Amparo;69.792
SP;35;2002;Analândia;4.694
SP;35;2101;Andradina;61.625
SP;35;2200;Angatuba;24.573
SP;35;2309;Anhembi;5.766
SP;35;2408;Anhumas;4.118
SP;35;2507;Aparecida;33.141
SP;35;2606;Aparecida d'Oeste;4.112
SP;35;2705;Apiaí;24.857
SP;35;2754;Araçariguama;22.314
SP;35;2804;Araçatuba;208.415
SP;35;2903;Araçoiaba da Serra;33.832
SP;35;3000;Aramina;5.535
SP;35;3109;Arandu;7.076
SP;35;3158;Arapeí;2.355
SP;35;3208;Araraquara;253.474
SP;35;3307;Araras;135.744
SP;35;3356;Arco-Íris;2.089
SP;35;3406;Arealva;8.290
SP;35;3505;Areias;3.617
SP;35;3604;Areiópolis;10.242
SP;35;3703;Ariranha;7.621
SP;35;3802;Artur Nogueira;53.467
SP;35;3901;Arujá;90.273
SP;35;3950;Aspásia;1.875
SP;35;4008;Assis;104.858
SP;35;4107;Atibaia;167.161
SP;35;4206;Auriflama;13.856
SP;35;4305;Avaí;4.503
SP;35;4404;Avanhandava;11.436
SP;35;4503;Avaré;96.450
SP;35;4602;Bady Bassitt;29.346
SP;35;4701;Balbinos;3.969
SP;35;4800;Bálsamo;9.902
SP;35;4909;Bananal;10.097
SP;35;5005;Barão de Antonina;3.632
SP;35;5104;Barbosa;5.627
SP;35;5203;Bariri;32.406
SP;35;5302;Barra Bonita;35.129
SP;35;5351;Barra do Chapéu;5.254
SP;35;5401;Barra do Turvo;6.894
SP;35;5500;Barretos;126.957
SP;35;5609;Barrinha;33.304
SP;35;5708;Barueri;333.737
SP;35;5807;Bastos;21.936
SP;35;5906;Batatais;59.939
SP;35;6003;Bauru;392.947
SP;35;6102;Bebedouro;78.257
SP;35;6201;Bento de Abreu;2.640
SP;35;6300;Bernardino de Campos;11.881
SP;35;6359;Bertioga;67.436
SP;35;6409;Bilac;7.464
SP;35;6508;Birigui;123.340
SP;35;6607;Biritiba Mirim;30.564
SP;35;6706;Boa Esperança do Sul;13.113
SP;35;6805;Bocaina;11.480
SP;35;6904;Bofete;10.710
SP;35;7001;Boituva;63.850
SP;35;7100;Bom Jesus dos Perdões;22.579
SP;35;7159;Bom Sucesso de Itararé;3.609
SP;35;7209;Borá;932
SP;35;7308;Boracéia;4.838
SP;35;7407;Borborema;14.405
SP;35;7456;Borebi;2.801
SP;35;7506;Botucatu;151.053
SP;35;7605;Bragança Paulista;185.688
SP;35;7704;Braúna;5.477
SP;35;7753;Brejo Alegre;2.605
SP;35;7803;Brodowski;26.314
SP;35;7902;Brotas;24.501
SP;35;8009;Buri;20.731
SP;35;8108;Buritama;17.658
SP;35;8207;Buritizal;4.458
SP;35;8306;Cabrália Paulista;4.360
SP;35;8405;Cabreúva;48.654
SP;35;8504;Caçapava;100.071
SP;35;8603;Cachoeira Paulista;32.534
SP;35;8702;Caconde;17.228
SP;35;8801;Cafelândia;16.907
SP;35;8900;Caiabu;3.726
SP;35;9007;Caieiras;98.549
SP;35;9106;Caiuá;5.599
SP;35;9205;Cajamar;98.365
SP;35;9254;Cajati;29.262
SP;35;9304;Cajobi;9.210
SP;35;9403;Cajuru;24.233
SP;35;9452;Campina do Monte Alegre;6.090
SP;35;9502;Campinas;1.187.974
SP;35;9601;Campo Limpo Paulista;79.781
SP;35;9700;Campos do Jordão;47.956
SP;35;9809;Campos Novos Paulista;5.003
SP;35;9908;Cananéia;12.491
SP;35;9957;Canas;5.068
SP;35;10005;Cândido Mota;30.157
SP;35;10104;Cândido Rodrigues;2.959
SP;35;10153;Canitar;6.589
SP;35;10203;Capão Bonito;47.409
SP;35;10302;Capela do Alto;23.777
SP;35;10401;Capivari;51.369
SP;35;10500;Caraguatatuba;142.248
SP;35;10609;Carapicuíba;398.236
SP;35;10708;Cardoso;11.476
SP;35;10807;Casa Branca;28.779
SP;35;10906;Cássia dos Coqueiros;2.861
SP;35;11003;Castilho;20.485
SP;35;11102;Catanduva;119.275
SP;35;11201;Catiguá;7.101
SP;35;11300;Cedral;13.314
SP;35;11409;Cerqueira César;22.210
SP;35;11508;Cerquilho;46.391
SP;35;11607;Cesário Lange;19.707
SP;35;11706;Charqueada;15.814
SP;35;11904;Clementina;7.084
SP;35;12001;Colina;18.880
SP;35;12100;Colômbia;6.802
SP;35;12209;Conchal;29.132
SP;35;12308;Conchas;15.345
SP;35;12407;Cordeirópolis;25.286
SP;35;12506;Coroados;5.504
SP;35;12605;Coronel Macedo;4.271
SP;35;12704;Corumbataí;4.296
SP;35;12803;Cosmópolis;61.167
SP;35;12902;Cosmorama;9.019
SP;35;13009;Cotia;289.493
SP;35;13108;Cravinhos;34.307
SP;35;13207;Cristais Paulista;9.600
SP;35;13306;Cruzália;2.123
SP;35;13405;Cruzeiro;76.444
SP;35;13504;Cubatão;114.870
SP;35;13603;Cunha;22.460
SP;35;13702;Descalvado;32.663
SP;35;13801;Diadema;403.579
SP;35;13850;Dirce Reis;1.639
SP;35;13900;Divinolândia;11.305
SP;35;14007;Dobrada;8.986
SP;35;14106;Dois Córregos;24.847
SP;35;14205;Dolcinópolis;2.254
SP;35;14304;Dourado;8.169
SP;35;14403;Dracena;46.735
SP;35;14502;Duartina;12.532
SP;35;14601;Dumont;9.764
SP;35;14700;Echaporã;6.291
SP;35;14809;Eldorado;13.109
SP;35;14908;Elias Fausto;18.168
SP;35;14924;Elisiário;3.190
SP;35;14957;Embaúba;2.349
SP;35;15004;Embu das Artes;259.788
SP;35;15103;Embu-Guaçu;68.913
SP;35;15129;Emilianópolis;3.061
SP;35;15152;Engenheiro Coelho;20.261
SP;35;15186;Espírito Santo do Pinhal;40.610
SP;35;15194;Espírito Santo do Turvo;4.214
SP;35;15202;Estrela d'Oeste;9.696
SP;35;15301;Estrela do Norte;2.751
SP;35;15350;Euclides da Cunha Paulista;7.883
SP;35;15400;Fartura;17.029
SP;35;15509;Fernandópolis;73.508
SP;35;15608;Fernando Prestes;6.080
SP;35;15657;Fernão;1.692
SP;35;15707;Ferraz de Vasconcelos;186.479
SP;35;15806;Flora Rica;1.483
SP;35;15905;Floreal;2.747
SP;35;16002;Flórida Paulista;13.175
SP;35;16101;Florínea;4.022
SP;35;16200;Franca;365.494
SP;35;16309;Francisco Morato;171.476
SP;35;16408;Franco da Rocha;150.241
SP;35;16507;Gabriel Monteiro;2.813
SP;35;16606;Gália;6.413
SP;35;16705;Garça;43.081
SP;35;16804;Gastão Vidigal;3.203
SP;35;16853;Gavião Peixoto;4.806
SP;35;16903;General Salgado;10.437
SP;35;17000;Getulina;10.337
SP;35;17109;Glicério;4.158
SP;35;17208;Guaiçara;11.478
SP;35;17307;Guaimbê;5.609
SP;35;17406;Guaíra;40.489
SP;35;17505;Guapiaçu;22.445
SP;35;17604;Guapiara;17.225
SP;35;17703;Guará;18.748
SP;35;17802;Guaraçaí;7.453
SP;35;17901;Guaraci;10.554
SP;35;18008;Guarani d'Oeste;1.999
SP;35;18107;Guarantã;6.532
SP;35;18206;Guararapes;31.888
SP;35;18305;Guararema;32.620
SP;35;18404;Guaratinguetá;121.916
SP;35;18503;Guareí;15.285
SP;35;18602;Guariba;38.678
SP;35;18701;Guarujá;294.871
SP;35;18800;Guarulhos;1.349.100
SP;35;18859;Guatapará;7.474
SP;35;18909;Guzolândia;4.259
SP;35;19006;Herculândia;9.316
SP;35;19055;Holambra;15.718
SP;35;19071;Hortolândia;248.842
SP;35;19105;Iacanga;10.648
SP;35;19204;Iacri;6.197
SP;35;19253;Iaras;8.313
SP;35;19303;Ibaté;33.160
SP;35;19402;Ibirá;11.952
SP;35;19501;Ibirarema;6.450
SP;35;19600;Ibitinga;62.143
SP;35;19709;Ibiúna;77.801
SP;35;19808;Icém;7.982
SP;35;19907;Iepê;7.739
SP;35;20004;Igaraçu do Tietê;23.421
SP;35;20103;Igarapava;26.696
SP;35;20202;Igaratá;10.984
SP;35;20301;Iguape;29.891
SP;35;20400;Ilhabela;36.559
SP;35;20426;Ilha Comprida;14.104
SP;35;20442;Ilha Solteira;26.257
SP;35;20509;Indaiatuba;269.657
SP;35;20608;Indiana;5.200
SP;35;20707;Indiaporã;4.113
SP;35;20806;Inúbia Paulista;3.671
SP;35;20905;Ipaussu;13.935
SP;35;21002;Iperó;38.277
SP;35;21101;Ipeúna;7.027
SP;35;21150;Ipiguá;7.115
SP;35;21200;Iporanga;4.083
SP;35;21309;Ipuã;14.701
SP;35;21408;Iracemápolis;22.500
SP;35;21507;Irapuã;6.932
SP;35;21606;Irapuru;7.120
SP;35;21705;Itaberá;18.263
SP;35;21804;Itaí;25.979
SP;35;21903;Itajobi;17.502
SP;35;22000;Itaju;3.715
SP;35;22109;Itanhaém;118.495
SP;35;22158;Itaoca;3.497
SP;35;22208;Itapecerica da Serra;163.003
SP;35;22307;Itapetininga;164.256
SP;35;22406;Itapeva;92.393
SP;35;22505;Itapevi;242.995
SP;35;22604;Itapira;74.038
SP;35;22653;Itapirapuã Paulista;4.420
SP;35;22703;Itápolis;40.445
SP;35;22802;Itaporanga;14.245
SP;35;22901;Itapuí;14.035
SP;35;23008;Itapura;4.002
SP;35;23107;Itaquaquecetuba;382.983
SP;35;23206;Itararé;45.213
SP;35;23305;Itariri;15.916
SP;35;23404;Itatiba;127.112
SP;35;23503;Itatinga;19.462
SP;35;23602;Itirapina;16.454
SP;35;23701;Itirapuã;5.857
SP;35;23800;Itobi;8.227
SP;35;23909;Itu;175.047
SP;35;24006;Itupeva;74.994
SP;35;24105;Ituverava;38.413
SP;35;24204;Jaborandi;6.280
SP;35;24303;Jaboticabal;73.473
SP;35;24402;Jacareí;250.952
SP;35;24501;Jaci;7.944
SP;35;24600;Jacupiranga;16.216
SP;35;24709;Jaguariúna;62.309
SP;35;24808;Jales;50.078
