UF;COD_UF;COD_MUN;NOME_MUN;POP
PR;41;24905;São João do Caiuá;5.607
PR;41;25001;São João do Ivaí;10.639
PR;41;25100;São João do Triunfo;13.899
PR;41;25209;São Jorge d'Oeste;9.587
PR;41;25308;São Jorge do Ivaí;5.170
PR;41;25357;São Jorge do Patrocínio;6.690
PR;41;25407;São José da Boa Vista;6.023
PR;41;25456;São José das Palmeiras;4.031
PR;41;25506;São José dos Pinhais;349.880
PR;41;25555;São Manoel do Paraná;2.176
PR;41;25605;São Mateus do Sul;43.490
PR;41;25704;São Miguel do Iguaçu;30.416
PR;41;25753;São Pedro do Iguaçu;5.730
PR;41;25803;São Pedro do Ivaí;8.514
PR;41;25902;São Pedro do Paraná;2.726
PR;41;26009;São Sebastião da Amoreira;8.063
PR;41;26108;São Tomé;5.282
PR;41;26207;Sapopema;6.778
PR;41;26256;Sarandi;128.106
PR;41;26272;Saudade do Iguaçu;6.413
PR;41;26306;Sengés;17.256
PR;41;26355;Serranópolis do Iguaçu;5.161
PR;41;26405;Sertaneja;5.654
PR;41;26504;Sertanópolis;16.210
PR;41;26603;Siqueira Campos;24.031
PR;41;26652;Sulina;3.498
PR;41;26678;Tamarana;10.540
PR;41;26702;Tamboara;4.986
PR;41;26801;Tapejara;16.326
PR;41;26900;Tapira;5.807
PR;41;27007;Teixeira Soares;9.540
PR;41;27106;Telêmaco Borba;77.479
PR;41;27205;Terra Boa;18.168
PR;41;27304;Terra Rica;14.961
PR;41;27403;Terra Roxa;18.636
PR;41;27502;Tibagi;20.374
PR;41;27601;Tijucas do Sul;18.458
PR;41;27700;Toledo;160.701
PR;41;27809;Tomazina;8.523
PR;41;27858;Três Barras do Paraná;11.157
PR;41;27882;Tunas do Paraná;6.304
PR;41;27908;Tuneiras do Oeste;8.067
PR;41;27957;Tupãssi;8.208
PR;41;27965;Turvo;14.101
PR;41;28005;Ubiratã;25.732
PR;41;28104;Umuarama;123.059
PR;41;28203;União da Vitória;56.560
PR;41;28302;Uniflor;2.106
PR;41;28401;Uraí;10.308
PR;41;28500;Wenceslau Braz;19.398
PR;41;28534;Ventania;9.760
PR;41;28559;Vera Cruz do Oeste;8.178
PR;41;28609;Verê;8.077
PR;41;28625;Alto Paraíso;3.067
PR;41;28633;Doutor Ulysses;5.744
PR;41;28658;Virmond;3.828
PR;41;28708;Vitorino;10.549
PR;41;28807;Xambrê;5.835
SC;42;51;Abdon Batista;2.629
SC;42;101;Abelardo Luz;17.767
SC;42;200;Agrolândia;11.646
SC;42;309;Agronômica;6.511
SC;42;408;Água Doce;6.587
SC;42;507;Águas de Chapecó;6.123
SC;42;556;Águas Frias;3.000
SC;42;606;Águas Mornas;7.193
SC;42;705;Alfredo Wagner;10.963
SC;42;754;Alto Bela Vista;1.847
SC;42;804;Anchieta;5.955
SC;42;903;Angelina;5.484
SC;42;1000;Anita Garibaldi;8.339
SC;42;1109;Anitápolis;3.761
SC;42;1208;Antônio Carlos;12.464
SC;42;1257;Apiúna;10.041
SC;42;1273;Arabutã;4.505
SC;42;1307;Araquari;52.079
SC;42;1406;Araranguá;76.611
SC;42;1505;Armazém;9.289
SC;42;1604;Arroio Trinta;3.634
SC;42;1653;Arvoredo;2.623
SC;42;1703;Ascurra;8.720
SC;42;1802;Atalanta;3.265
SC;42;1901;Aurora;7.241
SC;42;1950;Balneário Arroio do Silva;17.786
SC;42;2008;Balneário Camboriú;151.674
SC;42;2057;Balneário Barra do Sul;16.953
SC;42;2073;Balneário Gaivota;17.986
SC;42;2081;Bandeirante;3.265
SC;42;2099;Barra Bonita;1.642
SC;42;2107;Barra Velha;52.860
SC;42;2131;Bela Vista do Toldo;5.939
SC;42;2156;Belmonte;2.712
SC;42;2206;Benedito Novo;10.757
SC;42;2305;Biguaçu;83.756
SC;42;2404;Blumenau;385.558
SC;42;2438;Bocaina do Sul;3.639
SC;42;2453;Bombinhas;28.738
SC;42;2503;Bom Jardim da Serra;3.995
SC;42;2537;Bom Jesus;2.896
SC;42;2578;Bom Jesus do Oeste;2.240
SC;42;2602;Bom Retiro;8.422
SC;42;2701;Botuverá;5.705
SC;42;2800;Braço do Norte;35.985
SC;42;2859;Braço do Trombudo;4.256
SC;42;2875;Brunópolis;2.433
SC;42;2909;Brusque;155.307
SC;42;3006;Caçador;76.298
SC;42;3105;Caibi;6.441
SC;42;3154;Calmon;3.519
SC;42;3204;Camboriú;117.324
SC;42;3253;Capão Alto;2.636
SC;42;3303;Campo Alegre;12.886
SC;42;3402;Campo Belo do Sul;7.324
SC;42;3501;Campo Erê;9.864
SC;42;3600;Campos Novos;39.049
SC;42;3709;Canelinha;13.618
SC;42;3808;Canoinhas;56.948
SC;42;3907;Capinzal;24.414
SC;42;3956;Capivari de Baixo;25.015
SC;42;4004;Catanduvas;11.033
SC;42;4103;Caxambu do Sul;4.752
SC;42;4152;Celso Ramos;2.864
SC;42;4178;Cerro Negro;3.303
SC;42;4194;Chapadão do Lageado;3.053
SC;42;4202;Chapecó;282.648
SC;42;4251;Cocal do Sul;18.106
SC;42;4301;Concórdia;87.206
SC;42;4350;Cordilheira Alta;5.192
SC;42;4400;Coronel Freitas;10.604
SC;42;4459;Coronel Martins;1.993
SC;42;4509;Corupá;15.912
SC;42;4558;Correia Pinto;16.253
SC;42;4608;Criciúma;227.438
SC;42;4707;Cunha Porã;11.242
SC;42;4756;Cunhataí;2.026
SC;42;4806;Curitibanos;41.741
SC;42;4905;Descanso;8.652
SC;42;5001;Dionísio Cerqueira;15.316
SC;42;5100;Dona Emma;4.435
SC;42;5159;Doutor Pedrinho;3.729
SC;42;5175;Entre Rios;3.561
SC;42;5191;Ermo;2.354
SC;42;5209;Erval Velho;5.137
SC;42;5308;Faxinal dos Guedes;11.537
SC;42;5357;Flor do Sertão;1.868
SC;42;5407;Florianópolis;587.486
SC;42;5431;Formosa do Sul;2.752
SC;42;5456;Forquilhinha;34.771
SC;42;5506;Fraiburgo;34.065
SC;42;5555;Frei Rogério;2.437
SC;42;5605;Galvão;3.168
SC;42;5704;Garopaba;34.070
SC;42;5803;Garuva;19.970
SC;42;5902;Gaspar;78.344
SC;42;6009;Governador Celso Ramos;18.280
SC;42;6108;Grão-Pará;6.403
SC;42;6207;Gravatal;13.158
SC;42;6306;Guabiruba;26.645
SC;42;6405;Guaraciaba;11.071
SC;42;6504;Guaramirim;51.009
SC;42;6603;Guarujá do Sul;4.893
SC;42;6652;Guatambú;9.611
SC;42;6702;Herval d'Oeste;22.222
SC;42;6751;Ibiam;2.061
SC;42;6801;Ibicaré;3.295
SC;42;6900;Ibirama;20.900
SC;42;7007;Içara;63.489
SC;42;7106;Ilhota;18.627
SC;42;7205;Imaruí;12.150
SC;42;7304;Imbituba;57.256
SC;42;7403;Imbuia;6.166
SC;42;7502;Indaial;77.888
SC;42;7577;Iomerê;2.967
SC;42;7601;Ipira;4.622
SC;42;7650;Iporã do Oeste;9.759
SC;42;7684;Ipuaçu;8.133
SC;42;7700;Ipumirim;8.121
SC;42;7759;Iraceminha;3.981
SC;42;7809;Irani;10.560
SC;42;7858;Irati;2.098
SC;42;7908;Irineópolis;10.427
SC;42;8005;Itá;7.370
SC;42;8104;Itaiópolis;22.906
SC;42;8203;Itajaí;294.850
SC;42;8302;Itapema;86.116
SC;42;8401;Itapiranga;17.268
SC;42;8450;Itapoá;36.033
SC;42;8500;Ituporanga;28.461
SC;42;8609;Jaborá;4.461
SC;42;8708;Jacinto Machado;10.818
SC;42;8807;Jaguaruna;21.570
SC;42;8906;Jaraguá do Sul;199.519
SC;42;8955;Jardinópolis;1.810
SC;42;9003;Joaçaba;31.809
SC;42;9102;Joinville;664.541
SC;42;9151;José Boiteux;6.415
SC;42;9177;Jupiá;2.713
SC;42;9201;Lacerdópolis;2.302
SC;42;9300;Lages;172.458
SC;42;9409;Laguna;44.060
SC;42;9458;Lajeado Grande;1.791
SC;42;9508;Laurentino;8.605
SC;42;9607;Lauro Müller;14.628
SC;42;9706;Lebon Régis;11.575
SC;42;9805;Leoberto Leal;3.379
SC;42;9854;Lindóia do Sul;4.604
SC;42;9904;Lontras;13.829
SC;42;10001;Luiz Alves;12.246
SC;42;10035;Luzerna;5.951
SC;42;10050;Macieira;1.796
SC;42;10100;Mafra;57.262
SC;42;10209;Major Gercino;3.253
SC;42;10308;Major Vieira;7.543
SC;42;10407;Maracajá;8.344
SC;42;10506;Maravilha;30.743
SC;42;10555;Marema;2.218
SC;42;10605;Massaranduba;18.122
SC;42;10704;Matos Costa;2.789
SC;42;10803;Meleiro;7.128
SC;42;10852;Mirim Doce;2.554
SC;42;10902;Modelo;4.159
SC;42;11009;Mondaí;10.206
SC;42;11058;Monte Carlo;9.218
SC;42;11108;Monte Castelo;7.747
SC;42;11207;Morro da Fumaça;19.490
SC;42;11256;Morro Grande;3.097
SC;42;11306;Navegantes;96.046
SC;42;11405;Nova Erechim;5.490
SC;42;11454;Nova Itaberaba;4.672
SC;42;11504;Nova Trento;14.395
SC;42;11603;Nova Veneza;14.004
SC;42;11652;Novo Horizonte;2.661
SC;42;11702;Orleans;24.686
SC;42;11751;Otacílio Costa;17.873
SC;42;11801;Ouro;7.062
SC;42;11850;Ouro Verde;2.195
SC;42;11876;Paial;2.007
SC;42;11892;Painel;2.216
SC;42;11900;Palhoça;253.469
SC;42;12007;Palma Sola;7.696
SC;42;12056;Palmeira;2.658
SC;42;12106;Palmitos;15.781
SC;42;12205;Papanduva;19.769
SC;42;12239;Paraíso;4.394
SC;42;12254;Passo de Torres;14.859
SC;42;12270;Passos Maia;3.997
SC;42;12304;Paulo Lopes;9.879
SC;42;12403;Pedras Grandes;4.355
SC;42;12502;Penha;36.995
SC;42;12601;Peritiba;3.040
SC;42;12650;Pescaria Brava;10.615
SC;42;12700;Petrolândia;6.996
SC;42;12809;Balneário Piçarras;30.593
SC;42;12908;Pinhalzinho;23.897
SC;42;13005;Pinheiro Preto;3.631
SC;42;13104;Piratuba;6.144
SC;42;13153;Planalto Alegre;3.081
SC;42;13203;Pomerode;37.003
SC;42;13302;Ponte Alta;4.390
SC;42;13351;Ponte Alta do Norte;3.241
SC;42;13401;Ponte Serrada;10.732
SC;42;13500;Porto Belo;31.557
SC;42;13609;Porto União;33.694
SC;42;13708;Pouso Redondo;18.051
SC;42;13807;Praia Grande;8.696
SC;42;13906;Presidente Castello Branco;1.707
SC;42;14003;Presidente Getúlio;21.764
SC;42;14102;Presidente Nereu;2.347
SC;42;14151;Princesa;3.073
SC;42;14201;Quilombo;11.433
SC;42;14300;Rancho Queimado;3.484
SC;42;14409;Rio das Antas;6.399
SC;42;14508;Rio do Campo;6.638
SC;42;14607;Rio do Oeste;8.071
SC;42;14706;Rio dos Cedros;11.218
SC;42;14805;Rio do Sul;77.451
SC;42;14904;Rio Fortuna;5.044
SC;42;15000;Rio Negrinho;40.132
SC;42;15059;Rio Rufino;2.429
SC;42;15075;Riqueza;4.828
SC;42;15109;Rodeio;13.491
SC;42;15208;Romelândia;4.684
SC;42;15307;Salete;7.656
SC;42;15356;Saltinho;3.604
SC;42;15406;Salto Veloso;4.495
SC;42;15455;Sangão;13.797
SC;42;15505;Santa Cecília;15.749
SC;42;15554;Santa Helena;2.476
SC;42;15604;Santa Rosa de Lima;2.131
SC;42;15653;Santa Rosa do Sul;10.450
SC;42;15679;Santa Terezinha;8.015
SC;42;15687;Santa Terezinha do Progresso;2.534
SC;42;15695;Santiago do Sul;1.732
SC;42;15703;Santo Amaro da Imperatriz;30.099
SC;42;15752;São Bernardino;2.715
SC;42;15802;São Bento do Sul;87.661
SC;42;15901;São Bonifácio;2.982
SC;42;16008;São Carlos;10.462
SC;42;16057;São Cristóvão do Sul;6.489
SC;42;16107;São Domingos;9.343
SC;42;16206;São Francisco do Sul;56.726
SC;42;16255;São João do Oeste;6.467
SC;42;16305;São João Batista;35.336
SC;42;16354;São João do Itaperiú;4.827
SC;42;16404;São João do Sul;9.278
SC;42;16503;São Joaquim;26.982
SC;42;16602;São José;295.658
SC;42;16701;São José do Cedro;14.538
SC;42;16800;São José do Cerrito;8.706
SC;42;16909;São Lourenço do Oeste;26.056
SC;42;17006;São Ludgero;14.444
SC;42;17105;São Martinho;3.520
SC;42;17154;São Miguel da Boa Vista;1.777
SC;42;17204;São Miguel do Oeste;47.724
SC;42;17253;São Pedro de Alcântara;6.175
SC;42;17303;Saudades;10.799
SC;42;17402;Schroeder;21.710
SC;42;17501;Seara;19.399
SC;42;17550;Serra Alta;3.370
SC;42;17600;Siderópolis;14.156
SC;42;17709;Sombrio;31.722
SC;42;17758;Sul Brasil;2.900
SC;42;17808;Taió;18.909
SC;42;17907;Tangará;8.144
SC;42;17956;Tigrinhos;2.535
SC;42;18004;Tijucas;58.695
SC;42;18103;Timbé do Sul;5.503
SC;42;18202;Timbó;49.768
SC;42;18251;Timbó Grande;7.521
SC;42;18301;Três Barras;20.525
SC;42;18350;Treviso;3.920
SC;42;18400;Treze de Maio;7.633
SC;42;18509;Treze Tílias;9.531
SC;42;18608;Trombudo Central;7.599
SC;42;18707;Tubarão;116.725
SC;42;18756;Tunápolis;5.081
SC;42;18806;Turvo;13.604
SC;42;18855;União do Oeste;2.791
SC;42;18905;Urubici;11.064
SC;42;18954;Urupema;2.751
SC;42;19002;Urussanga;21.464
SC;42;19101;Vargeão;3.726
SC;42;19150;Vargem;2.613
SC;42;19176;Vargem Bonita;4.597
SC;42;19200;Vidal Ramos;6.266
SC;42;19309;Videira;59.074
SC;42;19358;Vitor Meireles;5.507
SC;42;19408;Witmarsum;4.513
SC;42;19507;Xanxerê;54.891
SC;42;19606;Xavantina;3.583
SC;42;19705;Xaxim;34.485
SC;42;19853;Zortéa;4.257
SC;42;20000;Balneário Rincão;17.697
RS;43;34;Aceguá;4.251
RS;43;59;Água Santa;4.003
RS;43;109;Agudo;16.341
RS;43;208;Ajuricaba;6.843
RS;43;307;Alecrim;6.219
RS;43;406;Alegrete;74.285
RS;43;455;Alegria;3.705
RS;43;471;Almirante Tamandaré do Sul;2.007
RS;43;505;Alpestre;7.235
RS;43;554;Alto Alegre;1.837
RS;43;570;Alto Feliz;3.145
RS;43;604;Alvorada;194.062
RS;43;638;Amaral Ferrador;5.384
RS;43;646;Ametista do Sul;7.826
RS;43;661;André da Rocha;1.156
RS;43;703;Anta Gorda;6.080
RS;43;802;Antônio Prado;13.332
RS;43;851;Arambaré;4.215
RS;43;877;Araricá;8.831
RS;43;901;Aratiba;6.618
RS;43;1008;Arroio do Meio;22.523
RS;43;1057;Arroio do Sal;11.418
RS;43;1073;Arroio do Padre;2.650
RS;43;1107;Arroio dos Ratos;14.934
RS;43;1206;Arroio do Tigre;12.291
RS;43;1305;Arroio Grande;17.879
RS;43;1404;Arvorezinha;10.547
RS;43;1503;Augusto Pestana;7.303
RS;43;1552;Áurea;3.458
RS;43;1602;Bagé;121.928
RS;43;1636;Balneário Pinhal;15.413
RS;43;1651;Barão;6.496
RS;43;1701;Barão de Cotegipe;7.320
RS;43;1750;Barão do Triunfo;5.972
RS;43;1800;Barracão;4.915
RS;43;1859;Barra do Guarita;3.231
RS;43;1875;Barra do Quaraí;4.340
RS;43;1909;Barra do Ribeiro;12.473
RS;43;1925;Barra do Rio Azul;1.721
RS;43;1958;Barra Funda;2.557
RS;43;2006;Barros Cassal;9.425
RS;43;2055;Benjamin Constant do Sul;2.118
RS;43;2105;Bento Gonçalves;127.977
RS;43;2154;Boa Vista das Missões;1.968
RS;43;2204;Boa Vista do Buricá;7.129
RS;43;2220;Boa Vista do Cadeado;2.269
RS;43;2238;Boa Vista do Incra;2.314
RS;43;2253;Boa Vista do Sul;2.815
RS;43;2303;Bom Jesus;11.429
RS;43;2352;Bom Princípio;13.665
RS;43;2378;Bom Progresso;2.132
RS;43;2402;Bom Retiro do Sul;12.587
RS;43;2451;Boqueirão do Leão;6.202
RS;43;2501;Bossoroca;5.978
RS;43;2584;Bozano;2.195
RS;43;2600;Braga;3.322
RS;43;2659;Brochier;5.083
RS;43;2709;Butiá;19.421
RS;43;2808;Caçapava do Sul;33.501
RS;43;2907;Cacequi;11.300
RS;43;3004;Cachoeira do Sul;82.222
RS;43;3103;Cachoeirinha;141.503
RS;43;3202;Cacique Doble;4.692
RS;43;3301;Caibaté;4.795
RS;43;3400;Caiçara;4.931
RS;43;3509;Camaquã;63.961
RS;43;3558;Camargo;3.060
RS;43;3608;Cambará do Sul;6.490
RS;43;3673;Campestre da Serra;3.311
RS;43;3707;Campina das Missões;5.999
RS;43;3806;Campinas do Sul;5.388
RS;43;3905;Campo Bom;64.719
RS;43;4002;Campo Novo;5.063
RS;43;4101;Campos Borges;3.695
RS;43;4200;Candelária;29.775
RS;43;4309;Cândido Godói;6.419
RS;43;4358;Candiota;11.012
RS;43;4408;Canela;50.715
RS;43;4507;Canguçu;50.968
RS;43;4606;Canoas;359.840
RS;43;4614;Canudos do Vale;1.686
RS;43;4622;Capão Bonito do Sul;1.769
RS;43;4630;Capão da Canoa;66.234
RS;43;4655;Capão do Cipó;3.187
RS;43;4663;Capão do Leão;27.416
RS;43;4671;Capivari do Sul;4.080
RS;43;4689;Capela de Santana;11.424
RS;43;4697;Capitão;2.994
RS;43;4705;Carazinho;63.670
RS;43;4713;Caraá;7.555
RS;43;4804;Carlos Barbosa;31.585
RS;43;4853;Carlos Gomes;1.384
RS;43;4903;Casca;9.698
RS;43;4952;Caseiros;3.064
RS;43;5009;Catuípe;8.834
RS;43;5108;Caxias do Sul;479.599
RS;43;5116;Centenário;2.777
RS;43;5124;Cerrito;5.910
RS;43;5132;Cerro Branco;3.859
RS;43;5157;Cerro Grande;2.428
RS;43;5173;Cerro Grande do Sul;9.333
RS;43;5207;Cerro Largo;14.014
RS;43;5306;Chapada;9.751
RS;43;5355;Charqueadas;36.110
RS;43;5371;Charrua;2.800
RS;43;5405;Chiapetta;3.991
RS;43;5439;Chuí;6.409
RS;43;5447;Chuvisca;4.682
RS;43;5454;Cidreira;17.583
RS;43;5504;Ciríaco;4.208
RS;43;5587;Colinas;2.474
RS;43;5603;Colorado;3.316
RS;43;5702;Condor;6.538
RS;43;5801;Constantina;10.631
RS;43;5835;Coqueiro Baixo;1.308
RS;43;5850;Coqueiros do Sul;2.248
RS;43;5871;Coronel Barros;2.896
RS;43;5900;Coronel Bicaco;6.214
RS;43;5934;Coronel Pilar;1.637
RS;43;5959;Cotiporã;3.926
RS;43;5975;Coxilha;2.718
RS;43;6007;Crissiumal;13.116
RS;43;6056;Cristal;7.455
RS;43;6072;Cristal do Sul;2.745
RS;43;6106;Cruz Alta;60.454
RS;43;6130;Cruzaltense;1.650
RS;43;6205;Cruzeiro do Sul;12.574
RS;43;6304;David Canabarro;4.400
RS;43;6320;Derrubadas;2.793
RS;43;6353;Dezesseis de Novembro;2.540
RS;43;6379;Dilermando de Aguiar;2.856
RS;43;6403;Dois Irmãos;31.804
RS;43;6429;Dois Irmãos das Missões;2.132
RS;43;6452;Dois Lajeados;3.156
RS;43;6502;Dom Feliciano;13.280
RS;43;6551;Dom Pedro de Alcântara;2.617
RS;43;6601;Dom Pedrito;38.080
RS;43;6700;Dona Francisca;3.133
RS;43;6734;Doutor Maurício Cardoso;4.534
RS;43;6759;Doutor Ricardo;1.924
RS;43;6767;Eldorado do Sul;41.012
RS;43;6809;Encantado;23.520
RS;43;6908;Encruzilhada do Sul;24.275
RS;43;6924;Engenho Velho;1.315
RS;43;6932;Entre-Ijuís;9.367
RS;43;6957;Entre Rios do Sul;2.727
RS;43;6973;Erebango;3.122
RS;43;7005;Erechim;109.609
RS;43;7054;Ernestina;3.097
RS;43;7104;Herval;6.302
RS;43;7203;Erval Grande;5.027
RS;43;7302;Erval Seco;6.892
RS;43;7401;Esmeralda;3.264
RS;43;7450;Esperança do Sul;3.293
RS;43;7500;Espumoso;15.478
RS;43;7559;Estação;5.685
RS;43;7609;Estância Velha;49.499
RS;43;7708;Esteio;78.144
RS;43;7807;Estrela;33.263
RS;43;7815;Estrela Velha;3.115
RS;43;7831;Eugênio de Castro;2.683
RS;43;7864;Fagundes Varela;2.620
RS;43;7906;Farroupilha;72.552
RS;43;8003;Faxinal do Soturno;6.846
RS;43;8052;Faxinalzinho;2.572
RS;43;8078;Fazenda Vilanova;4.405
RS;43;8102;Feliz;13.994
RS;43;8201;Flores da Cunha;32.015
RS;43;8250;Floriano Peixoto;1.690
RS;43;8300;Fontoura Xavier;9.710
RS;43;8409;Formigueiro;6.527
RS;43;8433;Forquetinha;2.441
RS;43;8458;Fortaleza dos Valos;4.569
RS;43;8508;Frederico Westphalen;33.726
RS;43;8607;Garibaldi;35.563
RS;43;8656;Garruchos;2.724
RS;43;8706;Gaurama;5.779
RS;43;8805;General Câmara;7.743
RS;43;8854;Gentil;1.784
RS;43;8904;Getúlio Vargas;16.955
RS;43;9001;Giruá;16.273
RS;43;9050;Glorinha;7.851
RS;43;9100;Gramado;41.705
RS;43;9126;Gramado dos Loureiros;2.047
RS;43;9159;Gramado Xavier;3.350
RS;43;9209;Gravataí;275.430
RS;43;9258;Guabiju;1.441
RS;43;9308;Guaíba;95.946
RS;43;9407;Guaporé;26.168
RS;43;9506;Guarani das Missões;7.547
RS;43;9555;Harmonia;5.535
RS;43;9571;Herveiras;2.604
RS;43;9605;Horizontina;19.252
RS;43;9654;Hulha Negra;6.102
RS;43;9704;Humaitá;4.772
RS;43;9753;Ibarama;3.787
RS;43;9803;Ibiaçá;4.617
RS;43;9902;Ibiraiaras;6.827
RS;43;9951;Ibirapuitã;3.789
RS;43;10009;Ibirubá;22.106
RS;43;10108;Igrejinha;34.776
RS;43;10207;Ijuí;87.848
RS;43;10306;Ilópolis;4.245
RS;43;10330;Imbé;28.027
RS;43;10363;Imigrante;3.149
RS;43;10405;Independência;6.557
RS;43;10413;Inhacorá;2.047
RS;43;10439;Ipê;5.490
RS;43;10462;Ipiranga do Sul;1.748
RS;43;10504;Iraí;7.619
RS;43;10538;Itaara;5.712
RS;43;10553;Itacurubi;3.038
RS;43;10579;Itapuca;1.963
RS;43;10603;Itaqui;36.811
RS;43;10652;Itati;2.696
RS;43;10702;Itatiba do Sul;3.240
RS;43;10751;Ivorá;1.962
RS;43;10801;Ivoti;23.566
RS;43;10850;Jaboticaba;3.847
RS;43;10876;Jacuizinho;2.066
RS;43;10900;Jacutinga;3.398
RS;43;11007;Jaguarão;27.396
RS;43;11106;Jaguari;10.771
RS;43;11122;Jaquirana;3.751
RS;43;11130;Jari;3.412
RS;43;11155;Jóia;7.294
RS;43;11205;Júlio de Castilhos;18.545
RS;43;11239;Lagoa Bonita do Sul;2.283
RS;43;11254;Lagoão;5.421
RS;43;11270;Lagoa dos Três Cantos;1.781
RS;43;11304;Lagoa Vermelha;28.622
RS;43;11403;Lajeado;96.879
RS;43;11429;Lajeado do Bugre;2.661
RS;43;11502;Lavras do Sul;7.290
RS;43;11601;Liberato Salzano;4.845
RS;43;11627;Lindolfo Collor;6.420
RS;43;11643;Linha Nova;1.721
RS;43;11700;Machadinho;5.867
RS;43;11718;Maçambará;4.485
RS;43;11734;Mampituba;3.203
RS;43;11759;Manoel Viana;6.915
RS;43;11775;Maquiné;7.593
RS;43;11791;Maratá;2.521
RS;43;11809;Marau;46.748
RS;43;11908;Marcelino Ramos;4.382
RS;43;11981;Mariana Pimentel;4.005
RS;43;12005;Mariano Moro;1.884
RS;43;12054;Marques de Souza;4.050
RS;43;12104;Mata;4.782
RS;43;12138;Mato Castelhano;2.611
RS;43;12153;Mato Leitão;5.001
RS;43;12179;Mato Queimado;1.833
RS;43;12203;Maximiliano de Almeida;4.251
RS;43;12252;Minas do Leão;7.661
RS;43;12302;Miraguaí;4.501
RS;43;12351;Montauri;1.530
RS;43;12377;Monte Alegre dos Campos;3.251
RS;43;12385;Monte Belo do Sul;2.608
RS;43;12401;Montenegro;66.352
RS;43;12427;Mormaço;2.815
RS;43;12443;Morrinhos do Sul;3.133
RS;43;12450;Morro Redondo;6.168
RS;43;12476;Morro Reuter;6.167
RS;43;12500;Mostardas;12.347
RS;43;12609;Muçum;4.692
RS;43;12617;Muitos Capões;2.937
RS;43;12625;Muliterno;1.754
RS;43;12658;Não-Me-Toque;18.335
RS;43;12674;Nicolau Vergueiro;1.982
RS;43;12708;Nonoai;14.074
RS;43;12757;Nova Alvorada;3.229
RS;43;12807;Nova Araçá;5.098
RS;43;12906;Nova Bassano;9.867
RS;43;12955;Nova Boa Vista;2.089
RS;43;13003;Nova Bréscia;3.104
RS;43;13011;Nova Candelária;3.138
RS;43;13037;Nova Esperança do Sul;4.976
RS;43;13060;Nova Hartz;20.558
RS;43;13086;Nova Pádua;2.389
RS;43;13102;Nova Palma;5.676
RS;43;13201;Nova Petrópolis;23.934
RS;43;13300;Nova Prata;26.637
RS;43;13334;Nova Ramada;2.198
RS;43;13359;Nova Roma do Sul;3.545
RS;43;13375;Nova Santa Rita;30.189
RS;43;13391;Novo Cabrais;3.633
RS;43;13409;Novo Hamburgo;235.802
RS;43;13425;Novo Machado;3.239
RS;43;13441;Novo Tiradentes;2.187
RS;43;13466;Novo Xingu;1.677
RS;43;13490;Novo Barreiro;4.375
RS;43;13508;Osório;48.999
RS;43;13607;Paim Filho;3.685
RS;43;13656;Palmares do Sul;13.189
RS;43;13706;Palmeira das Missões;34.227
RS;43;13805;Palmitinho;8.042
RS;43;13904;Panambi;45.102
RS;43;13953;Pantano Grande;10.443
RS;43;14001;Paraí;7.362
RS;43;14027;Paraíso do Sul;6.627
RS;43;14035;Pareci Novo;4.441
RS;43;14050;Parobé;53.569
RS;43;14068;Passa Sete;4.024
RS;43;14076;Passo do Sobrado;6.155
RS;43;14100;Passo Fundo;214.811
RS;43;14134;Paulo Bento;2.188
RS;43;14159;Paverama;8.146
RS;43;14175;Pedras Altas;2.099
RS;43;14209;Pedro Osório;7.631
RS;43;14308;Pejuçara;3.817
RS;43;14407;Pelotas;336.150
RS;43;14423;Picada Café;5.473
RS;43;14456;Pinhal;3.039
RS;43;14464;Pinhal da Serra;2.300
RS;43;14472;Pinhal Grande;3.861
RS;43;14498;Pinheirinho do Vale;4.638
RS;43;14506;Pinheiro Machado;11.395
RS;43;14548;Pinto Bandeira;2.785
RS;43;14555;Pirapó;2.255
RS;43;14605;Piratini;17.770
RS;43;14704;Planalto;10.624
RS;43;14753;Poço das Antas;2.224
RS;43;14779;Pontão;3.345
RS;43;14787;Ponte Preta;1.602
RS;43;14803;Portão;35.273
RS;43;14902;Porto Alegre;1.388.794
RS;43;15008;Porto Lucena;4.414
RS;43;15057;Porto Mauá;2.173
RS;43;15073;Porto Vera Cruz;1.582
RS;43;15107;Porto Xavier;10.127
RS;43;15131;Pouso Novo;1.771
RS;43;15149;Presidente Lucena;3.166
RS;43;15156;Progresso;5.423
RS;43;15172;Protásio Alves;2.070
RS;43;15206;Putinga;3.809
RS;43;15305;Quaraí;23.995
RS;43;15313;Quatro Irmãos;1.577
RS;43;15321;Quevedos;2.553
RS;43;15354;Quinze de Novembro;4.003
RS;43;15404;Redentora;9.931
RS;43;15453;Relvado;1.826
RS;43;15503;Restinga Sêca;15.205
RS;43;15552;Rio dos Índios;2.866
RS;43;15602;Rio Grande;198.935
RS;43;15701;Rio Pardo;35.641
RS;43;15750;Riozinho;4.574
RS;43;15800;Roca Sales;10.646
RS;43;15909;Rodeio Bonito;6.831
RS;43;15958;Rolador;2.330
RS;43;16006;Rolante;21.752
RS;43;16105;Ronda Alta;9.969
RS;43;16204;Rondinha;5.078
RS;43;16303;Roque Gonzales;6.693
RS;43;16402;Rosário do Sul;37.674
RS;43;16428;Sagrada Família;2.528
RS;43;16436;Saldanha Marinho;2.619
RS;43;16451;Salto do Jacuí;10.357
RS;43;16477;Salvador das Missões;2.955
