"UF";"COD_MUN";"NOME_MUN";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"CE";230890;"Morrinhos";121;112;108;"SIM";108;"ALCANÇOU"
"CE";230900;"Mucambo";136;116;117;"SIM";117;"ALCANÇOU"
"CE";230910;"Mulungu";51;62;82;"NÃO";82;"NÃO ALCANÇOU"
"CE";230920;"Nova Olinda";126;95;133;"SIM";133;"ALCANÇOU"
"CE";230930;"Nova Russas";241;265;91;"SIM";91;"ALCANÇOU"
"CE";230940;"Novo Oriente";223;224;100;"SIM";100;"ALCANÇOU"
"CE";230945;"Ocara";138;162;85;"NÃO";85;"NÃO ALCANÇOU"
"CE";230950;"Orós";214;198;108;"SIM";108;"ALCANÇOU"
"CE";230960;"Pacajus";433;466;93;"SIM";93;"ALCANÇOU"
"CE";230970;"Pacatuba";419;511;82;"NÃO";82;"NÃO ALCANÇOU"
"CE";230980;"Pacoti";71;81;88;"NÃO";88;"NÃO ALCANÇOU"
"CE";230990;"Pacujá";47;33;142;"SIM";142;"ALCANÇOU"
"CE";231000;"Palhano";74;70;106;"SIM";106;"ALCANÇOU"
"CE";231010;"Palmácia";66;51;129;"SIM";129;"ALCANÇOU"
"CE";231020;"Paracuru";276;293;94;"SIM";94;"ALCANÇOU"
"CE";231025;"Paraipaba";242;201;120;"SIM";120;"ALCANÇOU"
"CE";231030;"Parambu";250;254;98;"SIM";98;"ALCANÇOU"
"CE";231040;"Paramoti";72;79;91;"SIM";91;"ALCANÇOU"
"CE";231050;"Pedra Branca";322;314;103;"SIM";103;"ALCANÇOU"
"CE";231060;"Penaforte";79;53;149;"SIM";149;"ALCANÇOU"
"CE";231070;"Pentecoste";277;246;113;"SIM";113;"ALCANÇOU"
"CE";231080;"Pereiro";110;113;97;"SIM";97;"ALCANÇOU"
"CE";231085;"Pindoretama";187;126;148;"SIM";148;"ALCANÇOU"
"CE";231090;"Piquet Carneiro";140;127;110;"SIM";110;"ALCANÇOU"
"CE";231095;"Pires Ferreira";63;48;131;"SIM";131;"ALCANÇOU"
"CE";231100;"Poranga";70;81;86;"NÃO";86;"NÃO ALCANÇOU"
"CE";231110;"Porteiras";126;105;120;"SIM";120;"ALCANÇOU"
"CE";231120;"Potengi";57;50;114;"SIM";114;"ALCANÇOU"
"CE";231123;"Potiretama";42;40;105;"SIM";105;"ALCANÇOU"
"CE";231126;"Quiterianópolis";119;150;79;"NÃO";79;"NÃO ALCANÇOU"
"CE";231130;"Quixadá";605;519;117;"SIM";117;"ALCANÇOU"
"CE";231135;"Quixelô";165;139;119;"SIM";119;"ALCANÇOU"
"CE";231140;"Quixeramobim";538;522;103;"SIM";103;"ALCANÇOU"
"CE";231150;"Quixeré";149;105;142;"SIM";142;"ALCANÇOU"
"CE";231160;"Redenção";208;176;118;"SIM";118;"ALCANÇOU"
"CE";231170;"Reriutaba";169;141;120;"SIM";120;"ALCANÇOU"
"CE";231180;"Russas";553;439;126;"SIM";126;"ALCANÇOU"
"CE";231190;"Saboeiro";112;108;104;"SIM";104;"ALCANÇOU"
"CE";231195;"Salitre";121;108;112;"SIM";112;"ALCANÇOU"
"CE";231200;"Santana do Acaraú";183;165;111;"SIM";111;"ALCANÇOU"
"CE";231210;"Santana do Cariri";92;98;94;"SIM";94;"ALCANÇOU"
"CE";231220;"Santa Quitéria";275;297;93;"SIM";93;"ALCANÇOU"
"CE";231230;"São Benedito";393;347;113;"SIM";113;"ALCANÇOU"
"CE";231240;"São Gonçalo do Amarante";348;372;94;"SIM";94;"ALCANÇOU"
"CE";231250;"São João do Jaguaribe";63;70;90;"SIM";90;"ALCANÇOU"
"CE";231260;"São Luís do Curu";94;84;112;"SIM";112;"ALCANÇOU"
"CE";231270;"Senador Pompeu";241;203;119;"SIM";119;"ALCANÇOU"
"CE";231280;"Senador Sá";44;51;86;"NÃO";86;"NÃO ALCANÇOU"
"CE";231290;"Sobral";1377;1291;107;"SIM";107;"ALCANÇOU"
"CE";231300;"Solonópole";160;133;120;"SIM";120;"ALCANÇOU"
"CE";231310;"Tabuleiro do Norte";255;189;135;"SIM";135;"ALCANÇOU"
"CE";231320;"Tamboril";223;234;95;"SIM";95;"ALCANÇOU"
"CE";231325;"Tarrafas";52;48;108;"SIM";108;"ALCANÇOU"
"CE";231330;"Tauá";477;423;113;"SIM";113;"ALCANÇOU"
"CE";231335;"Tejuçuoca";109;101;108;"SIM";108;"ALCANÇOU"
"CE";231340;"Tianguá";532;519;103;"SIM";103;"ALCANÇOU"
"CE";231350;"Trairi";337;373;90;"SIM";90;"ALCANÇOU"
"CE";231355;"Tururu";121;105;115;"SIM";115;"ALCANÇOU"
"CE";231360;"Ubajara";225;211;107;"SIM";107;"ALCANÇOU"
"CE";231370;"Umari";60;59;102;"SIM";102;"ALCANÇOU"
"CE";231375;"Umirim";140;94;149;"SIM";149;"ALCANÇOU"
"CE";231380;"Uruburetama";152;126;121;"SIM";121;"ALCANÇOU"
"CE";231390;"Uruoca";80;69;116;"SIM";116;"ALCANÇOU"
"CE";231395;"Varjota";170;130;131;"SIM";131;"ALCANÇOU"
"CE";231400;"Várzea Alegre";347;317;109;"SIM";109;"ALCANÇOU"
"CE";231410;"Viçosa do Ceará";408;391;104;"SIM";104;"ALCANÇOU"
"RN";240010;"Acari";66;60;110;"SIM";110;"ALCANÇOU"
"RN";240020;"Açu";375;388;97;"SIM";97;"ALCANÇOU"
"RN";240030;"Afonso Bezerra";58;51;114;"SIM";114;"ALCANÇOU"
"RN";240040;"Água Nova";21;19;111;"SIM";111;"ALCANÇOU"
"RN";240050;"Alexandria";107;101;106;"SIM";106;"ALCANÇOU"
"RN";240060;"Almino Afonso";34;24;142;"SIM";142;"ALCANÇOU"
"RN";240070;"Alto do Rodrigues";86;71;121;"SIM";121;"ALCANÇOU"
"RN";240080;"Angicos";62;94;66;"NÃO";66;"NÃO ALCANÇOU"
"RN";240090;"Antônio Martins";60;62;97;"SIM";97;"ALCANÇOU"
"RN";240100;"Apodi";196;208;94;"SIM";94;"ALCANÇOU"
"RN";240110;"Areia Branca";209;225;93;"SIM";93;"ALCANÇOU"
"RN";240120;"Arês";73;78;94;"SIM";94;"ALCANÇOU"
"RN";240130;"Augusto Severo";51;53;96;"SIM";96;"ALCANÇOU"
"RN";240140;"Baía Formosa";57;45;127;"SIM";127;"ALCANÇOU"
"RN";240145;"Baraúna";164;148;111;"SIM";111;"ALCANÇOU"
"RN";240150;"Barcelona";34;14;243;"SIM";243;"ALCANÇOU"
"RN";240160;"Bento Fernandes";21;25;84;"NÃO";84;"NÃO ALCANÇOU"
"RN";240165;"Bodó";25;18;139;"SIM";139;"ALCANÇOU"
"RN";240170;"Bom Jesus";84;68;124;"SIM";124;"ALCANÇOU"
"RN";240180;"Brejinho";56;77;73;"NÃO";73;"NÃO ALCANÇOU"
"RN";240185;"Caiçara do Norte";35;28;125;"SIM";125;"ALCANÇOU"
"RN";240190;"Caiçara do Rio do Vento";26;29;90;"SIM";90;"ALCANÇOU"
"RN";240200;"Caicó";451;533;85;"NÃO";85;"NÃO ALCANÇOU"
"RN";240210;"Campo Redondo";44;62;71;"NÃO";71;"NÃO ALCANÇOU"
"RN";240220;"Canguaretama";160;191;84;"NÃO";84;"NÃO ALCANÇOU"
"RN";240230;"Caraúbas";167;174;96;"SIM";96;"ALCANÇOU"
"RN";240240;"Carnaúba dos Dantas";54;39;138;"SIM";138;"ALCANÇOU"
"RN";240250;"Carnaubais";65;49;133;"SIM";133;"ALCANÇOU"
"RN";240260;"Ceará-Mirim";520;408;127;"SIM";127;"ALCANÇOU"
"RN";240270;"Cerro Corá";97;58;167;"SIM";167;"ALCANÇOU"
"RN";240280;"Coronel Ezequiel";32;21;152;"SIM";152;"ALCANÇOU"
"RN";240290;"Coronel João Pessoa";24;25;96;"SIM";96;"ALCANÇOU"
"RN";240300;"Cruzeta";84;73;115;"SIM";115;"ALCANÇOU"
"RN";240310;"Currais Novos";323;324;100;"SIM";100;"ALCANÇOU"
"RN";240320;"Doutor Severiano";53;33;161;"SIM";161;"ALCANÇOU"
"RN";240325;"Parnamirim";1380;1326;104;"SIM";104;"ALCANÇOU"
"RN";240330;"Encanto";43;41;105;"SIM";105;"ALCANÇOU"
"RN";240340;"Equador";47;22;214;"SIM";214;"ALCANÇOU"
"RN";240350;"Espírito Santo";54;37;146;"SIM";146;"ALCANÇOU"
"RN";240360;"Extremoz";334;252;133;"SIM";133;"ALCANÇOU"
"RN";240370;"Felipe Guerra";35;54;65;"NÃO";65;"NÃO ALCANÇOU"
"RN";240375;"Fernando Pedroza";22;18;122;"SIM";122;"ALCANÇOU"
"RN";240380;"Florânia";74;57;130;"SIM";130;"ALCANÇOU"
"RN";240390;"Francisco Dantas";20;19;105;"SIM";105;"ALCANÇOU"
"RN";240400;"Frutuoso Gomes";30;39;77;"NÃO";77;"NÃO ALCANÇOU"
"RN";240410;"Galinhos";5;6;83;"NÃO";83;"NÃO ALCANÇOU"
"RN";240420;"Goianinha";165;166;99;"SIM";99;"ALCANÇOU"
"RN";240430;"Governador Dix-Sept Rosado";87;86;101;"SIM";101;"ALCANÇOU"
"RN";240440;"Grossos";74;50;148;"SIM";148;"ALCANÇOU"
"RN";240450;"Guamaré";82;80;103;"SIM";103;"ALCANÇOU"
"RN";240460;"Ielmo Marinho";59;78;76;"NÃO";76;"NÃO ALCANÇOU"
"RN";240470;"Ipanguaçu";45;76;59;"NÃO";59;"NÃO ALCANÇOU"
"RN";240480;"Ipueira";18;8;225;"SIM";225;"ALCANÇOU"
"RN";240485;"Itajá";39;47;83;"NÃO";83;"NÃO ALCANÇOU"
"RN";240490;"Itaú";32;33;97;"SIM";97;"ALCANÇOU"
"RN";240500;"Jaçanã";53;54;98;"SIM";98;"ALCANÇOU"
"RN";240510;"Jandaíra";32;32;100;"SIM";100;"ALCANÇOU"
"RN";240520;"Janduís";16;23;70;"NÃO";70;"NÃO ALCANÇOU"
"RN";240530;"Januário Cicco";61;61;100;"SIM";100;"ALCANÇOU"
"RN";240540;"Japi";44;13;338;"SIM";338;"ALCANÇOU"
"RN";240550;"Jardim de Angicos";20;19;105;"SIM";105;"ALCANÇOU"
"RN";240560;"Jardim de Piranhas";96;85;113;"SIM";113;"ALCANÇOU"
"RN";240570;"Jardim do Seridó";102;111;92;"SIM";92;"ALCANÇOU"
"RN";240580;"João Câmara";234;172;136;"SIM";136;"ALCANÇOU"
"RN";240590;"João Dias";10;8;125;"SIM";125;"ALCANÇOU"
"RN";240600;"José da Penha";48;60;80;"NÃO";80;"NÃO ALCANÇOU"
"RN";240610;"Jucurutu";121;142;85;"NÃO";85;"NÃO ALCANÇOU"
"RN";240615;"Jundiá";19;18;106;"SIM";106;"ALCANÇOU"
"RN";240620;"Lagoa d'Anta";14;30;47;"NÃO";47;"NÃO ALCANÇOU"
"RN";240630;"Lagoa de Pedras";31;43;72;"NÃO";72;"NÃO ALCANÇOU"
"RN";240640;"Lagoa de Velhos";15;6;250;"SIM";250;"ALCANÇOU"
"RN";240650;"Lagoa Nova";84;92;91;"SIM";91;"ALCANÇOU"
"RN";240660;"Lagoa Salgada";35;47;74;"NÃO";74;"NÃO ALCANÇOU"
"RN";240670;"Lajes";55;77;71;"NÃO";71;"NÃO ALCANÇOU"
"RN";240680;"Lajes Pintadas";31;32;97;"SIM";97;"ALCANÇOU"
"RN";240690;"Lucrécia";21;22;95;"SIM";95;"ALCANÇOU"
"RN";240700;"Luís Gomes";67;73;92;"SIM";92;"ALCANÇOU"
"RN";240710;"Macaíba";449;510;88;"NÃO";88;"NÃO ALCANÇOU"
"RN";240720;"Macau";184;199;92;"SIM";92;"ALCANÇOU"
"RN";240725;"Major Sales";42;19;221;"SIM";221;"ALCANÇOU"
"RN";240730;"Marcelino Vieira";54;46;117;"SIM";117;"ALCANÇOU"
"RN";240740;"Martins";68;57;119;"SIM";119;"ALCANÇOU"
"RN";240750;"Maxaranguape";57;57;100;"SIM";100;"ALCANÇOU"
"RN";240760;"Messias Targino";25;25;100;"SIM";100;"ALCANÇOU"
"RN";240770;"Montanhas";84;71;118;"SIM";118;"ALCANÇOU"
"RN";240780;"Monte Alegre";56;144;39;"NÃO";39;"NÃO ALCANÇOU"
"RN";240790;"Monte das Gameleiras";15;9;167;"SIM";167;"ALCANÇOU"
"RN";240800;"Mossoró";1869;1779;105;"SIM";105;"ALCANÇOU"
"RN";240810;"Natal";5616;5564;101;"SIM";101;"ALCANÇOU"
"RN";240820;"Nísia Floresta";164;176;93;"SIM";93;"ALCANÇOU"
"RN";240830;"Nova Cruz";278;259;107;"SIM";107;"ALCANÇOU"
"RN";240840;"Olho-d'Água do Borges";31;36;86;"NÃO";86;"NÃO ALCANÇOU"
"RN";240850;"Ouro Branco";54;37;146;"SIM";146;"ALCANÇOU"
"RN";240860;"Paraná";33;21;157;"SIM";157;"ALCANÇOU"
"RN";240870;"Paraú";27;16;169;"SIM";169;"ALCANÇOU"
"RN";240880;"Parazinho";43;34;126;"SIM";126;"ALCANÇOU"
"RN";240890;"Parelhas";184;137;134;"SIM";134;"ALCANÇOU"
"RN";240895;"Rio do Fogo";54;47;115;"SIM";115;"ALCANÇOU"
"RN";240910;"Passa e Fica";30;86;35;"NÃO";35;"NÃO ALCANÇOU"
"RN";240920;"Passagem";21;9;233;"SIM";233;"ALCANÇOU"
"RN";240930;"Patu";62;72;86;"NÃO";86;"NÃO ALCANÇOU"
"RN";240933;"Santa Maria";22;29;76;"NÃO";76;"NÃO ALCANÇOU"
