"UF";"COD_MUN";"NOME_MUN";"*Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RO";110147;"Primavera de Rondônia";;15;15;100;"Sim";100;"ALCANÇOU"
"RO";110148;"São Felipe D'Oeste";;11;11;100;"Sim";100;"ALCANÇOU"
"RO";110149;"São Francisco do Guaporé";;116;116;100;"Sim";100;"ALCANÇOU"
"RO";110150;"Seringueiras";;15;15;100;"Sim";100;"ALCANÇOU"
"RO";110155;"Teixeirópolis";;20;20;100;"Sim";100;"ALCANÇOU"
"RO";110160;"Theobroma";;14;14;100;"Sim";100;"ALCANÇOU"
"RO";110170;"Urupá";;113;113;100;"Sim";100;"ALCANÇOU"
"RO";110175;"Vale do Anari";;95;95;100;"Sim";100;"ALCANÇOU"
"RO";110180;"Vale do Paraíso";;41;44;93,1818181818182;"Não";93,2;"NÃO ALCANÇOU"
"AC";120001;"Acrelândia";;244;244;100;"Sim";100;"ALCANÇOU"
"AC";120005;"Assis Brasil";;12;12;100;"Sim";100;"ALCANÇOU"
"AC";120010;"Brasiléia";;86;87;98,8505747126437;"Sim";98,9;"ALCANÇOU"
"AC";120013;"Bujari";;3;4;75;"Não";75;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";;4;5;80;"Não";80;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";;182;182;100;"Sim";100;"ALCANÇOU"
"AC";120025;"Epitaciolândia";;6;6;100;"Sim";100;"ALCANÇOU"
"AC";120030;"Feijó";;27;27;100;"Sim";100;"ALCANÇOU"
"AC";120032;"Jordão";;2;2;100;"Sim";100;"ALCANÇOU"
"AC";120033;"Mâncio Lima";;14;63;22,2222222222222;"Não";22,2;"NÃO ALCANÇOU"
"AC";120034;"Manoel Urbano";;40;40;100;"Sim";100;"ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";;63;78;80,7692307692308;"Não";80,8;"NÃO ALCANÇOU"
"AC";120038;"Plácido de Castro";;44;45;97,7777777777778;"Sim";97,8;"ALCANÇOU"
"AC";120039;"Porto Walter";;53;55;96,3636363636364;"Sim";96,4;"ALCANÇOU"
"AC";120040;"Rio Branco";;1952;1993;97,9427997992975;"Sim";97,9;"ALCANÇOU"
"AC";120042;"Rodrigues Alves";;91;91;100;"Sim";100;"ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";;7;19;36,8421052631579;"Não";36,8;"NÃO ALCANÇOU"
"AC";120045;"Senador Guiomard";;53;61;86,8852459016393;"Não";86,9;"NÃO ALCANÇOU"
"AC";120050;"Sena Madureira";;41;112;36,6071428571429;"Não";36,6;"NÃO ALCANÇOU"
"AC";120060;"Tarauacá";;27;29;93,1034482758621;"Não";93,1;"NÃO ALCANÇOU"
"AC";120070;"Xapuri";;165;165;100;"Sim";100;"ALCANÇOU"
"AC";120080;"Porto Acre";;1;1;100;"Sim";100;"ALCANÇOU"
"AM";130002;"Alvarães";;15;15;100;"Sim";100;"ALCANÇOU"
"AM";130006;"Amaturá";;21;21;100;"Sim";100;"ALCANÇOU"
"AM";130008;"Anamã";;27;27;100;"Sim";100;"ALCANÇOU"
"AM";130010;"Anori";;4;4;100;"Sim";100;"ALCANÇOU"
"AM";130014;"Apuí";;54;54;100;"Sim";100;"ALCANÇOU"
"AM";130020;"Atalaia do Norte";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130030;"Autazes";;79;79;100;"Sim";100;"ALCANÇOU"
"AM";130040;"Barcelos";;24;24;100;"Sim";100;"ALCANÇOU"
"AM";130050;"Barreirinha";;36;36;100;"Sim";100;"ALCANÇOU"
"AM";130060;"Benjamin Constant";;16;16;100;"Sim";100;"ALCANÇOU"
"AM";130063;"Beruri";;12;12;100;"Sim";100;"ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130070;"Boca do Acre";;57;57;100;"Sim";100;"ALCANÇOU"
"AM";130080;"Borba";;52;52;100;"Sim";100;"ALCANÇOU"
"AM";130083;"Caapiranga";;2;2;100;"Sim";100;"ALCANÇOU"
"AM";130090;"Canutama";;1;1;100;"Sim";100;"ALCANÇOU"
"AM";130100;"Carauari";;28;28;100;"Sim";100;"ALCANÇOU"
"AM";130110;"Careiro";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130115;"Careiro da Várzea";;3;3;100;"Sim";100;"ALCANÇOU"
"AM";130120;"Coari";;71;71;100;"Sim";100;"ALCANÇOU"
"AM";130130;"Codajás";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130140;"Eirunepé";;39;39;100;"Sim";100;"ALCANÇOU"
"AM";130150;"Envira";;11;11;100;"Sim";100;"ALCANÇOU"
"AM";130160;"Fonte Boa";;69;69;100;"Sim";100;"ALCANÇOU"
"AM";130165;"Guajará";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130170;"Humaitá";;120;121;99,1735537190083;"Sim";99,2;"ALCANÇOU"
"AM";130180;"Ipixuna";;32;32;100;"Sim";100;"ALCANÇOU"
"AM";130185;"Iranduba";;15;15;100;"Sim";100;"ALCANÇOU"
"AM";130190;"Itacoatiara";;64;64;100;"Sim";100;"ALCANÇOU"
"AM";130195;"Itamarati";;3;3;100;"Sim";100;"ALCANÇOU"
"AM";130200;"Itapiranga";;3;3;100;"Sim";100;"ALCANÇOU"
"AM";130210;"Japurá";;11;11;100;"Sim";100;"ALCANÇOU"
"AM";130220;"Juruá";;32;32;100;"Sim";100;"ALCANÇOU"
"AM";130230;"Jutaí";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130240;"Lábrea";;36;36;100;"Sim";100;"ALCANÇOU"
"AM";130250;"Manacapuru";;81;81;100;"Sim";100;"ALCANÇOU"
"AM";130255;"Manaquiri";;13;13;100;"Sim";100;"ALCANÇOU"
"AM";130260;"Manaus";;2484;2500;99,36;"Sim";99,4;"ALCANÇOU"
"AM";130270;"Manicoré";;98;98;100;"Sim";100;"ALCANÇOU"
"AM";130280;"Maraã";;45;46;97,8260869565217;"Sim";97,8;"ALCANÇOU"
"AM";130290;"Maués";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130300;"Nhamundá";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";;16;16;100;"Sim";100;"ALCANÇOU"
"AM";130320;"Novo Airão";;5;5;100;"Sim";100;"ALCANÇOU"
"AM";130330;"Novo Aripuanã";;38;38;100;"Sim";100;"ALCANÇOU"
"AM";130340;"Parintins";;141;141;100;"Sim";100;"ALCANÇOU"
"AM";130350;"Pauini";;44;44;100;"Sim";100;"ALCANÇOU"
"AM";130353;"Presidente Figueiredo";;146;146;100;"Sim";100;"ALCANÇOU"
"AM";130356;"Rio Preto da Eva";;51;51;100;"Sim";100;"ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";;10;11;90,9090909090909;"Não";90,9;"NÃO ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";;12;12;100;"Sim";100;"ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";;9;9;100;"Sim";100;"ALCANÇOU"
"AM";130390;"São Paulo de Olivença";;3;3;100;"Sim";100;"ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";;8;8;100;"Sim";100;"ALCANÇOU"
"AM";130400;"Silves";;24;24;100;"Sim";100;"ALCANÇOU"
"AM";130406;"Tabatinga";;21;21;100;"Sim";100;"ALCANÇOU"
"AM";130410;"Tapauá";;8;8;100;"Sim";100;"ALCANÇOU"
"AM";130420;"Tefé";;217;217;100;"Sim";100;"ALCANÇOU"
"AM";130423;"Tonantins";;96;96;100;"Sim";100;"ALCANÇOU"
"AM";130426;"Uarini";;27;27;100;"Sim";100;"ALCANÇOU"
"AM";130430;"Urucará";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130440;"Urucurituba";;2;2;100;"Sim";100;"ALCANÇOU"
"RR";140002;"Amajari";;2;2;100;"Sim";100;"ALCANÇOU"
"RR";140005;"Alto Alegre";;2;9;22,2222222222222;"Não";22,2;"NÃO ALCANÇOU"
"RR";140010;"Boa Vista";;3352;3382;99,1129509166174;"Sim";99,1;"ALCANÇOU"
"RR";140015;"Bonfim";;7;7;100;"Sim";100;"ALCANÇOU"
"RR";140017;"Cantá";;4;4;100;"Sim";100;"ALCANÇOU"
"RR";140020;"Caracaraí";;32;32;100;"Sim";100;"ALCANÇOU"
"RR";140023;"Caroebe";;14;14;100;"Sim";100;"ALCANÇOU"
"RR";140028;"Iracema";;1;1;100;"Sim";100;"ALCANÇOU"
"RR";140030;"Mucajaí";;16;17;94,1176470588235;"Não";94,1;"NÃO ALCANÇOU"
"RR";140040;"Normandia";;5;5;100;"Sim";100;"ALCANÇOU"
"RR";140045;"Pacaraima";;28;28;100;"Sim";100;"ALCANÇOU"
"RR";140047;"Rorainópolis";;244;244;100;"Sim";100;"ALCANÇOU"
"RR";140050;"São João da Baliza";;70;70;100;"Sim";100;"ALCANÇOU"
"RR";140060;"São Luiz";;11;21;52,3809523809524;"Não";52,4;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";;9;9;100;"Sim";100;"ALCANÇOU"
"PA";150010;"Abaetetuba";;120;121;99,1735537190083;"Sim";99,2;"ALCANÇOU"
"PA";150013;"Abel Figueiredo";;44;44;100;"Sim";100;"ALCANÇOU"
"PA";150020;"Acará";;32;32;100;"Sim";100;"ALCANÇOU"
"PA";150030;"Afuá";;57;76;75;"Não";75;"NÃO ALCANÇOU"
"PA";150034;"Água Azul do Norte";;169;170;99,4117647058823;"Sim";99,4;"ALCANÇOU"
"PA";150040;"Alenquer";;7;7;100;"Sim";100;"ALCANÇOU"
"PA";150050;"Almeirim";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150060;"Altamira";;735;737;99,7286295793758;"Sim";99,7;"ALCANÇOU"
"PA";150070;"Anajás";"X";;;;;;"NÃO ALCANÇOU"
"PA";150080;"Ananindeua";;177;198;89,3939393939394;"Não";89,4;"NÃO ALCANÇOU"
"PA";150085;"Anapu";;36;36;100;"Sim";100;"ALCANÇOU"
"PA";150090;"Augusto Corrêa";;49;49;100;"Sim";100;"ALCANÇOU"
"PA";150095;"Aurora do Pará";;28;28;100;"Sim";100;"ALCANÇOU"
"PA";150100;"Aveiro";;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PA";150110;"Bagre";;1;6;16,6666666666667;"Não";16,7;"NÃO ALCANÇOU"
"PA";150120;"Baião";;23;24;95,8333333333333;"Sim";95,8;"ALCANÇOU"
"PA";150125;"Bannach";;30;34;88,2352941176471;"Não";88,2;"NÃO ALCANÇOU"
"PA";150130;"Barcarena";;86;86;100;"Sim";100;"ALCANÇOU"
"PA";150140;"Belém";;760;776;97,9381443298969;"Sim";97,9;"ALCANÇOU"
"PA";150145;"Belterra";;31;41;75,609756097561;"Não";75,6;"NÃO ALCANÇOU"
"PA";150150;"Benevides";;242;242;100;"Sim";100;"ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";;18;18;100;"Sim";100;"ALCANÇOU"
"PA";150160;"Bonito";;15;15;100;"Sim";100;"ALCANÇOU"
"PA";150170;"Bragança";;47;47;100;"Sim";100;"ALCANÇOU"
"PA";150172;"Brasil Novo";;48;48;100;"Sim";100;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";;49;53;92,4528301886792;"Não";92,5;"NÃO ALCANÇOU"
"PA";150178;"Breu Branco";;193;193;100;"Sim";100;"ALCANÇOU"
"PA";150180;"Breves";;13;13;100;"Sim";100;"ALCANÇOU"
"PA";150190;"Bujaru";;39;39;100;"Sim";100;"ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";;9;10;90;"Não";90;"NÃO ALCANÇOU"
"PA";150200;"Cachoeira do Arari";;3;4;75;"Não";75;"NÃO ALCANÇOU"
"PA";150210;"Cametá";;83;83;100;"Sim";100;"ALCANÇOU"
"PA";150215;"Canaã dos Carajás";;583;583;100;"Sim";100;"ALCANÇOU"
"PA";150220;"Capanema";;89;91;97,8021978021978;"Sim";97,8;"ALCANÇOU"
"PA";150230;"Capitão Poço";;51;51;100;"Sim";100;"ALCANÇOU"
"PA";150240;"Castanhal";;862;862;100;"Sim";100;"ALCANÇOU"
"PA";150250;"Chaves";;17;17;100;"Sim";100;"ALCANÇOU"
"PA";150260;"Colares";;27;27;100;"Sim";100;"ALCANÇOU"
"PA";150270;"Conceição do Araguaia";;57;58;98,2758620689655;"Sim";98,3;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";;94;97;96,9072164948454;"Sim";96,9;"ALCANÇOU"
"PA";150276;"Cumaru do Norte";;22;24;91,6666666666667;"Não";91,7;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";;103;103;100;"Sim";100;"ALCANÇOU"
"PA";150280;"Curralinho";;29;29;100;"Sim";100;"ALCANÇOU"
"PA";150285;"Curuá";;5;6;83,3333333333333;"Não";83,3;"NÃO ALCANÇOU"
"PA";150290;"Curuçá";;49;52;94,2307692307692;"Não";94,2;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";;124;126;98,4126984126984;"Sim";98,4;"ALCANÇOU"
"PA";150295;"Eldorado do Carajás";;180;181;99,4475138121547;"Sim";99,4;"ALCANÇOU"
"PA";150300;"Faro";;4;4;100;"Sim";100;"ALCANÇOU"
"PA";150304;"Floresta do Araguaia";;23;23;100;"Sim";100;"ALCANÇOU"
"PA";150307;"Garrafão do Norte";;34;34;100;"Sim";100;"ALCANÇOU"
"PA";150309;"Goianésia do Pará";;148;156;94,8717948717949;"Não";94,9;"ALCANÇOU"
"PA";150310;"Gurupá";;5;5;100;"Sim";100;"ALCANÇOU"
"PA";150320;"Igarapé-Açu";;331;331;100;"Sim";100;"ALCANÇOU"
"PA";150330;"Igarapé-Miri";;25;25;100;"Sim";100;"ALCANÇOU"
"PA";150340;"Inhangapi";;66;66;100;"Sim";100;"ALCANÇOU"
"PA";150345;"Ipixuna do Pará";;13;13;100;"Sim";100;"ALCANÇOU"
"PA";150350;"Irituia";;17;17;100;"Sim";100;"ALCANÇOU"
"PA";150360;"Itaituba";;125;145;86,2068965517241;"Não";86,2;"NÃO ALCANÇOU"
"PA";150370;"Itupiranga";;122;122;100;"Sim";100;"ALCANÇOU"
"PA";150375;"Jacareacanga";;20;22;90,9090909090909;"Não";90,9;"NÃO ALCANÇOU"
"PA";150380;"Jacundá";;155;155;100;"Sim";100;"ALCANÇOU"
"PA";150390;"Juruti";;13;13;100;"Sim";100;"ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";;4;4;100;"Sim";100;"ALCANÇOU"
"PA";150405;"Mãe do Rio";;39;40;97,5;"Sim";97,5;"ALCANÇOU"
"PA";150410;"Magalhães Barata";;1;1;100;"Sim";100;"ALCANÇOU"
"PA";150420;"Marabá";;584;587;99,488926746167;"Sim";99,5;"ALCANÇOU"
"PA";150430;"Maracanã";;14;14;100;"Sim";100;"ALCANÇOU"
"PA";150440;"Marapanim";;40;40;100;"Sim";100;"ALCANÇOU"
"PA";150442;"Marituba";;136;138;98,5507246376812;"Sim";98,6;"ALCANÇOU"
"PA";150445;"Medicilândia";;22;23;95,6521739130435;"Sim";95,7;"ALCANÇOU"
"PA";150450;"Melgaço";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150460;"Mocajuba";;8;9;88,8888888888889;"Não";88,9;"NÃO ALCANÇOU"
"PA";150470;"Moju";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";;15;16;93,75;"Não";93,8;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";;14;14;100;"Sim";100;"ALCANÇOU"
"PA";150490;"Muaná";;1;1;100;"Sim";100;"ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";;11;11;100;"Sim";100;"ALCANÇOU"
"PA";150497;"Nova Ipixuna";;104;104;100;"Sim";100;"ALCANÇOU"
"PA";150500;"Nova Timboteua";;26;27;96,2962962962963;"Sim";96,3;"ALCANÇOU"
"PA";150503;"Novo Progresso";;78;78;100;"Sim";100;"ALCANÇOU"
"PA";150506;"Novo Repartimento";;76;76;100;"Sim";100;"ALCANÇOU"
"PA";150510;"Óbidos";;84;84;100;"Sim";100;"ALCANÇOU"
"PA";150520;"Oeiras do Pará";;8;8;100;"Sim";100;"ALCANÇOU"
"PA";150530;"Oriximiná";;192;192;100;"Sim";100;"ALCANÇOU"
"PA";150540;"Ourém";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150543;"Ourilândia do Norte";;73;77;94,8051948051948;"Não";94,8;"ALCANÇOU"
"PA";150548;"Pacajá";;32;32;100;"Sim";100;"ALCANÇOU"
"PA";150549;"Palestina do Pará";;9;9;100;"Sim";100;"ALCANÇOU"
"PA";150550;"Paragominas";;101;102;99,0196078431373;"Sim";99;"ALCANÇOU"
"PA";150553;"Parauapebas";;749;749;100;"Sim";100;"ALCANÇOU"
"PA";150555;"Pau D'Arco";;5;5;100;"Sim";100;"ALCANÇOU"
"PA";150560;"Peixe-Boi";;27;27;100;"Sim";100;"ALCANÇOU"
"PA";150563;"Piçarra";;66;66;100;"Sim";100;"ALCANÇOU"
"PA";150565;"Placas";;26;27;96,2962962962963;"Sim";96,3;"ALCANÇOU"
"PA";150570;"Ponta de Pedras";;19;19;100;"Sim";100;"ALCANÇOU"
"PA";150580;"Portel";;25;25;100;"Sim";100;"ALCANÇOU"
"PA";150590;"Porto de Moz";;34;43;79,0697674418605;"Não";79,1;"NÃO ALCANÇOU"
"PA";150600;"Prainha";;11;12;91,6666666666667;"Não";91,7;"NÃO ALCANÇOU"
"PA";150610;"Primavera";;31;31;100;"Sim";100;"ALCANÇOU"
"PA";150611;"Quatipuru";;5;5;100;"Sim";100;"ALCANÇOU"
"PA";150613;"Redenção";;226;226;100;"Sim";100;"ALCANÇOU"
"PA";150616;"Rio Maria";;176;176;100;"Sim";100;"ALCANÇOU"
"PA";150618;"Rondon do Pará";;75;75;100;"Sim";100;"ALCANÇOU"
"PA";150619;"Rurópolis";;47;47;100;"Sim";100;"ALCANÇOU"
"PA";150620;"Salinópolis";;17;17;100;"Sim";100;"ALCANÇOU"
"PA";150630;"Salvaterra";;7;9;77,7777777777778;"Não";77,8;"NÃO ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";;19;19;100;"Sim";100;"ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150650;"Santa Izabel do Pará";;186;186;100;"Sim";100;"ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";;8;8;100;"Sim";100;"ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";;72;74;97,2972972972973;"Sim";97,3;"ALCANÇOU"
"PA";150660;"Santa Maria do Pará";;15;15;100;"Sim";100;"ALCANÇOU"
"PA";150670;"Santana do Araguaia";;99;100;99;"Sim";99;"ALCANÇOU"
"PA";150680;"Santarém";;936;949;98,6301369863014;"Sim";98,6;"ALCANÇOU"
"PA";150690;"Santarém Novo";;21;21;100;"Sim";100;"ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";;24;24;100;"Sim";100;"ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";;7;7;100;"Sim";100;"ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";;21;21;100;"Sim";100;"ALCANÇOU"
"PA";150720;"São Domingos do Capim";;46;46;100;"Sim";100;"ALCANÇOU"
"PA";150730;"São Félix do Xingu";;143;143;100;"Sim";100;"ALCANÇOU"
"PA";150740;"São Francisco do Pará";;11;11;100;"Sim";100;"ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";;107;109;98,1651376146789;"Sim";98,2;"ALCANÇOU"
"PA";150746;"São João da Ponta";;7;7;100;"Sim";100;"ALCANÇOU"
"PA";150747;"São João de Pirabas";;17;17;100;"Sim";100;"ALCANÇOU"
"PA";150750;"São João do Araguaia";;43;43;100;"Sim";100;"ALCANÇOU"
"PA";150760;"São Miguel do Guamá";;101;102;99,0196078431373;"Sim";99;"ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150775;"Sapucaia";;71;71;100;"Sim";100;"ALCANÇOU"
"PA";150780;"Senador José Porfírio";;19;19;100;"Sim";100;"ALCANÇOU"
"PA";150790;"Soure";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150795;"Tailândia";;402;402;100;"Sim";100;"ALCANÇOU"
"PA";150796;"Terra Alta";;13;13;100;"Sim";100;"ALCANÇOU"
"PA";150797;"Terra Santa";;13;13;100;"Sim";100;"ALCANÇOU"
"PA";150800;"Tomé-Açu";;261;271;96,309963099631;"Sim";96,3;"ALCANÇOU"
"PA";150803;"Tracuateua";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150805;"Trairão";;52;55;94,5454545454545;"Não";94,5;"ALCANÇOU"
"PA";150808;"Tucumã";;16;16;100;"Sim";100;"ALCANÇOU"
"PA";150810;"Tucuruí";;331;331;100;"Sim";100;"ALCANÇOU"
"PA";150812;"Ulianópolis";;123;124;99,1935483870968;"Sim";99,2;"ALCANÇOU"
"PA";150815;"Uruará";;1371;1372;99,9271137026239;"Sim";99,9;"ALCANÇOU"
"PA";150820;"Vigia";;56;56;100;"Sim";100;"ALCANÇOU"
"PA";150830;"Viseu";;18;19;94,7368421052632;"Não";94,7;"ALCANÇOU"
"PA";150835;"Vitória do Xingu";;52;52;100;"Sim";100;"ALCANÇOU"
"PA";150840;"Xinguara";;318;318;100;"Sim";100;"ALCANÇOU"
"AP";160005;"Serra do Navio";;1;1;100;"Sim";100;"ALCANÇOU"
"AP";160010;"Amapá";;5;5;100;"Sim";100;"ALCANÇOU"
"AP";160015;"Pedra Branca do Amapari";;6;6;100;"Sim";100;"ALCANÇOU"
"AP";160020;"Calçoene";;6;6;100;"Sim";100;"ALCANÇOU"
"AP";160021;"Cutias";;12;12;100;"Sim";100;"ALCANÇOU"
"AP";160023;"Ferreira Gomes";;13;13;100;"Sim";100;"ALCANÇOU"
"AP";160025;"Itaubal";;6;21;28,5714285714286;"Não";28,6;"NÃO ALCANÇOU"
"AP";160027;"Laranjal do Jari";;117;117;100;"Sim";100;"ALCANÇOU"
"AP";160030;"Macapá";;660;661;99,8487140695915;"Sim";99,8;"ALCANÇOU"
"AP";160040;"Mazagão";;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AP";160050;"Oiapoque";;226;243;93,0041152263374;"Não";93;"NÃO ALCANÇOU"
"AP";160053;"Porto Grande";;36;36;100;"Sim";100;"ALCANÇOU"
"AP";160055;"Pracuúba";;10;10;100;"Sim";100;"ALCANÇOU"
"AP";160060;"Santana";;423;423;100;"Sim";100;"ALCANÇOU"
"AP";160070;"Tartarugalzinho";;7;7;100;"Sim";100;"ALCANÇOU"
"AP";160080;"Vitória do Jari";;20;20;100;"Sim";100;"ALCANÇOU"
"TO";170025;"Abreulândia";;7;7;100;"Sim";100;"ALCANÇOU"
"TO";170030;"Aguiarnópolis";;5;5;100;"Sim";100;"ALCANÇOU"
"TO";170035;"Aliança do Tocantins";;14;14;100;"Sim";100;"ALCANÇOU"
"TO";170040;"Almas";;19;20;95;"Sim";95;"ALCANÇOU"
"TO";170070;"Alvorada";;137;138;99,2753623188406;"Sim";99,3;"ALCANÇOU"
"TO";170100;"Ananás";;13;13;100;"Sim";100;"ALCANÇOU"
"TO";170105;"Angico";;8;8;100;"Sim";100;"ALCANÇOU"
"TO";170110;"Aparecida do Rio Negro";;10;10;100;"Sim";100;"ALCANÇOU"
"TO";170130;"Aragominas";;25;25;100;"Sim";100;"ALCANÇOU"
