"UF";"IBGE";"Município";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"MG";313055;"Imbé de Minas";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313060;"Inconfidentes";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313065;"Indaiabira";;1;1;100;100;"ALCANÇOU"
"MG";313070;"Indianópolis";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313080;"Ingaí";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313090;"Inhapim";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313100;"Inhaúma";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313110;"Inimutaba";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313115;"Ipaba";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313120;"Ipanema";;0;1;0;0;"NÃO ALCANÇOU"
"MG";313130;"Ipatinga";;1;1;100;100;"ALCANÇOU"
"MG";313140;"Ipiaçu";;1;1;100;100;"ALCANÇOU"
"MG";313150;"Ipuiúna";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313160;"Iraí de Minas";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313170;"Itabira";;8;10;80;80;"ALCANÇOU"
"MG";313180;"Itabirinha";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313190;"Itabirito";;0;2;0;0;"NÃO ALCANÇOU"
"MG";313200;"Itacambira";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313210;"Itacarambi";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313220;"Itaguara";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313230;"Itaipé";;1;1;100;100;"ALCANÇOU"
"MG";313240;"Itajubá";;105;108;97,2222222222222;97,2;"ALCANÇOU"
"MG";313250;"Itamarandiba";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313260;"Itamarati de Minas";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313270;"Itambacuri";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313280;"Itambé do Mato Dentro";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313290;"Itamogi";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313300;"Itamonte";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313310;"Itanhandu";;1;1;100;100;"ALCANÇOU"
"MG";313320;"Itanhomi";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313330;"Itaobim";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313340;"Itapagipe";;2;4;50;50;"NÃO ALCANÇOU"
"MG";313350;"Itapecerica";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313360;"Itapeva";;12;14;85,7142857142857;85,7;"ALCANÇOU"
"MG";313370;"Itatiaiuçu";;1;2;50;50;"NÃO ALCANÇOU"
"MG";313375;"Itaú de Minas";;1;1;100;100;"ALCANÇOU"
"MG";313380;"Itaúna";;4;4;100;100;"ALCANÇOU"
"MG";313390;"Itaverava";;0;5;0;0;"NÃO ALCANÇOU"
"MG";313400;"Itinga";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313410;"Itueta";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313420;"Ituiutaba";;3;4;75;75;"NÃO ALCANÇOU"
"MG";313430;"Itumirim";;1;1;100;100;"ALCANÇOU"
"MG";313440;"Iturama";;4;5;80;80;"ALCANÇOU"
"MG";313450;"Itutinga";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313460;"Jaboticatubas";;1;1;100;100;"ALCANÇOU"
"MG";313470;"Jacinto";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313480;"Jacuí";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313490;"Jacutinga";;18;22;81,8181818181818;81,8;"ALCANÇOU"
"MG";313500;"Jaguaraçu";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313505;"Jaíba";;1;1;100;100;"ALCANÇOU"
"MG";313507;"Jampruca";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313510;"Janaúba";;1;1;100;100;"ALCANÇOU"
"MG";313520;"Januária";;1;1;100;100;"ALCANÇOU"
"MG";313530;"Japaraíba";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313535;"Japonvar";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313540;"Jeceaba";"X";0;0;;;"NÃO ALCANÇOU"
"MG";313545;"Jenipapo de Minas";;13;15;86,6666666666667;86,7;"ALCANÇOU"
