"UF";"IBGE";"Município";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"PB";251000;"Nazarezinho";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251010;"Nova Floresta";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251020;"Nova Olinda";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251030;"Nova Palmeira";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251040;"Olho d'Água";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251050;"Olivedos";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251060;"Ouro Velho";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251065;"Parari";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251070;"Passagem";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251080;"Patos";;2;2;100;100;"ALCANÇOU"
"PB";251090;"Paulista";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251100;"Pedra Branca";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251110;"Pedra Lavrada";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251120;"Pedras de Fogo";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251130;"Piancó";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251140;"Picuí";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251150;"Pilar";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251160;"Pilões";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251170;"Pilõezinhos";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251180;"Pirpirituba";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251190;"Pitimbu";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251200;"Pocinhos";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251203;"Poço Dantas";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251207;"Poço de José de Moura";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251210;"Pombal";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251220;"Prata";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251230;"Princesa Isabel";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251240;"Puxinanã";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251250;"Queimadas";;0;1;0;0;"NÃO ALCANÇOU"
"PB";251260;"Quixabá";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251270;"Remígio";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251272;"Pedro Régis";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251274;"Riachão";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251275;"Riachão do Bacamarte";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251276;"Riachão do Poço";;1;1;100;100;"ALCANÇOU"
"PB";251278;"Riacho de Santo Antônio";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251280;"Riacho dos Cavalos";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251290;"Rio Tinto";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251300;"Salgadinho";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251310;"Salgado de São Félix";;1;1;100;100;"ALCANÇOU"
"PB";251315;"Santa Cecília";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251320;"Santa Cruz";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251330;"Santa Helena";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251335;"Santa Inês";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251340;"Santa Luzia";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251350;"Santana de Mangueira";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251360;"Santana dos Garrotes";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251365;"Joca Claudino";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251370;"Santa Rita";;1;1;100;100;"ALCANÇOU"
"PB";251380;"Santa Teresinha";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251385;"Santo André";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251390;"São Bento";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251392;"São Bentinho";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251394;"São Domingos do Cariri";;1;1;100;100;"ALCANÇOU"
"PB";251396;"São Domingos";;0;1;0;0;"NÃO ALCANÇOU"
"PB";251398;"São Francisco";;0;1;0;0;"NÃO ALCANÇOU"
"PB";251400;"São João do Cariri";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251410;"São João do Tigre";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251420;"São José da Lagoa Tapada";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251430;"São José de Caiana";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251440;"São José de Espinharas";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251445;"São José dos Ramos";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251450;"São José de Piranhas";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251455;"São José de Princesa";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251460;"São José do Bonfim";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251465;"São José do Brejo do Cruz";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251470;"São José do Sabugi";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251480;"São José dos Cordeiros";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251490;"São Mamede";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251500;"São Miguel de Taipu";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251510;"São Sebastião de Lagoa de Roça";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251520;"São Sebastião do Umbuzeiro";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251530;"Sapé";;1;1;100;100;"ALCANÇOU"
"PB";251540;"São Vicente do Seridó";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251550;"Serra Branca";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251560;"Serra da Raiz";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251570;"Serra Grande";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251580;"Serra Redonda";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251590;"Serraria";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251593;"Sertãozinho";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251597;"Sobrado";;1;1;100;100;"ALCANÇOU"
"PB";251600;"Solânea";;1;1;100;100;"ALCANÇOU"
"PB";251610;"Soledade";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251615;"Sossêgo";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251620;"Sousa";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251630;"Sumé";;2;2;100;100;"ALCANÇOU"
"PB";251640;"Tacima";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251650;"Taperoá";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251660;"Tavares";;1;1;100;100;"ALCANÇOU"
"PB";251670;"Teixeira";;1;1;100;100;"ALCANÇOU"
"PB";251675;"Tenório";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251680;"Triunfo";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251690;"Uiraúna";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251700;"Umbuzeiro";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251710;"Várzea";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251720;"Vieirópolis";"X";0;0;;;"NÃO ALCANÇOU"
"PB";251740;"Zabelê";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260005;"Abreu e Lima";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260010;"Afogados da Ingazeira";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260020;"Afrânio";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260030;"Agrestina";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260040;"Água Preta";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260050;"Águas Belas";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260060;"Alagoinha";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260070;"Aliança";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260080;"Altinho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260090;"Amaraji";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260100;"Angelim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260105;"Araçoiaba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260110;"Araripina";;1;1;100;100;"ALCANÇOU"
"PE";260120;"Arcoverde";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260130;"Barra de Guabiraba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260140;"Barreiros";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260150;"Belém de Maria";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260160;"Belém do São Francisco";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260170;"Belo Jardim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260180;"Betânia";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260190;"Bezerros";;0;2;0;0;"NÃO ALCANÇOU"
"PE";260200;"Bodocó";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260210;"Bom Conselho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260220;"Bom Jardim";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260230;"Bonito";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260240;"Brejão";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260250;"Brejinho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260260;"Brejo da Madre de Deus";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260270;"Buenos Aires";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260280;"Buíque";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260290;"Cabo de Santo Agostinho";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PE";260300;"Cabrobó";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260310;"Cachoeirinha";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260320;"Caetés";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260330;"Calçado";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260340;"Calumbi";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260345;"Camaragibe";;2;2;100;100;"ALCANÇOU"
"PE";260350;"Camocim de São Félix";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260360;"Camutanga";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260370;"Canhotinho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260380;"Capoeiras";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260390;"Carnaíba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260392;"Carnaubeira da Penha";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260400;"Carpina";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260410;"Caruaru";;7;7;100;100;"ALCANÇOU"
"PE";260415;"Casinhas";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260420;"Catende";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260430;"Cedro";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260440;"Chã de Alegria";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260450;"Chã Grande";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260460;"Condado";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260470;"Correntes";;1;1;100;100;"ALCANÇOU"
"PE";260480;"Cortês";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260490;"Cumaru";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260500;"Cupira";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260510;"Custódia";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260515;"Dormentes";;2;2;100;100;"ALCANÇOU"
"PE";260520;"Escada";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260530;"Exu";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260540;"Feira Nova";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260550;"Ferreiros";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260560;"Flores";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260570;"Floresta";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260580;"Frei Miguelinho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260590;"Gameleira";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260600;"Garanhuns";;6;8;75;75;"NÃO ALCANÇOU"
"PE";260610;"Glória do Goitá";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260620;"Goiana";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260630;"Granito";;1;1;100;100;"ALCANÇOU"
"PE";260640;"Gravatá";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260650;"Iati";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260660;"Ibimirim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260670;"Ibirajuba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260680;"Igarassu";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260690;"Iguaracy";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260700;"Inajá";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260710;"Ingazeira";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260720;"Ipojuca";;3;3;100;100;"ALCANÇOU"
"PE";260730;"Ipubi";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260740;"Itacuruba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260750;"Itaíba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260760;"Ilha de Itamaracá";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PE";260765;"Itambé";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260770;"Itapetim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260775;"Itapissuma";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260780;"Itaquitinga";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260790;"Jaboatão dos Guararapes";;8;9;88,8888888888889;88,9;"ALCANÇOU"
"PE";260795;"Jaqueira";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260800;"Jataúba";;1;1;100;100;"ALCANÇOU"
"PE";260805;"Jatobá";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260810;"João Alfredo";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260820;"Joaquim Nabuco";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260825;"Jucati";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260830;"Jupi";;3;5;60;60;"NÃO ALCANÇOU"
"PE";260840;"Jurema";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260845;"Lagoa do Carro";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260850;"Lagoa de Itaenga";;1;1;100;100;"ALCANÇOU"
"PE";260860;"Lagoa do Ouro";;1;1;100;100;"ALCANÇOU"
"PE";260870;"Lagoa dos Gatos";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260875;"Lagoa Grande";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260880;"Lajedo";;2;2;100;100;"ALCANÇOU"
"PE";260890;"Limoeiro";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260900;"Macaparana";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260910;"Machados";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260915;"Manari";;0;1;0;0;"NÃO ALCANÇOU"
"PE";260920;"Maraial";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260930;"Mirandiba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260940;"Moreno";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260950;"Nazaré da Mata";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260960;"Olinda";;0;2;0;0;"NÃO ALCANÇOU"
"PE";260970;"Orobó";;1;1;100;100;"ALCANÇOU"
"PE";260980;"Orocó";"X";0;0;;;"NÃO ALCANÇOU"
"PE";260990;"Ouricuri";;1;1;100;100;"ALCANÇOU"
"PE";261000;"Palmares";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261010;"Palmeirina";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261020;"Panelas";;0;1;0;0;"NÃO ALCANÇOU"
"PE";261030;"Paranatama";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261040;"Parnamirim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261050;"Passira";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261060;"Paudalho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261070;"Paulista";;1;2;50;50;"NÃO ALCANÇOU"
"PE";261080;"Pedra";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261090;"Pesqueira";;2;2;100;100;"ALCANÇOU"
"PE";261100;"Petrolândia";;0;1;0;0;"NÃO ALCANÇOU"
"PE";261110;"Petrolina";;5;6;83,3333333333333;83,3;"ALCANÇOU"
"PE";261120;"Poção";;1;1;100;100;"ALCANÇOU"
"PE";261130;"Pombos";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261140;"Primavera";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261150;"Quipapá";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261153;"Quixaba";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261160;"Recife";;27;30;90;90;"ALCANÇOU"
"PE";261170;"Riacho das Almas";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261180;"Ribeirão";;1;1;100;100;"ALCANÇOU"
"PE";261190;"Rio Formoso";;1;1;100;100;"ALCANÇOU"
"PE";261200;"Sairé";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261210;"Salgadinho";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261220;"Salgueiro";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261230;"Saloá";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261240;"Sanharó";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261245;"Santa Cruz";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261247;"Santa Cruz da Baixa Verde";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261250;"Santa Cruz do Capibaribe";;3;3;100;100;"ALCANÇOU"
"PE";261255;"Santa Filomena";;1;1;100;100;"ALCANÇOU"
"PE";261260;"Santa Maria da Boa Vista";;1;1;100;100;"ALCANÇOU"
"PE";261270;"Santa Maria do Cambucá";;1;1;100;100;"ALCANÇOU"
"PE";261280;"Santa Terezinha";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261290;"São Benedito do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261300;"São Bento do Una";;1;1;100;100;"ALCANÇOU"
"PE";261310;"São Caitano";;1;1;100;100;"ALCANÇOU"
"PE";261320;"São João";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261330;"São Joaquim do Monte";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261340;"São José da Coroa Grande";;1;1;100;100;"ALCANÇOU"
"PE";261350;"São José do Belmonte";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261360;"São José do Egito";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261370;"São Lourenço da Mata";;2;7;28,5714285714286;28,6;"NÃO ALCANÇOU"
"PE";261380;"São Vicente Ferrer";;1;2;50;50;"NÃO ALCANÇOU"
"PE";261390;"Serra Talhada";;3;3;100;100;"ALCANÇOU"
"PE";261400;"Serrita";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261410;"Sertânia";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261420;"Sirinhaém";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261430;"Moreilândia";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261440;"Solidão";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261450;"Surubim";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261460;"Tabira";;1;1;100;100;"ALCANÇOU"
"PE";261470;"Tacaimbó";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261480;"Tacaratu";;1;1;100;100;"ALCANÇOU"
"PE";261485;"Tamandaré";;0;1;0;0;"NÃO ALCANÇOU"
"PE";261500;"Taquaritinga do Norte";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261510;"Terezinha";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261520;"Terra Nova";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261530;"Timbaúba";;1;1;100;100;"ALCANÇOU"
"PE";261540;"Toritama";;0;1;0;0;"NÃO ALCANÇOU"
"PE";261550;"Tracunhaém";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261560;"Trindade";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261570;"Triunfo";;0;1;0;0;"NÃO ALCANÇOU"
"PE";261580;"Tupanatinga";;1;1;100;100;"ALCANÇOU"
"PE";261590;"Tuparetama";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261600;"Venturosa";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261610;"Verdejante";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261618;"Vertente do Lério";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261620;"Vertentes";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261630;"Vicência";"X";0;0;;;"NÃO ALCANÇOU"
"PE";261640;"Vitória de Santo Antão";;5;5;100;100;"ALCANÇOU"
"PE";261650;"Xexéu";;1;1;100;100;"ALCANÇOU"
"AL";270010;"Água Branca";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270020;"Anadia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270030;"Arapiraca";;1;1;100;100;"ALCANÇOU"
"AL";270040;"Atalaia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270050;"Barra de Santo Antônio";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270060;"Barra de São Miguel";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270070;"Batalha";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270080;"Belém";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270090;"Belo Monte";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270100;"Boca da Mata";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270110;"Branquinha";;1;1;100;100;"ALCANÇOU"
"AL";270120;"Cacimbinhas";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270130;"Cajueiro";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270135;"Campestre";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270140;"Campo Alegre";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270150;"Campo Grande";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270160;"Canapi";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270170;"Capela";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270180;"Carneiros";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270190;"Chã Preta";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270200;"Coité do Nóia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270210;"Colônia Leopoldina";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270220;"Coqueiro Seco";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270230;"Coruripe";;2;2;100;100;"ALCANÇOU"
"AL";270235;"Craíbas";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270240;"Delmiro Gouveia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270250;"Dois Riachos";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270255;"Estrela de Alagoas";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270260;"Feira Grande";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270270;"Feliz Deserto";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270280;"Flexeiras";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270290;"Girau do Ponciano";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270300;"Ibateguara";;2;2;100;100;"ALCANÇOU"
"AL";270310;"Igaci";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270320;"Igreja Nova";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270330;"Inhapi";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270340;"Jacaré dos Homens";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270350;"Jacuípe";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270360;"Japaratinga";;1;1;100;100;"ALCANÇOU"
"AL";270370;"Jaramataia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270375;"Jequiá da Praia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270380;"Joaquim Gomes";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270390;"Jundiá";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270400;"Junqueiro";;1;1;100;100;"ALCANÇOU"
"AL";270410;"Lagoa da Canoa";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270420;"Limoeiro de Anadia";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270430;"Maceió";;9;10;90;90;"ALCANÇOU"
"AL";270440;"Major Isidoro";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270450;"Maragogi";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270460;"Maravilha";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270470;"Marechal Deodoro";;1;1;100;100;"ALCANÇOU"
"AL";270480;"Maribondo";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270490;"Mar Vermelho";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270500;"Mata Grande";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270510;"Matriz de Camaragibe";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270520;"Messias";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270530;"Minador do Negrão";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270540;"Monteirópolis";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270550;"Murici";;1;1;100;100;"ALCANÇOU"
"AL";270560;"Novo Lino";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270570;"Olho d'Água das Flores";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270580;"Olho d'Água do Casado";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270590;"Olho d'Água Grande";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270600;"Olivença";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270610;"Ouro Branco";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270620;"Palestina";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270630;"Palmeira dos Índios";;2;2;100;100;"ALCANÇOU"
"AL";270640;"Pão de Açúcar";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270642;"Pariconha";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270644;"Paripueira";;1;1;100;100;"ALCANÇOU"
"AL";270650;"Passo de Camaragibe";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270660;"Paulo Jacinto";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270670;"Penedo";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270680;"Piaçabuçu";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270690;"Pilar";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270700;"Pindoba";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270710;"Piranhas";"X";0;0;;;"NÃO ALCANÇOU"
"AL";270720;"Poço das Trincheiras";"X";0;0;;;"NÃO ALCANÇOU"
