"UF";"COD_MUN";"NOME_MUN";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RR";140060;"São Luiz";88;99;89;"NÃO";89;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";623;320;195;"SIM";195;"ALCANÇOU"
"PA";150010;"Abaetetuba";2334;2049;114;"SIM";114;"ALCANÇOU"
"PA";150013;"Abel Figueiredo";87;73;119;"SIM";119;"ALCANÇOU"
"PA";150020;"Acará";829;618;134;"SIM";134;"ALCANÇOU"
"PA";150030;"Afuá";1004;1053;95;"SIM";95;"ALCANÇOU"
"PA";150034;"Água Azul do Norte";193;199;97;"SIM";97;"ALCANÇOU"
"PA";150040;"Alenquer";1106;786;141;"SIM";141;"ALCANÇOU"
"PA";150050;"Almeirim";577;576;100;"SIM";100;"ALCANÇOU"
"PA";150060;"Altamira";2143;1580;136;"SIM";136;"ALCANÇOU"
"PA";150070;"Anajás";720;620;116;"SIM";116;"ALCANÇOU"
"PA";150080;"Ananindeua";5135;5030;102;"SIM";102;"ALCANÇOU"
"PA";150085;"Anapu";554;453;122;"SIM";122;"ALCANÇOU"
"PA";150090;"Augusto Corrêa";709;220;322;"SIM";322;"ALCANÇOU"
"PA";150095;"Aurora do Pará";317;333;95;"SIM";95;"ALCANÇOU"
"PA";150100;"Aveiro";174;124;140;"SIM";140;"ALCANÇOU"
"PA";150110;"Bagre";538;515;104;"SIM";104;"ALCANÇOU"
"PA";150120;"Baião";438;435;101;"SIM";101;"ALCANÇOU"
"PA";150125;"Bannach";41;27;152;"SIM";152;"ALCANÇOU"
"PA";150130;"Barcarena";1969;1719;115;"SIM";115;"ALCANÇOU"
"PA";150140;"Belém";11645;12757;91;"SIM";91;"ALCANÇOU"
"PA";150145;"Belterra";270;327;83;"NÃO";83;"NÃO ALCANÇOU"
"PA";150150;"Benevides";660;620;106;"SIM";106;"ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";255;202;126;"SIM";126;"ALCANÇOU"
"PA";150160;"Bonito";161;157;103;"SIM";103;"ALCANÇOU"
"PA";150170;"Bragança";1753;1548;113;"SIM";113;"ALCANÇOU"
"PA";150172;"Brasil Novo";307;218;141;"SIM";141;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";72;59;122;"SIM";122;"ALCANÇOU"
"PA";150178;"Breu Branco";347;393;88;"NÃO";88;"NÃO ALCANÇOU"
"PA";150180;"Breves";2396;2587;93;"SIM";93;"ALCANÇOU"
"PA";150190;"Bujaru";327;283;116;"SIM";116;"ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";304;235;129;"SIM";129;"ALCANÇOU"
"PA";150200;"Cachoeira do Arari";247;280;88;"NÃO";88;"NÃO ALCANÇOU"
"PA";150210;"Cametá";2117;1564;135;"SIM";135;"ALCANÇOU"
"PA";150215;"Canaã dos Carajás";1963;582;337;"SIM";337;"ALCANÇOU"
"PA";150220;"Capanema";835;777;107;"SIM";107;"ALCANÇOU"
"PA";150230;"Capitão Poço";728;628;116;"SIM";116;"ALCANÇOU"
"PA";150240;"Castanhal";2771;2630;105;"SIM";105;"ALCANÇOU"
"PA";150250;"Chaves";339;317;107;"SIM";107;"ALCANÇOU"
"PA";150260;"Colares";99;92;108;"SIM";108;"ALCANÇOU"
"PA";150270;"Conceição do Araguaia";592;602;98;"SIM";98;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";410;387;106;"SIM";106;"ALCANÇOU"
"PA";150276;"Cumaru do Norte";151;102;148;"SIM";148;"ALCANÇOU"
"PA";150277;"Curionópolis";336;241;139;"SIM";139;"ALCANÇOU"
"PA";150280;"Curralinho";627;524;120;"SIM";120;"ALCANÇOU"
"PA";150285;"Curuá";202;165;122;"SIM";122;"ALCANÇOU"
"PA";150290;"Curuçá";435;208;209;"SIM";209;"ALCANÇOU"
"PA";150293;"Dom Eliseu";537;353;152;"SIM";152;"ALCANÇOU"
"PA";150295;"Eldorado do Carajás";412;246;167;"SIM";167;"ALCANÇOU"
"PA";150300;"Faro";128;53;242;"SIM";242;"ALCANÇOU"
"PA";150304;"Floresta do Araguaia";287;304;94;"SIM";94;"ALCANÇOU"
"PA";150307;"Garrafão do Norte";384;314;122;"SIM";122;"ALCANÇOU"
"PA";150309;"Goianésia do Pará";375;358;105;"SIM";105;"ALCANÇOU"
"PA";150310;"Gurupá";688;639;108;"SIM";108;"ALCANÇOU"
"PA";150320;"Igarapé-Açu";448;387;116;"SIM";116;"ALCANÇOU"
"PA";150330;"Igarapé-Miri";1022;780;131;"SIM";131;"ALCANÇOU"
"PA";150340;"Inhangapi";134;103;130;"SIM";130;"ALCANÇOU"
"PA";150345;"Ipixuna do Pará";525;628;84;"NÃO";84;"NÃO ALCANÇOU"
"PA";150350;"Irituia";335;351;95;"SIM";95;"ALCANÇOU"
"PA";150360;"Itaituba";2137;2217;96;"SIM";96;"ALCANÇOU"
"PA";150370;"Itupiranga";513;430;119;"SIM";119;"ALCANÇOU"
"PA";150375;"Jacareacanga";751;411;183;"SIM";183;"ALCANÇOU"
"PA";150380;"Jacundá";573;511;112;"SIM";112;"ALCANÇOU"
"PA";150390;"Juruti";1088;889;122;"SIM";122;"ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";386;188;205;"SIM";205;"ALCANÇOU"
"PA";150405;"Mãe do Rio";450;376;120;"SIM";120;"ALCANÇOU"
"PA";150410;"Magalhães Barata";72;50;144;"SIM";144;"ALCANÇOU"
"PA";150420;"Marabá";4185;3431;122;"SIM";122;"ALCANÇOU"
"PA";150430;"Maracanã";285;145;197;"SIM";197;"ALCANÇOU"
"PA";150440;"Marapanim";252;139;181;"SIM";181;"ALCANÇOU"
"PA";150442;"Marituba";1000;1364;73;"NÃO";73;"NÃO ALCANÇOU"
"PA";150445;"Medicilândia";501;405;124;"SIM";124;"ALCANÇOU"
"PA";150450;"Melgaço";490;355;138;"SIM";138;"ALCANÇOU"
"PA";150460;"Mocajuba";504;351;144;"SIM";144;"ALCANÇOU"
"PA";150470;"Moju";1074;614;175;"SIM";175;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";264;1;26400;"SIM";26400;"ALCANÇOU"
"PA";150480;"Monte Alegre";1038;1051;99;"SIM";99;"ALCANÇOU"
"PA";150490;"Muaná";539;430;125;"SIM";125;"ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";261;110;237;"SIM";237;"ALCANÇOU"
"PA";150497;"Nova Ipixuna";180;25;720;"SIM";720;"ALCANÇOU"
"PA";150500;"Nova Timboteua";125;128;98;"SIM";98;"ALCANÇOU"
"PA";150503;"Novo Progresso";734;557;132;"SIM";132;"ALCANÇOU"
"PA";150506;"Novo Repartimento";1073;1011;106;"SIM";106;"ALCANÇOU"
"PA";150510;"Óbidos";933;782;119;"SIM";119;"ALCANÇOU"
"PA";150520;"Oeiras do Pará";547;295;185;"SIM";185;"ALCANÇOU"
"PA";150530;"Oriximiná";1268;1215;104;"SIM";104;"ALCANÇOU"
"PA";150540;"Ourém";247;167;148;"SIM";148;"ALCANÇOU"
"PA";150543;"Ourilândia do Norte";630;429;147;"SIM";147;"ALCANÇOU"
"PA";150548;"Pacajá";689;683;101;"SIM";101;"ALCANÇOU"
"PA";150549;"Palestina do Pará";81;84;96;"SIM";96;"ALCANÇOU"
"PA";150550;"Paragominas";1670;1567;107;"SIM";107;"ALCANÇOU"
"PA";150553;"Parauapebas";4728;2827;167;"SIM";167;"ALCANÇOU"
"PA";150555;"Pau D'Arco";105;64;164;"SIM";164;"ALCANÇOU"
"PA";150560;"Peixe-Boi";88;66;133;"SIM";133;"ALCANÇOU"
"PA";150563;"Piçarra";171;101;169;"SIM";169;"ALCANÇOU"
"PA";150565;"Placas";275;316;87;"NÃO";87;"NÃO ALCANÇOU"
"PA";150570;"Ponta de Pedras";268;325;82;"NÃO";82;"NÃO ALCANÇOU"
"PA";150580;"Portel";1430;1431;100;"SIM";100;"ALCANÇOU"
"PA";150590;"Porto de Moz";639;566;113;"SIM";113;"ALCANÇOU"
"PA";150600;"Prainha";626;517;121;"SIM";121;"ALCANÇOU"
"PA";150610;"Primavera";88;163;54;"NÃO";54;"NÃO ALCANÇOU"
"PA";150611;"Quatipuru";109;118;92;"SIM";92;"ALCANÇOU"
"PA";150613;"Redenção";1622;1568;103;"SIM";103;"ALCANÇOU"
"PA";150616;"Rio Maria";267;202;132;"SIM";132;"ALCANÇOU"
"PA";150618;"Rondon do Pará";502;376;134;"SIM";134;"ALCANÇOU"
"PA";150619;"Rurópolis";400;445;90;"SIM";90;"ALCANÇOU"
"PA";150620;"Salinópolis";516;592;87;"NÃO";87;"NÃO ALCANÇOU"
"PA";150630;"Salvaterra";269;227;119;"SIM";119;"ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";208;176;118;"SIM";118;"ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";57;54;106;"SIM";106;"ALCANÇOU"
"PA";150650;"Santa Izabel do Pará";653;620;105;"SIM";105;"ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";285;119;239;"SIM";239;"ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";173;158;109;"SIM";109;"ALCANÇOU"
"PA";150660;"Santa Maria do Pará";389;323;120;"SIM";120;"ALCANÇOU"
"PA";150670;"Santana do Araguaia";598;647;92;"SIM";92;"ALCANÇOU"
"PA";150680;"Santarém";6012;5219;115;"SIM";115;"ALCANÇOU"
"PA";150690;"Santarém Novo";84;49;171;"SIM";171;"ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";392;357;110;"SIM";110;"ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";146;151;97;"SIM";97;"ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";333;315;106;"SIM";106;"ALCANÇOU"
"PA";150720;"São Domingos do Capim";408;260;157;"SIM";157;"ALCANÇOU"
"PA";150730;"São Félix do Xingu";913;1125;81;"NÃO";81;"NÃO ALCANÇOU"
"PA";150740;"São Francisco do Pará";203;167;122;"SIM";122;"ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";383;390;98;"SIM";98;"ALCANÇOU"
"PA";150746;"São João da Ponta";74;60;123;"SIM";123;"ALCANÇOU"
"PA";150747;"São João de Pirabas";218;172;127;"SIM";127;"ALCANÇOU"
"PA";150750;"São João do Araguaia";181;116;156;"SIM";156;"ALCANÇOU"
"PA";150760;"São Miguel do Guamá";816;785;104;"SIM";104;"ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";465;340;137;"SIM";137;"ALCANÇOU"
"PA";150775;"Sapucaia";73;69;106;"SIM";106;"ALCANÇOU"
"PA";150780;"Senador José Porfírio";350;166;211;"SIM";211;"ALCANÇOU"
"PA";150790;"Soure";308;254;121;"SIM";121;"ALCANÇOU"
"PA";150795;"Tailândia";1439;1290;112;"SIM";112;"ALCANÇOU"
"PA";150796;"Terra Alta";125;76;164;"SIM";164;"ALCANÇOU"
"PA";150797;"Terra Santa";287;259;111;"SIM";111;"ALCANÇOU"
"PA";150800;"Tomé-Açu";1275;722;177;"SIM";177;"ALCANÇOU"
"PA";150803;"Tracuateua";382;260;147;"SIM";147;"ALCANÇOU"
"PA";150805;"Trairão";248;319;78;"NÃO";78;"NÃO ALCANÇOU"
"PA";150808;"Tucumã";591;517;114;"SIM";114;"ALCANÇOU"
"PA";150810;"Tucuruí";1365;925;148;"SIM";148;"ALCANÇOU"
"PA";150812;"Ulianópolis";392;301;130;"SIM";130;"ALCANÇOU"
"PA";150815;"Uruará";699;596;117;"SIM";117;"ALCANÇOU"
"PA";150820;"Vigia";507;497;102;"SIM";102;"ALCANÇOU"
"PA";150830;"Viseu";891;277;322;"SIM";322;"ALCANÇOU"
"PA";150835;"Vitória do Xingu";315;263;120;"SIM";120;"ALCANÇOU"
"PA";150840;"Xinguara";682;625;109;"SIM";109;"ALCANÇOU"
"AP";160005;"Serra do Navio";50;35;143;"SIM";143;"ALCANÇOU"
"AP";160010;"Amapá";135;141;96;"SIM";96;"ALCANÇOU"
"AP";160015;"Pedra Branca do Amapari";229;221;104;"SIM";104;"ALCANÇOU"
"AP";160020;"Calçoene";170;93;183;"SIM";183;"ALCANÇOU"
"AP";160021;"Cutias";82;107;77;"NÃO";77;"NÃO ALCANÇOU"
"AP";160023;"Ferreira Gomes";124;85;146;"SIM";146;"ALCANÇOU"
"AP";160025;"Itaubal";132;109;121;"SIM";121;"ALCANÇOU"
"AP";160027;"Laranjal do Jari";558;428;130;"SIM";130;"ALCANÇOU"
"AP";160030;"Macapá";7398;6249;118;"SIM";118;"ALCANÇOU"
"AP";160040;"Mazagão";484;432;112;"SIM";112;"ALCANÇOU"
"AP";160050;"Oiapoque";491;494;99;"SIM";99;"ALCANÇOU"
"AP";160053;"Porto Grande";320;277;116;"SIM";116;"ALCANÇOU"
"AP";160055;"Pracuúba";83;63;132;"SIM";132;"ALCANÇOU"
"AP";160060;"Santana";1759;1716;103;"SIM";103;"ALCANÇOU"
"AP";160070;"Tartarugalzinho";272;280;97;"SIM";97;"ALCANÇOU"
"AP";160080;"Vitória do Jari";167;205;81;"NÃO";81;"NÃO ALCANÇOU"
"TO";170025;"Abreulândia";31;20;155;"SIM";155;"ALCANÇOU"
"TO";170030;"Aguiarnópolis";64;52;123;"SIM";123;"ALCANÇOU"
"TO";170035;"Aliança do Tocantins";62;44;141;"SIM";141;"ALCANÇOU"
"TO";170040;"Almas";132;75;176;"SIM";176;"ALCANÇOU"
"TO";170070;"Alvorada";117;118;99;"SIM";99;"ALCANÇOU"
"TO";170100;"Ananás";142;115;123;"SIM";123;"ALCANÇOU"
"TO";170105;"Angico";39;33;118;"SIM";118;"ALCANÇOU"
"TO";170110;"Aparecida do Rio Negro";79;48;165;"SIM";165;"ALCANÇOU"
"TO";170130;"Aragominas";52;61;85;"NÃO";85;"NÃO ALCANÇOU"
"TO";170190;"Araguacema";80;68;118;"SIM";118;"ALCANÇOU"
"TO";170200;"Araguaçu";90;102;88;"NÃO";88;"NÃO ALCANÇOU"
"TO";170210;"Araguaína";3170;2581;123;"SIM";123;"ALCANÇOU"
"TO";170215;"Araguanã";56;18;311;"SIM";311;"ALCANÇOU"
"TO";170220;"Araguatins";482;313;154;"SIM";154;"ALCANÇOU"
"TO";170230;"Arapoema";73;80;91;"SIM";91;"ALCANÇOU"
"TO";170240;"Arraias";119;86;138;"SIM";138;"ALCANÇOU"
"TO";170255;"Augustinópolis";297;153;194;"SIM";194;"ALCANÇOU"
"TO";170270;"Aurora do Tocantins";18;26;69;"NÃO";69;"NÃO ALCANÇOU"
"TO";170290;"Axixá do Tocantins";157;114;138;"SIM";138;"ALCANÇOU"
"TO";170300;"Babaçulândia";68;75;91;"SIM";91;"ALCANÇOU"
"TO";170305;"Bandeirantes do Tocantins";49;32;153;"SIM";153;"ALCANÇOU"
"TO";170307;"Barra do Ouro";74;58;128;"SIM";128;"ALCANÇOU"
"TO";170310;"Barrolândia";69;33;209;"SIM";209;"ALCANÇOU"
"TO";170320;"Bernardo Sayão";55;24;229;"SIM";229;"ALCANÇOU"
"TO";170330;"Bom Jesus do Tocantins";93;54;172;"SIM";172;"ALCANÇOU"
"TO";170360;"Brasilândia do Tocantins";21;22;95;"SIM";95;"ALCANÇOU"
"TO";170370;"Brejinho de Nazaré";62;26;238;"SIM";238;"ALCANÇOU"
"TO";170380;"Buriti do Tocantins";126;102;124;"SIM";124;"ALCANÇOU"
"TO";170382;"Cachoeirinha";27;15;180;"SIM";180;"ALCANÇOU"
"TO";170384;"Campos Lindos";167;105;159;"SIM";159;"ALCANÇOU"
"TO";170386;"Cariri do Tocantins";44;57;77;"NÃO";77;"NÃO ALCANÇOU"
