"UF";"cod_mun";"NUM_2025.a";"DEN_2025.a";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"MG";314360;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314370;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314380;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314390;422;478;35,1666666666667;39,8333333333333;0,882845188284519;"Sim";88,3;"ALCANÇOU"
"MG";314400;132;168;11;14;0,785714285714286;"Não";78,6;"NÃO ALCANÇOU"
"MG";314410;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314420;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314430;133;147;11,0833333333333;12,25;0,904761904761905;"Sim";90,5;"ALCANÇOU"
"MG";314435;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314437;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314440;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314450;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314460;0;91;0;7,58333333333333;0;"Não";0;"NÃO ALCANÇOU"
"MG";314465;60;64;5;5,33333333333333;0,9375;"Sim";93,8;"ALCANÇOU"
"MG";314467;21;24;1,75;2;0,875;"Sim";87,5;"ALCANÇOU"
"MG";314470;48;49;4;4,08333333333333;0,979591836734694;"Sim";98;"ALCANÇOU"
"MG";314480;166;170;13,8333333333333;14,1666666666667;0,976470588235294;"Sim";97,6;"ALCANÇOU"
"MG";314490;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314500;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314505;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314510;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314520;279;330;23,25;27,5;0,845454545454545;"Sim";84,5;"ALCANÇOU"
"MG";314530;99;102;8,25;8,5;0,970588235294118;"Sim";97,1;"ALCANÇOU"
"MG";314535;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314537;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314540;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314545;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314550;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314560;144;144;12;12;1;"Sim";100;"ALCANÇOU"
"MG";314570;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314580;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314585;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314587;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314590;156;156;13;13;1;"Sim";100;"ALCANÇOU"
"MG";314600;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314610;242;242;20,1666666666667;20,1666666666667;1;"Sim";100;"ALCANÇOU"
"MG";314620;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314625;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314630;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314640;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314650;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";314655;4;4;0,333333333333333;0,333333333333333;1;"Sim";100;"ALCANÇOU"
"MG";314660;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314670;39;57;3,25;4,75;0,684210526315789;"Não";68,4;"NÃO ALCANÇOU"
"MG";314675;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"MG";314690;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"MG";314700;199;204;16,5833333333333;17;0,975490196078431;"Sim";97,5;"ALCANÇOU"
"MG";314710;305;311;25,4166666666667;25,9166666666667;0,980707395498392;"Sim";98,1;"ALCANÇOU"
"MG";314720;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314730;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"MG";314740;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314750;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314760;9;10;0,75;0,833333333333333;0,9;"Sim";90;"ALCANÇOU"
"MG";314770;30;48;2,5;4;0,625;"Não";62,5;"NÃO ALCANÇOU"
"MG";314780;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314790;84;96;7;8;0,875;"Sim";87,5;"ALCANÇOU"
"MG";314795;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314800;332;369;27,6666666666667;30,75;0,899728997289973;"Sim";90;"ALCANÇOU"
"MG";314810;191;193;15,9166666666667;16,0833333333333;0,989637305699482;"Sim";99;"ALCANÇOU"
"MG";314820;12;18;1;1,5;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"MG";314830;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314840;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314850;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314860;24;48;2;4;0,5;"Não";50;"NÃO ALCANÇOU"
"MG";314870;91;91;7,58333333333333;7,58333333333333;1;"Sim";100;"ALCANÇOU"
"MG";314875;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314880;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314890;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314900;15;21;1,25;1,75;0,714285714285714;"Não";71,4;"NÃO ALCANÇOU"
"MG";314910;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";314915;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314920;5;5;0,416666666666667;0,416666666666667;1;"Sim";100;"ALCANÇOU"
"MG";314930;114;174;9,5;14,5;0,655172413793103;"Não";65,5;"NÃO ALCANÇOU"
"MG";314940;5;5;0,416666666666667;0,416666666666667;1;"Sim";100;"ALCANÇOU"
"MG";314950;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";314960;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";314970;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"MG";314980;27;48;2,25;4;0,5625;"Não";56,2;"NÃO ALCANÇOU"
"MG";314990;86;96;7,16666666666667;8;0,895833333333333;"Sim";89,6;"ALCANÇOU"
"MG";314995;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315000;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315010;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315015;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"MG";315020;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315030;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315040;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315050;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315053;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315057;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315060;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315070;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"MG";315080;73;144;6,08333333333333;12;0,506944444444444;"Não";50,7;"NÃO ALCANÇOU"
"MG";315090;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315100;17;17;1,41666666666667;1,41666666666667;1;"Sim";100;"ALCANÇOU"
"MG";315110;19;32;1,58333333333333;2,66666666666667;0,59375;"Não";59,4;"NÃO ALCANÇOU"
"MG";315120;61;64;5,08333333333333;5,33333333333333;0,953125;"Sim";95,3;"ALCANÇOU"
"MG";315130;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315140;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"MG";315150;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315160;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315170;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315180;251;252;20,9166666666667;21;0,996031746031746;"Sim";99,6;"ALCANÇOU"
"MG";315190;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315200;88;96;7,33333333333333;8;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"MG";315210;68;176;5,66666666666667;14,6666666666667;0,386363636363636;"Não";38,6;"NÃO ALCANÇOU"
"MG";315213;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315217;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"MG";315220;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315230;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315240;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"MG";315250;242;247;20,1666666666667;20,5833333333333;0,979757085020243;"Sim";98;"ALCANÇOU"
"MG";315260;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315270;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315280;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"MG";315290;1;1;0,0833333333333333;0,0833333333333333;1;"Sim";100;"ALCANÇOU"
"MG";315300;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315310;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315320;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315330;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315340;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"MG";315350;1;12;0,0833333333333333;1;0,0833333333333333;"Não";8,3;"NÃO ALCANÇOU"
"MG";315360;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"MG";315370;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315380;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315390;16;24;1,33333333333333;2;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"MG";315400;105;108;8,75;9;0,972222222222222;"Sim";97,2;"ALCANÇOU"
"MG";315410;29;33;2,41666666666667;2,75;0,878787878787879;"Sim";87,9;"ALCANÇOU"
"MG";315415;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315420;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315430;106;108;8,83333333333333;9;0,981481481481482;"Sim";98,1;"ALCANÇOU"
"MG";315440;15;67;1,25;5,58333333333333;0,223880597014925;"Não";22,4;"NÃO ALCANÇOU"
"MG";315445;36;48;3;4;0,75;"Não";75;"NÃO ALCANÇOU"
"MG";315450;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315460;248;249;20,6666666666667;20,75;0,995983935742972;"Sim";99,6;"ALCANÇOU"
"MG";315470;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315480;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315490;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315500;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315510;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";315520;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315530;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315540;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315550;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"MG";315560;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315570;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";315580;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";315590;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315600;56;60;4,66666666666667;5;0,933333333333333;"Sim";93,3;"ALCANÇOU"
"MG";315610;0;12;0;1;0;"Não";0;"NÃO ALCANÇOU"
"MG";315620;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315630;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315640;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315645;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315650;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315660;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";315670;217;222;18,0833333333333;18,5;0,977477477477477;"Sim";97,7;"ALCANÇOU"
"MG";315680;71;72;5,91666666666667;6;0,986111111111111;"Sim";98,6;"ALCANÇOU"
"MG";315690;84;96;7;8;0,875;"Sim";87,5;"ALCANÇOU"
"MG";315700;141;144;11,75;12;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"MG";315710;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";315720;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"MG";315725;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315727;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315730;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315733;12;13;1;1,08333333333333;0,923076923076923;"Sim";92,3;"ALCANÇOU"
"MG";315737;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315740;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315750;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315760;4;4;0,333333333333333;0,333333333333333;1;"Sim";100;"ALCANÇOU"
"MG";315765;15;17;1,25;1,41666666666667;0,882352941176471;"Sim";88,2;"ALCANÇOU"
"MG";315770;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";315780;8;9;0,666666666666667;0,75;0,888888888888889;"Sim";88,9;"ALCANÇOU"
"MG";315790;72;75;6;6,25;0,96;"Sim";96;"ALCANÇOU"
"MG";315800;13;24;1,08333333333333;2;0,541666666666667;"Não";54,2;"NÃO ALCANÇOU"
"MG";315810;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315820;48;76;4;6,33333333333333;0,631578947368421;"Não";63,2;"NÃO ALCANÇOU"
"MG";315830;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"MG";315840;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315850;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315860;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";315870;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315880;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315890;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";315895;133;144;11,0833333333333;12;0,923611111111111;"Sim";92,4;"ALCANÇOU"
"MG";315900;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";315910;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315920;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";315930;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315935;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315940;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315950;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315960;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";315970;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";315980;63;66;5,25;5,5;0,954545454545455;"Sim";95,5;"ALCANÇOU"
"MG";315990;72;99;6;8,25;0,727272727272727;"Não";72,7;"NÃO ALCANÇOU"
"MG";316000;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";316010;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316020;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316030;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";316040;132;144;11;12;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"MG";316045;16;16;1,33333333333333;1,33333333333333;1;"Sim";100;"ALCANÇOU"
"MG";316050;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316060;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316070;153;204;12,75;17;0,75;"Não";75;"NÃO ALCANÇOU"
"MG";316080;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316090;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316095;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316100;24;60;2;5;0,4;"Não";40;"NÃO ALCANÇOU"
"MG";316105;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316110;4;10;0,333333333333333;0,833333333333333;0,4;"Não";40;"NÃO ALCANÇOU"
"MG";316120;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316130;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316140;28;36;2,33333333333333;3;0,777777777777778;"Não";77,8;"NÃO ALCANÇOU"
"MG";316150;4;12;0,333333333333333;1;0,333333333333333;"Não";33,3;"NÃO ALCANÇOU"
"MG";316160;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316165;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316170;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316180;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"MG";316190;25;25;2,08333333333333;2,08333333333333;1;"Sim";100;"ALCANÇOU"
"MG";316200;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316210;126;133;10,5;11,0833333333333;0,947368421052632;"Sim";94,7;"ALCANÇOU"
"MG";316220;13;24;1,08333333333333;2;0,541666666666667;"Não";54,2;"NÃO ALCANÇOU"
"MG";316225;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316230;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316240;144;156;12;13;0,923076923076923;"Sim";92,3;"ALCANÇOU"
"MG";316245;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316250;6;47;0,5;3,91666666666667;0,127659574468085;"Não";12,8;"NÃO ALCANÇOU"
"MG";316255;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"MG";316257;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316260;12;36;1;3;0,333333333333333;"Não";33,3;"NÃO ALCANÇOU"
"MG";316265;20;24;1,66666666666667;2;0,833333333333333;"Sim";83,3;"ALCANÇOU"
"MG";316270;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316280;84;103;7;8,58333333333333;0,815533980582524;"Sim";81,6;"ALCANÇOU"
"MG";316290;68;72;5,66666666666667;6;0,944444444444444;"Sim";94,4;"ALCANÇOU"
"MG";316292;21;130;1,75;10,8333333333333;0,161538461538462;"Não";16,2;"NÃO ALCANÇOU"
"MG";316294;0;12;0;1;0;"Não";0;"NÃO ALCANÇOU"
"MG";316295;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316300;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316310;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";316320;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316330;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316340;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316350;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316360;0;12;0;1;0;"Não";0;"NÃO ALCANÇOU"
"MG";316370;113;134;9,41666666666667;11,1666666666667;0,843283582089552;"Sim";84,3;"ALCANÇOU"
"MG";316380;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316390;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316400;35;36;2,91666666666667;3;0,972222222222222;"Sim";97,2;"ALCANÇOU"
"MG";316410;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316420;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316430;21;32;1,75;2,66666666666667;0,65625;"Não";65,6;"NÃO ALCANÇOU"
"MG";316440;4;4;0,333333333333333;0,333333333333333;1;"Sim";100;"ALCANÇOU"
"MG";316443;0;12;0;1;0;"Não";0;"NÃO ALCANÇOU"
"MG";316447;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316450;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316460;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316470;17;62;1,41666666666667;5,16666666666667;0,274193548387097;"Não";27,4;"NÃO ALCANÇOU"
"MG";316480;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316490;0;12;0;1;0;"Não";0;"NÃO ALCANÇOU"
"MG";316500;12;16;1;1,33333333333333;0,75;"Não";75;"NÃO ALCANÇOU"
"MG";316510;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316520;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"MG";316530;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316540;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316550;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316553;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"MG";316555;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316556;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316557;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";316560;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316570;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316580;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316590;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316600;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316610;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316620;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316630;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316640;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316650;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316660;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316670;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316680;56;56;4,66666666666667;4,66666666666667;1;"Sim";100;"ALCANÇOU"
"MG";316690;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316695;4;4;0,333333333333333;0,333333333333333;1;"Sim";100;"ALCANÇOU"
"MG";316700;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316710;96;108;8;9;0,888888888888889;"Sim";88,9;"ALCANÇOU"
"MG";316720;192;204;16;17;0,941176470588235;"Sim";94,1;"ALCANÇOU"
"MG";316730;14;14;1,16666666666667;1,16666666666667;1;"Sim";100;"ALCANÇOU"
"MG";316740;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"MG";316750;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316760;113;114;9,41666666666667;9,5;0,991228070175439;"Sim";99,1;"ALCANÇOU"
"MG";316770;14;24;1,16666666666667;2;0,583333333333333;"Não";58,3;"NÃO ALCANÇOU"
"MG";316780;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316790;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316800;30;30;2,5;2,5;1;"Sim";100;"ALCANÇOU"
"MG";316805;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316810;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316820;19;24;1,58333333333333;2;0,791666666666667;"Não";79,2;"NÃO ALCANÇOU"
"MG";316830;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316840;66;72;5,5;6;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"MG";316850;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316860;309;389;25,75;32,4166666666667;0,794344473007712;"Não";79,4;"NÃO ALCANÇOU"
"MG";316870;135;137;11,25;11,4166666666667;0,985401459854015;"Sim";98,5;"ALCANÇOU"
"MG";316880;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316890;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";316900;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"MG";316905;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316910;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";316920;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316930;131;246;10,9166666666667;20,5;0,532520325203252;"Não";53,3;"NÃO ALCANÇOU"
"MG";316935;116;116;9,66666666666667;9,66666666666667;1;"Sim";100;"ALCANÇOU"
"MG";316940;104;144;8,66666666666667;12;0,722222222222222;"Não";72,2;"NÃO ALCANÇOU"
"MG";316950;25;48;2,08333333333333;4;0,520833333333333;"Não";52,1;"NÃO ALCANÇOU"
"MG";316960;60;67;5;5,58333333333333;0,895522388059702;"Sim";89,6;"ALCANÇOU"
"MG";316970;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"MG";316980;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";316990;196;203;16,3333333333333;16,9166666666667;0,96551724137931;"Sim";96,6;"ALCANÇOU"
"MG";317000;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317005;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317010;393;420;32,75;35;0,935714285714286;"Sim";93,6;"ALCANÇOU"
"MG";317020;890;945;74,1666666666667;78,75;0,941798941798942;"Sim";94,2;"ALCANÇOU"
"MG";317030;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317040;225;240;18,75;20;0,9375;"Sim";93,8;"ALCANÇOU"
"MG";317043;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317047;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317050;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317052;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317057;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317060;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317065;17;20;1,41666666666667;1,66666666666667;0,85;"Sim";85;"ALCANÇOU"
"MG";317070;215;250;17,9166666666667;20,8333333333333;0,86;"Sim";86;"ALCANÇOU"
"MG";317075;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"MG";317080;108;120;9;10;0,9;"Sim";90;"ALCANÇOU"
"MG";317090;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317100;95;107;7,91666666666667;8,91666666666667;0,88785046728972;"Sim";88,8;"ALCANÇOU"
"MG";317103;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317107;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"MG";317110;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317115;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317120;25;29;2,08333333333333;2,41666666666667;0,862068965517241;"Sim";86,2;"ALCANÇOU"
"MG";317130;112;120;9,33333333333333;10;0,933333333333333;"Sim";93,3;"ALCANÇOU"
"MG";317140;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"MG";317150;2;12;0,166666666666667;1;0,166666666666667;"Não";16,7;"NÃO ALCANÇOU"
"MG";317160;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"MG";317170;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317180;0;0;0;0;;;;"NÃO ALCANÇOU"
"MG";317190;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317200;130;132;10,8333333333333;11;0,984848484848485;"Sim";98,5;"ALCANÇOU"
"MG";317210;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"MG";317220;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"ES";320010;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"ES";320013;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"ES";320016;27;36;2,25;3;0,75;"Não";75;"NÃO ALCANÇOU"
"ES";320020;106;120;8,83333333333333;10;0,883333333333333;"Sim";88,3;"ALCANÇOU"
