"UF";"cod_mun";"NUM_2025.a";"DEN_2025.a";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"PI";220560;36;48;3;4;0,75;"Não";75;"NÃO ALCANÇOU"
"PI";220570;179;186;14,9166666666667;15,5;0,962365591397849;"Sim";96,2;"ALCANÇOU"
"PI";220580;156;156;13;13;1;"Sim";100;"ALCANÇOU"
"PI";220585;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"PI";220590;0;0;0;0;;;;"NÃO ALCANÇOU"
"PI";220595;12;36;1;3;0,333333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PI";220600;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220605;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220610;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"PI";220620;144;144;12;12;1;"Sim";100;"ALCANÇOU"
"PI";220630;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220635;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220640;59;60;4,91666666666667;5;0,983333333333333;"Sim";98,3;"ALCANÇOU"
"PI";220650;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"PI";220660;54;60;4,5;5;0,9;"Sim";90;"ALCANÇOU"
"PI";220665;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"PI";220667;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220669;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"PI";220670;0;0;0;0;;;;"NÃO ALCANÇOU"
"PI";220672;36;48;3;4;0,75;"Não";75;"NÃO ALCANÇOU"
"PI";220675;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220680;48;60;4;5;0,8;"Sim";80;"ALCANÇOU"
"PI";220690;31;48;2,58333333333333;4;0,645833333333333;"Não";64,6;"NÃO ALCANÇOU"
"PI";220695;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220700;229;236;19,0833333333333;19,6666666666667;0,970338983050847;"Sim";97;"ALCANÇOU"
"PI";220710;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220720;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220730;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220735;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220740;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220750;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"PI";220755;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220760;60;72;5;6;0,833333333333333;"Sim";83,3;"ALCANÇOU"
"PI";220770;396;432;33;36;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"PI";220775;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220777;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220779;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220780;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"PI";220785;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220790;180;180;15;15;1;"Sim";100;"ALCANÇOU"
"PI";220793;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220795;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220800;267;336;22,25;28;0,794642857142857;"Não";79,5;"ALCANÇOU"
"PI";220810;72;84;6;7;0,857142857142857;"Sim";85,7;"ALCANÇOU"
"PI";220820;80;84;6,66666666666667;7;0,952380952380952;"Sim";95,2;"ALCANÇOU"
"PI";220830;168;168;14;14;1;"Sim";100;"ALCANÇOU"
"PI";220840;368;372;30,6666666666667;31;0,989247311827957;"Sim";98,9;"ALCANÇOU"
"PI";220850;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"PI";220855;12;20;1;1,66666666666667;0,6;"Não";60;"NÃO ALCANÇOU"
"PI";220860;17;24;1,41666666666667;2;0,708333333333333;"Não";70,8;"NÃO ALCANÇOU"
"PI";220865;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220870;46;60;3,83333333333333;5;0,766666666666667;"Não";76,7;"NÃO ALCANÇOU"
"PI";220880;84;96;7;8;0,875;"Sim";87,5;"ALCANÇOU"
"PI";220885;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220887;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PI";220890;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PI";220900;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220910;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220915;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220920;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220930;29;36;2,41666666666667;3;0,805555555555556;"Sim";80,6;"ALCANÇOU"
"PI";220935;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220937;27;48;2,25;4;0,5625;"Não";56,2;"NÃO ALCANÇOU"
"PI";220940;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220945;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220950;13;24;1,08333333333333;2;0,541666666666667;"Não";54,2;"NÃO ALCANÇOU"
"PI";220955;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";220960;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220965;12;48;1;4;0,25;"Não";25;"NÃO ALCANÇOU"
"PI";220970;14;24;1,16666666666667;2;0,583333333333333;"Não";58,3;"NÃO ALCANÇOU"
"PI";220975;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";220980;0;0;0;0;;;;"NÃO ALCANÇOU"
"PI";220985;19;24;1,58333333333333;2;0,791666666666667;"Não";79,2;"NÃO ALCANÇOU"
"PI";220987;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220990;18;18;1,5;1,5;1;"Sim";100;"ALCANÇOU"
"PI";220995;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";220997;45;84;3,75;7;0,535714285714286;"Não";53,6;"NÃO ALCANÇOU"
"PI";221000;47;84;3,91666666666667;7;0,55952380952381;"Não";56;"NÃO ALCANÇOU"
"PI";221005;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";221010;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221020;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";221030;35;36;2,91666666666667;3;0,972222222222222;"Sim";97,2;"ALCANÇOU"
"PI";221035;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221037;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221038;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221039;14;24;1,16666666666667;2;0,583333333333333;"Não";58,3;"NÃO ALCANÇOU"
"PI";221040;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"PI";221050;89;108;7,41666666666667;9;0,824074074074074;"Sim";82,4;"ALCANÇOU"
"PI";221060;188;188;15,6666666666667;15,6666666666667;1;"Sim";100;"ALCANÇOU"
"PI";221062;23;24;1,91666666666667;2;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"PI";221063;12;36;1;3;0,333333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PI";221065;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";221070;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"PI";221080;38;60;3,16666666666667;5;0,633333333333333;"Não";63,3;"NÃO ALCANÇOU"
"PI";221090;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";221093;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"PI";221095;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221097;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221100;1224;1264;102;105,333333333333;0,968354430379747;"Sim";96,8;"ALCANÇOU"
"PI";221110;204;204;17;17;1;"Sim";100;"ALCANÇOU"
"PI";221120;105;131;8,75;10,9166666666667;0,801526717557252;"Sim";80,2;"ALCANÇOU"
"PI";221130;109;120;9,08333333333333;10;0,908333333333333;"Sim";90,8;"ALCANÇOU"
"PI";221135;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";221140;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"PI";221150;23;24;1,91666666666667;2;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"PI";221160;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"PI";221170;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"CE";230010;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"CE";230015;71;72;5,91666666666667;6;0,986111111111111;"Sim";98,6;"ALCANÇOU"
"CE";230020;286;288;23,8333333333333;24;0,993055555555556;"Sim";99,3;"ALCANÇOU"
"CE";230030;234;235;19,5;19,5833333333333;0,995744680851064;"Sim";99,6;"ALCANÇOU"
"CE";230040;79;99;6,58333333333333;8,25;0,797979797979798;"Não";79,8;"ALCANÇOU"
"CE";230050;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"CE";230060;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"CE";230070;86;96;7,16666666666667;8;0,895833333333333;"Sim";89,6;"ALCANÇOU"
"CE";230075;174;175;14,5;14,5833333333333;0,994285714285714;"Sim";99,4;"ALCANÇOU"
"CE";230080;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"CE";230090;84;96;7;8;0,875;"Sim";87,5;"ALCANÇOU"
"CE";230100;425;445;35,4166666666667;37,0833333333333;0,955056179775281;"Sim";95,5;"ALCANÇOU"
"CE";230110;299;312;24,9166666666667;26;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"CE";230120;185;189;15,4166666666667;15,75;0,978835978835979;"Sim";97,9;"ALCANÇOU"
"CE";230125;60;72;5;6;0,833333333333333;"Sim";83,3;"ALCANÇOU"
"CE";230130;118;118;9,83333333333333;9,83333333333333;1;"Sim";100;"ALCANÇOU"
"CE";230140;84;94;7;7,83333333333333;0,893617021276596;"Sim";89,4;"ALCANÇOU"
"CE";230150;48;60;4;5;0,8;"Sim";80;"ALCANÇOU"
"CE";230160;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";230170;144;144;12;12;1;"Sim";100;"ALCANÇOU"
"CE";230180;36;48;3;4;0,75;"Não";75;"NÃO ALCANÇOU"
"CE";230185;120;120;10;10;1;"Sim";100;"ALCANÇOU"
"CE";230190;275;300;22,9166666666667;25;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"CE";230195;120;124;10;10,3333333333333;0,967741935483871;"Sim";96,8;"ALCANÇOU"
"CE";230200;130;144;10,8333333333333;12;0,902777777777778;"Sim";90,3;"ALCANÇOU"
"CE";230205;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";230210;156;156;13;13;1;"Sim";100;"ALCANÇOU"
"CE";230220;276;276;23;23;1;"Sim";100;"ALCANÇOU"
"CE";230230;135;136;11,25;11,3333333333333;0,992647058823529;"Sim";99,3;"ALCANÇOU"
"CE";230240;287;291;23,9166666666667;24,25;0,986254295532646;"Sim";98,6;"ALCANÇOU"
"CE";230250;269;271;22,4166666666667;22,5833333333333;0,992619926199262;"Sim";99,3;"ALCANÇOU"
"CE";230260;267;267;22,25;22,25;1;"Sim";100;"ALCANÇOU"
"CE";230270;167;168;13,9166666666667;14;0,994047619047619;"Sim";99,4;"ALCANÇOU"
"CE";230280;216;224;18;18,6666666666667;0,964285714285714;"Sim";96,4;"ALCANÇOU"
"CE";230290;111;128;9,25;10,6666666666667;0,8671875;"Sim";86,7;"ALCANÇOU"
"CE";230300;84;85;7;7,08333333333333;0,988235294117647;"Sim";98,8;"ALCANÇOU"
"CE";230310;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"CE";230320;165;168;13,75;14;0,982142857142857;"Sim";98,2;"ALCANÇOU"
"CE";230330;119;120;9,91666666666667;10;0,991666666666667;"Sim";99,2;"ALCANÇOU"
"CE";230340;114;120;9,5;10;0,95;"Sim";95;"ALCANÇOU"
"CE";230350;204;210;17;17,5;0,971428571428571;"Sim";97,1;"ALCANÇOU"
"CE";230360;96;101;8;8,41666666666667;0,95049504950495;"Sim";95;"ALCANÇOU"
"CE";230365;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"CE";230370;593;600;49,4166666666667;50;0,988333333333333;"Sim";98,8;"ALCANÇOU"
"CE";230380;144;144;12;12;1;"Sim";100;"ALCANÇOU"
"CE";230390;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230393;73;84;6,08333333333333;7;0,869047619047619;"Sim";86,9;"ALCANÇOU"
"CE";230395;120;120;10;10;1;"Sim";100;"ALCANÇOU"
"CE";230400;73;96;6,08333333333333;8;0,760416666666667;"Não";76;"NÃO ALCANÇOU"
"CE";230410;429;429;35,75;35,75;1;"Sim";100;"ALCANÇOU"
"CE";230420;441;456;36,75;38;0,967105263157895;"Sim";96,7;"ALCANÇOU"
"CE";230423;116;118;9,66666666666667;9,83333333333333;0,983050847457627;"Sim";98,3;"ALCANÇOU"
"CE";230425;123;123;10,25;10,25;1;"Sim";100;"ALCANÇOU"
"CE";230426;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"CE";230427;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"CE";230428;228;228;19;19;1;"Sim";100;"ALCANÇOU"
"CE";230430;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";230435;108;120;9;10;0,9;"Sim";90;"ALCANÇOU"
"CE";230440;1842;1934;153,5;161,166666666667;0,952430196483971;"Sim";95,2;"ALCANÇOU"
"CE";230445;87;96;7,25;8;0,90625;"Sim";90,6;"ALCANÇOU"
"CE";230450;71;94;5,91666666666667;7,83333333333333;0,75531914893617;"Não";75,5;"NÃO ALCANÇOU"
"CE";230460;47;47;3,91666666666667;3,91666666666667;1;"Sim";100;"ALCANÇOU"
"CE";230465;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";230470;192;200;16;16,6666666666667;0,96;"Sim";96;"ALCANÇOU"
"CE";230480;33;36;2,75;3;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"CE";230490;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"CE";230495;144;144;12;12;1;"Sim";100;"ALCANÇOU"
"CE";230500;214;221;17,8333333333333;18,4166666666667;0,968325791855204;"Sim";96,8;"ALCANÇOU"
"CE";230510;56;60;4,66666666666667;5;0,933333333333333;"Sim";93,3;"ALCANÇOU"
"CE";230520;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230523;252;256;21;21,3333333333333;0,984375;"Sim";98,4;"ALCANÇOU"
"CE";230526;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230530;141;152;11,75;12,6666666666667;0,927631578947368;"Sim";92,8;"ALCANÇOU"
"CE";230533;72;75;6;6,25;0,96;"Sim";96;"ALCANÇOU"
"CE";230535;103;108;8,58333333333333;9;0,953703703703704;"Sim";95,4;"ALCANÇOU"
"CE";230540;263;288;21,9166666666667;24;0,913194444444444;"Sim";91,3;"ALCANÇOU"
"CE";230550;375;383;31,25;31,9166666666667;0,97911227154047;"Sim";97,9;"ALCANÇOU"
"CE";230560;146;170;12,1666666666667;14,1666666666667;0,858823529411765;"Sim";85,9;"ALCANÇOU"
"CE";230565;72;84;6;7;0,857142857142857;"Sim";85,7;"ALCANÇOU"
"CE";230570;72;84;6;7;0,857142857142857;"Sim";85,7;"ALCANÇOU"
"CE";230580;223;228;18,5833333333333;19;0,978070175438597;"Sim";97,8;"ALCANÇOU"
"CE";230590;179;180;14,9166666666667;15;0,994444444444444;"Sim";99,4;"ALCANÇOU"
"CE";230600;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230610;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"CE";230620;43;46;3,58333333333333;3,83333333333333;0,934782608695652;"Sim";93,5;"ALCANÇOU"
"CE";230625;261;264;21,75;22;0,988636363636364;"Sim";98,9;"ALCANÇOU"
"CE";230630;279;288;23,25;24;0,96875;"Sim";96,9;"ALCANÇOU"
"CE";230640;443;446;36,9166666666667;37,1666666666667;0,993273542600897;"Sim";99,3;"ALCANÇOU"
"CE";230650;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"CE";230655;198;216;16,5;18;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"CE";230660;122;132;10,1666666666667;11;0,924242424242424;"Sim";92,4;"ALCANÇOU"
"CE";230670;104;120;8,66666666666667;10;0,866666666666667;"Sim";86,7;"ALCANÇOU"
"CE";230680;42;48;3,5;4;0,875;"Sim";87,5;"ALCANÇOU"
"CE";230690;168;168;14;14;1;"Sim";100;"ALCANÇOU"
"CE";230700;156;178;13;14,8333333333333;0,876404494382023;"Sim";87,6;"ALCANÇOU"
"CE";230710;167;168;13,9166666666667;14;0,994047619047619;"Sim";99,4;"ALCANÇOU"
"CE";230720;46;48;3,83333333333333;4;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"CE";230725;108;114;9;9,5;0,947368421052632;"Sim";94,7;"ALCANÇOU"
"CE";230730;678;696;56,5;58;0,974137931034483;"Sim";97,4;"ALCANÇOU"
"CE";230740;155;156;12,9166666666667;13;0,993589743589744;"Sim";99,4;"ALCANÇOU"
"CE";230750;146;156;12,1666666666667;13;0,935897435897436;"Sim";93,6;"ALCANÇOU"
"CE";230760;273;276;22,75;23;0,989130434782609;"Sim";98,9;"ALCANÇOU"
"CE";230763;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"CE";230765;374;375;31,1666666666667;31,25;0,997333333333333;"Sim";99,7;"ALCANÇOU"
"CE";230770;382;393;31,8333333333333;32,75;0,972010178117048;"Sim";97,2;"ALCANÇOU"
"CE";230780;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";230790;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"CE";230800;160;168;13,3333333333333;14;0,952380952380952;"Sim";95,2;"ALCANÇOU"
"CE";230810;264;264;22;22;1;"Sim";100;"ALCANÇOU"
"CE";230820;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230830;180;180;15;15;1;"Sim";100;"ALCANÇOU"
"CE";230835;88;100;7,33333333333333;8,33333333333333;0,88;"Sim";88;"ALCANÇOU"
"CE";230837;60;78;5;6,5;0,769230769230769;"Não";76,9;"NÃO ALCANÇOU"
"CE";230840;209;209;17,4166666666667;17,4166666666667;1;"Sim";100;"ALCANÇOU"
"CE";230850;168;180;14;15;0,933333333333333;"Sim";93,3;"ALCANÇOU"
"CE";230860;143;144;11,9166666666667;12;0,993055555555556;"Sim";99,3;"ALCANÇOU"
"CE";230870;317;324;26,4166666666667;27;0,978395061728395;"Sim";97,8;"ALCANÇOU"
"CE";230880;47;56;3,91666666666667;4,66666666666667;0,839285714285714;"Sim";83,9;"ALCANÇOU"
"CE";230890;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";230900;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230910;52;52;4,33333333333333;4,33333333333333;1;"Sim";100;"ALCANÇOU"
"CE";230920;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230930;187;204;15,5833333333333;17;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"CE";230940;188;206;15,6666666666667;17,1666666666667;0,912621359223301;"Sim";91,3;"ALCANÇOU"
"CE";230945;155;156;12,9166666666667;13;0,993589743589744;"Sim";99,4;"ALCANÇOU"
"CE";230950;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";230960;245;251;20,4166666666667;20,9166666666667;0,97609561752988;"Sim";97,6;"ALCANÇOU"
"CE";230970;235;252;19,5833333333333;21;0,932539682539683;"Sim";93,3;"ALCANÇOU"
"CE";230980;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";230990;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"CE";231000;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"CE";231010;59;60;4,91666666666667;5;0,983333333333333;"Sim";98,3;"ALCANÇOU"
"CE";231020;193;200;16,0833333333333;16,6666666666667;0,965;"Sim";96,5;"ALCANÇOU"
"CE";231025;166;180;13,8333333333333;15;0,922222222222222;"Sim";92,2;"ALCANÇOU"
"CE";231030;192;192;16;16;1;"Sim";100;"ALCANÇOU"
"CE";231040;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";231050;200;212;16,6666666666667;17,6666666666667;0,943396226415094;"Sim";94,3;"ALCANÇOU"
"CE";231060;59;68;4,91666666666667;5,66666666666667;0,867647058823529;"Sim";86,8;"ALCANÇOU"
"CE";231070;179;192;14,9166666666667;16;0,932291666666667;"Sim";93,2;"ALCANÇOU"
"CE";231080;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231085;120;120;10;10;1;"Sim";100;"ALCANÇOU"
"CE";231090;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231095;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"CE";231100;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";231110;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";231120;72;72;6;6;1;"Sim";100;"ALCANÇOU"
"CE";231123;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"CE";231126;146;164;12,1666666666667;13,6666666666667;0,890243902439024;"Sim";89;"ALCANÇOU"
"CE";231130;264;288;22;24;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"CE";231135;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"CE";231140;335;336;27,9166666666667;28;0,99702380952381;"Sim";99,7;"ALCANÇOU"
"CE";231150;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"CE";231160;143;144;11,9166666666667;12;0,993055555555556;"Sim";99,3;"ALCANÇOU"
"CE";231170;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231180;278;283;23,1666666666667;23,5833333333333;0,982332155477032;"Sim";98,2;"ALCANÇOU"
"CE";231190;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231195;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231200;120;124;10;10,3333333333333;0,967741935483871;"Sim";96,8;"ALCANÇOU"
"CE";231210;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"CE";231220;156;156;13;13;1;"Sim";100;"ALCANÇOU"
"CE";231230;216;216;18;18;1;"Sim";100;"ALCANÇOU"
"CE";231240;255;265;21,25;22,0833333333333;0,962264150943396;"Sim";96,2;"ALCANÇOU"
"CE";231250;48;60;4;5;0,8;"Sim";80;"ALCANÇOU"
"CE";231260;72;79;6;6,58333333333333;0,911392405063291;"Sim";91,1;"ALCANÇOU"
"CE";231270;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";231280;48;57;4;4,75;0,842105263157895;"Sim";84,2;"ALCANÇOU"
"CE";231290;490;491;40,8333333333333;40,9166666666667;0,9979633401222;"Sim";99,8;"ALCANÇOU"
"CE";231300;117;120;9,75;10;0,975;"Sim";97,5;"ALCANÇOU"
"CE";231310;120;120;10;10;1;"Sim";100;"ALCANÇOU"
"CE";231320;157;168;13,0833333333333;14;0,93452380952381;"Sim";93,5;"ALCANÇOU"
"CE";231325;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"CE";231330;253;258;21,0833333333333;21,5;0,98062015503876;"Sim";98,1;"ALCANÇOU"
"CE";231335;97;108;8,08333333333333;9;0,898148148148148;"Sim";89,8;"ALCANÇOU"
"CE";231340;358;396;29,8333333333333;33;0,904040404040404;"Sim";90,4;"ALCANÇOU"
"CE";231350;305;312;25,4166666666667;26;0,977564102564103;"Sim";97,8;"ALCANÇOU"
"CE";231355;77;87;6,41666666666667;7,25;0,885057471264368;"Sim";88,5;"ALCANÇOU"
"CE";231360;216;236;18;19,6666666666667;0,915254237288136;"Sim";91,5;"ALCANÇOU"
"CE";231370;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"CE";231375;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";231380;132;132;11;11;1;"Sim";100;"ALCANÇOU"
"CE";231390;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"CE";231395;84;96;7;8;0,875;"Sim";87,5;"ALCANÇOU"
"CE";231400;156;156;13;13;1;"Sim";100;"ALCANÇOU"
"CE";231410;216;240;18;20;0,9;"Sim";90;"ALCANÇOU"
"RN";240010;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"RN";240020;198;204;16,5;17;0,970588235294118;"Sim";97,1;"ALCANÇOU"
"RN";240030;48;60;4;5;0,8;"Sim";80;"ALCANÇOU"
"RN";240040;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240050;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240060;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240070;68;72;5,66666666666667;6;0,944444444444444;"Sim";94,4;"ALCANÇOU"
"RN";240080;0;0;0;0;;;;"NÃO ALCANÇOU"
"RN";240090;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240100;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"RN";240110;108;108;9;9;1;"Sim";100;"ALCANÇOU"
"RN";240120;84;84;7;7;1;"Sim";100;"ALCANÇOU"
"RN";240130;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240140;48;60;4;5;0,8;"Sim";80;"ALCANÇOU"
"RN";240145;171;180;14,25;15;0,95;"Sim";95;"ALCANÇOU"
"RN";240150;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240160;23;24;1,91666666666667;2;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"RN";240165;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240170;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"RN";240180;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240185;24;36;2;3;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"RN";240190;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240200;235;240;19,5833333333333;20;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"RN";240210;20;24;1,66666666666667;2;0,833333333333333;"Sim";83,3;"ALCANÇOU"
"RN";240220;0;0;0;0;;;;"NÃO ALCANÇOU"
"RN";240230;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"RN";240240;35;36;2,91666666666667;3;0,972222222222222;"Sim";97,2;"ALCANÇOU"
"RN";240250;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240260;339;372;28,25;31;0,911290322580645;"Sim";91,1;"ALCANÇOU"
"RN";240270;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240280;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240290;20;20;1,66666666666667;1,66666666666667;1;"Sim";100;"ALCANÇOU"
"RN";240300;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"RN";240310;191;204;15,9166666666667;17;0,936274509803922;"Sim";93,6;"ALCANÇOU"
"RN";240320;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240325;313;348;26,0833333333333;29;0,899425287356322;"Sim";89,9;"ALCANÇOU"
"RN";240330;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240340;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240350;54;60;4,5;5;0,9;"Sim";90;"ALCANÇOU"
"RN";240360;95;108;7,91666666666667;9;0,87962962962963;"Sim";88;"ALCANÇOU"
"RN";240370;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RN";240375;12;12;1;1;1;"Sim";100;"ALCANÇOU"
