"UF";"COD_MUN";"NOME_MUN";"*Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RO";110045;"Buritis";;23;24;95,8;"Sim";95,8;"ALCANÇOU"
"RO";110050;"Novo Horizonte do Oeste";;4;7;57,1;"Não";57,1;"NÃO ALCANÇOU"
"RO";110060;"Cacaulândia";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RO";110070;"Campo Novo de Rondônia";;13;13;100;"Sim";100;"ALCANÇOU"
"RO";110080;"Candeias do Jamari";;13;16;81,3;"Não";81,3;"NÃO ALCANÇOU"
"RO";110090;"Castanheiras";;1;6;16,7;"Não";16,7;"NÃO ALCANÇOU"
"RO";110092;"Chupinguaia";;16;12;133,3;"Sim";133,3;"ALCANÇOU"
"RO";110094;"Cujubim";;15;15;100;"Sim";100;"ALCANÇOU"
"RO";110100;"Governador Jorge Teixeira";;3;3;100;"Sim";100;"ALCANÇOU"
"RO";110110;"Itapuã do Oeste";;4;4;100;"Sim";100;"ALCANÇOU"
"RO";110120;"Ministro Andreazza";;4;4;100;"Sim";100;"ALCANÇOU"
"RO";110130;"Mirante da Serra";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"RO";110140;"Monte Negro";;27;27;100;"Sim";100;"ALCANÇOU"
"RO";110143;"Nova União";;1;1;100;"Sim";100;"ALCANÇOU"
"RO";110145;"Parecis";;4;4;100;"Sim";100;"ALCANÇOU"
"RO";110146;"Pimenteiras do Oeste";;6;3;200;"Sim";200;"ALCANÇOU"
"RO";110147;"Primavera de Rondônia";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RO";110148;"São Felipe D'Oeste";;3;4;75;"Não";75;"NÃO ALCANÇOU"
"RO";110149;"São Francisco do Guaporé";;10;10;100;"Sim";100;"ALCANÇOU"
"RO";110150;"Seringueiras";;1;1;100;"Sim";100;"ALCANÇOU"
"RO";110155;"Teixeirópolis";;2;2;100;"Sim";100;"ALCANÇOU"
"RO";110160;"Theobroma";;1;1;100;"Sim";100;"ALCANÇOU"
"RO";110170;"Urupá";;2;2;100;"Sim";100;"ALCANÇOU"
"RO";110175;"Vale do Anari";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RO";110180;"Vale do Paraíso";;1;1;100;"Sim";100;"ALCANÇOU"
"AC";120001;"Acrelândia";;7;7;100;"Sim";100;"ALCANÇOU"
"AC";120005;"Assis Brasil";;2;2;100;"Sim";100;"ALCANÇOU"
"AC";120010;"Brasiléia";;6;6;100;"Sim";100;"ALCANÇOU"
"AC";120013;"Bujari";;0;11;0;"Não";0;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";;25;25;100;"Sim";100;"ALCANÇOU"
"AC";120025;"Epitaciolândia";;11;11;100;"Sim";100;"ALCANÇOU"
"AC";120030;"Feijó";;5;13;38,5;"Não";38,5;"NÃO ALCANÇOU"
"AC";120032;"Jordão";;3;3;100;"Sim";100;"ALCANÇOU"
"AC";120033;"Mâncio Lima";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AC";120034;"Manoel Urbano";;1;1;100;"Sim";100;"ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AC";120038;"Plácido de Castro";;2;2;100;"Sim";100;"ALCANÇOU"
"AC";120039;"Porto Walter";;9;9;100;"Sim";100;"ALCANÇOU"
"AC";120040;"Rio Branco";;100;111;90,1;"Sim";90,1;"ALCANÇOU"
"AC";120042;"Rodrigues Alves";;12;12;100;"Sim";100;"ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";;3;3;100;"Sim";100;"ALCANÇOU"
"AC";120045;"Senador Guiomard";;6;14;42,9;"Não";42,9;"NÃO ALCANÇOU"
"AC";120050;"Sena Madureira";;31;33;93,9;"Sim";93,9;"ALCANÇOU"
"AC";120060;"Tarauacá";;15;26;57,7;"Não";57,7;"NÃO ALCANÇOU"
"AC";120070;"Xapuri";;26;26;100;"Sim";100;"ALCANÇOU"
"AC";120080;"Porto Acre";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"AM";130002;"Alvarães";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130006;"Amaturá";;8;8;100;"Sim";100;"ALCANÇOU"
"AM";130008;"Anamã";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130010;"Anori";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"AM";130014;"Apuí";;9;9;100;"Sim";100;"ALCANÇOU"
"AM";130020;"Atalaia do Norte";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130030;"Autazes";;18;18;100;"Sim";100;"ALCANÇOU"
"AM";130040;"Barcelos";;10;10;100;"Sim";100;"ALCANÇOU"
"AM";130050;"Barreirinha";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130060;"Benjamin Constant";;14;14;100;"Sim";100;"ALCANÇOU"
"AM";130063;"Beruri";;12;13;92,3;"Sim";92,3;"ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";;1;1;100;"Sim";100;"ALCANÇOU"
"AM";130070;"Boca do Acre";;26;26;100;"Sim";100;"ALCANÇOU"
"AM";130080;"Borba";;24;24;100;"Sim";100;"ALCANÇOU"
"AM";130083;"Caapiranga";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130090;"Canutama";;2;2;100;"Sim";100;"ALCANÇOU"
"AM";130100;"Carauari";;36;36;100;"Sim";100;"ALCANÇOU"
"AM";130110;"Careiro";;13;15;86,7;"Sim";86,7;"ALCANÇOU"
"AM";130115;"Careiro da Várzea";;6;13;46,2;"Não";46,2;"NÃO ALCANÇOU"
"AM";130120;"Coari";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130130;"Codajás";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130140;"Eirunepé";;5;5;100;"Sim";100;"ALCANÇOU"
"AM";130150;"Envira";;2;3;66,7;"Não";66,7;"NÃO ALCANÇOU"
"AM";130160;"Fonte Boa";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130165;"Guajará";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130170;"Humaitá";;8;8;100;"Sim";100;"ALCANÇOU"
"AM";130180;"Ipixuna";;11;11;100;"Sim";100;"ALCANÇOU"
"AM";130185;"Iranduba";;12;15;80;"Não";80;"NÃO ALCANÇOU"
"AM";130190;"Itacoatiara";;20;25;80;"Não";80;"NÃO ALCANÇOU"
"AM";130195;"Itamarati";;0;6;0;"Não";0;"NÃO ALCANÇOU"
"AM";130200;"Itapiranga";;2;2;100;"Sim";100;"ALCANÇOU"
"AM";130210;"Japurá";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130220;"Juruá";;7;7;100;"Sim";100;"ALCANÇOU"
"AM";130230;"Jutaí";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"AM";130240;"Lábrea";;19;20;95;"Sim";95;"ALCANÇOU"
"AM";130250;"Manacapuru";;16;26;61,5;"Não";61,5;"NÃO ALCANÇOU"
"AM";130255;"Manaquiri";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"AM";130260;"Manaus";;276;301;91,7;"Sim";91,7;"ALCANÇOU"
"AM";130270;"Manicoré";;37;39;94,9;"Sim";94,9;"ALCANÇOU"
"AM";130280;"Maraã";;20;20;100;"Sim";100;"ALCANÇOU"
"AM";130290;"Maués";;17;17;100;"Sim";100;"ALCANÇOU"
"AM";130300;"Nhamundá";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";;11;11;100;"Sim";100;"ALCANÇOU"
"AM";130320;"Novo Airão";;22;22;100;"Sim";100;"ALCANÇOU"
"AM";130330;"Novo Aripuanã";;5;6;83,3;"Sim";83,3;"ALCANÇOU"
"AM";130340;"Parintins";;34;34;100;"Sim";100;"ALCANÇOU"
"AM";130350;"Pauini";;2;2;100;"Sim";100;"ALCANÇOU"
"AM";130353;"Presidente Figueiredo";;9;13;69,2;"Não";69,2;"NÃO ALCANÇOU"
"AM";130356;"Rio Preto da Eva";;6;6;100;"Sim";100;"ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";;21;21;100;"Sim";100;"ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";;9;9;100;"Sim";100;"ALCANÇOU"
"AM";130390;"São Paulo de Olivença";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";;14;14;100;"Sim";100;"ALCANÇOU"
"AM";130400;"Silves";;14;14;100;"Sim";100;"ALCANÇOU"
"AM";130406;"Tabatinga";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130410;"Tapauá";;13;13;100;"Sim";100;"ALCANÇOU"
"AM";130420;"Tefé";;19;19;100;"Sim";100;"ALCANÇOU"
"AM";130423;"Tonantins";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130426;"Uarini";;20;20;100;"Sim";100;"ALCANÇOU"
"AM";130430;"Urucará";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AM";130440;"Urucurituba";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RR";140002;"Amajari";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RR";140005;"Alto Alegre";;8;8;100;"Sim";100;"ALCANÇOU"
"RR";140010;"Boa Vista";;106;116;91,4;"Sim";91,4;"ALCANÇOU"
"RR";140015;"Bonfim";;5;10;50;"Não";50;"NÃO ALCANÇOU"
"RR";140017;"Cantá";;10;10;100;"Sim";100;"ALCANÇOU"
"RR";140020;"Caracaraí";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"RR";140023;"Caroebe";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RR";140028;"Iracema";;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RR";140030;"Mucajaí";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"RR";140040;"Normandia";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RR";140045;"Pacaraima";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"RR";140047;"Rorainópolis";;2;2;100;"Sim";100;"ALCANÇOU"
"RR";140050;"São João da Baliza";;3;6;50;"Não";50;"NÃO ALCANÇOU"
"RR";140060;"São Luiz";;0;6;0;"Não";0;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150010;"Abaetetuba";;30;39;76,9;"Não";76,9;"NÃO ALCANÇOU"
"PA";150013;"Abel Figueiredo";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150020;"Acará";;32;74;43,2;"Não";43,2;"NÃO ALCANÇOU"
"PA";150030;"Afuá";;9;20;45;"Não";45;"NÃO ALCANÇOU"
"PA";150034;"Água Azul do Norte";;9;9;100;"Sim";100;"ALCANÇOU"
"PA";150040;"Alenquer";;11;13;84,6;"Sim";84,6;"ALCANÇOU"
"PA";150050;"Almeirim";;0;3;0;"Não";0;"NÃO ALCANÇOU"
"PA";150060;"Altamira";;66;70;94,3;"Sim";94,3;"ALCANÇOU"
"PA";150070;"Anajás";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150080;"Ananindeua";;90;166;54,2;"Não";54,2;"NÃO ALCANÇOU"
"PA";150085;"Anapu";;34;38;89,5;"Sim";89,5;"ALCANÇOU"
"PA";150090;"Augusto Corrêa";;16;19;84,2;"Sim";84,2;"ALCANÇOU"
"PA";150095;"Aurora do Pará";;11;20;55;"Não";55;"NÃO ALCANÇOU"
"PA";150100;"Aveiro";;7;8;87,5;"Sim";87,5;"ALCANÇOU"
"PA";150110;"Bagre";;1;16;6,3;"Não";6,3;"NÃO ALCANÇOU"
"PA";150120;"Baião";;37;41;90,2;"Sim";90,2;"ALCANÇOU"
"PA";150125;"Bannach";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"PA";150130;"Barcarena";;39;39;100;"Sim";100;"ALCANÇOU"
"PA";150140;"Belém";;160;311;51,4;"Não";51,4;"NÃO ALCANÇOU"
"PA";150145;"Belterra";;2;2;100;"Sim";100;"ALCANÇOU"
"PA";150150;"Benevides";;19;38;50;"Não";50;"NÃO ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";;44;45;97,8;"Sim";97,8;"ALCANÇOU"
"PA";150160;"Bonito";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"PA";150170;"Bragança";;42;73;57,5;"Não";57,5;"NÃO ALCANÇOU"
"PA";150172;"Brasil Novo";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";;1;1;100;"Sim";100;"ALCANÇOU"
"PA";150178;"Breu Branco";;56;68;82,4;"Sim";82,4;"ALCANÇOU"
"PA";150180;"Breves";;27;40;67,5;"Não";67,5;"NÃO ALCANÇOU"
"PA";150190;"Bujaru";;21;25;84;"Sim";84;"ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";;3;11;27,3;"Não";27,3;"NÃO ALCANÇOU"
"PA";150200;"Cachoeira do Arari";;1;5;20;"Não";20;"NÃO ALCANÇOU"
"PA";150210;"Cametá";;53;93;57;"Não";57;"NÃO ALCANÇOU"
"PA";150215;"Canaã dos Carajás";;52;55;94,5;"Sim";94,5;"ALCANÇOU"
"PA";150220;"Capanema";;16;16;100;"Sim";100;"ALCANÇOU"
"PA";150230;"Capitão Poço";;48;55;87,3;"Sim";87,3;"ALCANÇOU"
"PA";150240;"Castanhal";;22;36;61,1;"Não";61,1;"NÃO ALCANÇOU"
"PA";150250;"Chaves";;10;10;100;"Sim";100;"ALCANÇOU"
"PA";150260;"Colares";;8;8;100;"Sim";100;"ALCANÇOU"
"PA";150270;"Conceição do Araguaia";;52;59;88,1;"Sim";88,1;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";;5;5;100;"Sim";100;"ALCANÇOU"
"PA";150276;"Cumaru do Norte";;3;10;30;"Não";30;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";;1;1;100;"Sim";100;"ALCANÇOU"
"PA";150280;"Curralinho";;37;71;52,1;"Não";52,1;"NÃO ALCANÇOU"
"PA";150285;"Curuá";;5;5;100;"Sim";100;"ALCANÇOU"
"PA";150290;"Curuçá";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";;19;34;55,9;"Não";55,9;"NÃO ALCANÇOU"
"PA";150295;"Eldorado dos Carajás";;29;36;80,6;"Não";80,6;"NÃO ALCANÇOU"
"PA";150300;"Faro";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150304;"Floresta do Araguaia";;53;53;100;"Sim";100;"ALCANÇOU"
"PA";150307;"Garrafão do Norte";;35;38;92,1;"Sim";92,1;"ALCANÇOU"
"PA";150309;"Goianésia do Pará";;11;11;100;"Sim";100;"ALCANÇOU"
"PA";150310;"Gurupá";;23;29;79,3;"Não";79,3;"NÃO ALCANÇOU"
"PA";150320;"Igarapé-Açu";;14;16;87,5;"Sim";87,5;"ALCANÇOU"
"PA";150330;"Igarapé-Miri";;38;38;100;"Sim";100;"ALCANÇOU"
"PA";150340;"Inhangapi";;2;2;100;"Sim";100;"ALCANÇOU"
"PA";150345;"Ipixuna do Pará";;34;51;66,7;"Não";66,7;"NÃO ALCANÇOU"
"PA";150350;"Irituia";;9;13;69,2;"Não";69,2;"NÃO ALCANÇOU"
"PA";150360;"Itaituba";;27;40;67,5;"Não";67,5;"NÃO ALCANÇOU"
"PA";150370;"Itupiranga";;37;49;75,5;"Não";75,5;"NÃO ALCANÇOU"
"PA";150375;"Jacareacanga";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150380;"Jacundá";;31;31;100;"Sim";100;"ALCANÇOU"
"PA";150390;"Juruti";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";;8;10;80;"Não";80;"NÃO ALCANÇOU"
"PA";150405;"Mãe do Rio";;11;13;84,6;"Sim";84,6;"ALCANÇOU"
"PA";150410;"Magalhães Barata";;4;5;80;"Não";80;"NÃO ALCANÇOU"
"PA";150420;"Marabá";;183;196;93,4;"Sim";93,4;"ALCANÇOU"
"PA";150430;"Maracanã";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"PA";150440;"Marapanim";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"PA";150442;"Marituba";;27;43;62,8;"Não";62,8;"NÃO ALCANÇOU"
"PA";150445;"Medicilândia";;25;29;86,2;"Sim";86,2;"ALCANÇOU"
"PA";150450;"Melgaço";;3;12;25;"Não";25;"NÃO ALCANÇOU"
"PA";150460;"Mocajuba";;7;8;87,5;"Sim";87,5;"ALCANÇOU"
"PA";150470;"Moju";;30;41;73,2;"Não";73,2;"NÃO ALCANÇOU"
"PA";150475;"Mojuí dos Campos";;0;40;0;"Não";0;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150490;"Muaná";;18;21;85,7;"Sim";85,7;"ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";;10;16;62,5;"Não";62,5;"NÃO ALCANÇOU"
"PA";150497;"Nova Ipixuna";;8;8;100;"Sim";100;"ALCANÇOU"
"PA";150500;"Nova Timboteua";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150503;"Novo Progresso";;22;22;100;"Sim";100;"ALCANÇOU"
"PA";150506;"Novo Repartimento";;17;42;40,5;"Não";40,5;"NÃO ALCANÇOU"
"PA";150510;"Óbidos";;36;44;81,8;"Sim";81,8;"ALCANÇOU"
"PA";150520;"Oeiras do Pará";;54;64;84,4;"Sim";84,4;"ALCANÇOU"
"PA";150530;"Oriximiná";;32;37;86,5;"Sim";86,5;"ALCANÇOU"
"PA";150540;"Ourém";;1;4;25;"Não";25;"NÃO ALCANÇOU"
"PA";150543;"Ourilândia do Norte";;0;11;0;"Não";0;"NÃO ALCANÇOU"
"PA";150548;"Pacajá";;37;38;97,4;"Sim";97,4;"ALCANÇOU"
"PA";150549;"Palestina do Pará";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150550;"Paragominas";;128;149;85,9;"Sim";85,9;"ALCANÇOU"
"PA";150553;"Parauapebas";;135;182;74,2;"Não";74,2;"NÃO ALCANÇOU"
"PA";150555;"Pau D'Arco";;0;4;0;"Não";0;"NÃO ALCANÇOU"
"PA";150560;"Peixe-Boi";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150563;"Piçarra";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150565;"Placas";;0;4;0;"Não";0;"NÃO ALCANÇOU"
"PA";150570;"Ponta de Pedras";;26;27;96,3;"Sim";96,3;"ALCANÇOU"
"PA";150580;"Portel";;75;77;97,4;"Sim";97,4;"ALCANÇOU"
"PA";150590;"Porto de Moz";;12;16;75;"Não";75;"NÃO ALCANÇOU"
"PA";150600;"Prainha";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"PA";150610;"Primavera";;2;2;100;"Sim";100;"ALCANÇOU"
"PA";150611;"Quatipuru";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150613;"Redenção";;50;54;92,6;"Sim";92,6;"ALCANÇOU"
"PA";150616;"Rio Maria";;18;20;90;"Sim";90;"ALCANÇOU"
"PA";150618;"Rondon do Pará";;36;40;90;"Sim";90;"ALCANÇOU"
"PA";150619;"Rurópolis";;23;29;79,3;"Não";79,3;"NÃO ALCANÇOU"
"PA";150620;"Salinópolis";;3;7;42,9;"Não";42,9;"NÃO ALCANÇOU"
"PA";150630;"Salvaterra";;7;7;100;"Sim";100;"ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";;2;12;16,7;"Não";16,7;"NÃO ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";;23;23;100;"Sim";100;"ALCANÇOU"
"PA";150650;"Santa Isabel do Pará";;24;27;88,9;"Sim";88,9;"ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";;16;16;100;"Sim";100;"ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"PA";150660;"Santa Maria do Pará";;0;17;0;"Não";0;"NÃO ALCANÇOU"
"PA";150670;"Santana do Araguaia";;1;1;100;"Sim";100;"ALCANÇOU"
"PA";150680;"Santarém";;81;77;105,2;"Sim";105,2;"ALCANÇOU"
"PA";150690;"Santarém Novo";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";;9;14;64,3;"Não";64,3;"NÃO ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";;4;4;100;"Sim";100;"ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";;24;29;82,8;"Sim";82,8;"ALCANÇOU"
"PA";150720;"São Domingos do Capim";;4;9;44,4;"Não";44,4;"NÃO ALCANÇOU"
"PA";150730;"São Félix do Xingu";;25;31;80,6;"Não";80,6;"NÃO ALCANÇOU"
"PA";150740;"São Francisco do Pará";;3;3;100;"Sim";100;"ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";;23;28;82,1;"Sim";82,1;"ALCANÇOU"
"PA";150746;"São João da Ponta";;7;7;100;"Sim";100;"ALCANÇOU"
"PA";150747;"São João de Pirabas";;6;6;100;"Sim";100;"ALCANÇOU"
"PA";150750;"São João do Araguaia";;0;0;0;"Não";0;"NÃO ALCANÇOU"
"PA";150760;"São Miguel do Guamá";;14;23;60,9;"Não";60,9;"NÃO ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";;21;26;80,8;"Não";80,8;"NÃO ALCANÇOU"
"PA";150775;"Sapucaia";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"PA";150780;"Senador José Porfírio";;24;25;96;"Sim";96;"ALCANÇOU"
"PA";150790;"Soure";;18;21;85,7;"Sim";85,7;"ALCANÇOU"
"PA";150795;"Tailândia";;65;68;95,6;"Sim";95,6;"ALCANÇOU"
"PA";150796;"Terra Alta";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"PA";150797;"Terra Santa";;1;16;6,3;"Não";6,3;"NÃO ALCANÇOU"
"PA";150800;"Tomé-Açu";;53;56;94,6;"Sim";94,6;"ALCANÇOU"
"PA";150803;"Tracuateua";;12;40;30;"Não";30;"NÃO ALCANÇOU"
"PA";150805;"Trairão";;14;14;100;"Sim";100;"ALCANÇOU"
"PA";150808;"Tucumã";;2;9;22,2;"Não";22,2;"NÃO ALCANÇOU"
"PA";150810;"Tucuruí";;39;41;95,1;"Sim";95,1;"ALCANÇOU"
"PA";150812;"Ulianópolis";;24;24;100;"Sim";100;"ALCANÇOU"
"PA";150815;"Uruará";;44;46;95,7;"Sim";95,7;"ALCANÇOU"
"PA";150820;"Vigia";;6;8;75;"Não";75;"NÃO ALCANÇOU"
"PA";150830;"Viseu";;16;33;48,5;"Não";48,5;"NÃO ALCANÇOU"
"PA";150835;"Vitória do Xingu";;16;18;88,9;"Sim";88,9;"ALCANÇOU"
"PA";150840;"Xinguara";;26;28;92,9;"Sim";92,9;"ALCANÇOU"
"AP";160005;"Serra do Navio";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160010;"Amapá";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160015;"Pedra Branca do Amapari";;1;1;100;"Sim";100;"ALCANÇOU"
"AP";160020;"Calçoene";;0;3;0;"Não";0;"NÃO ALCANÇOU"
"AP";160021;"Cutias";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160023;"Ferreira Gomes";;1;1;100;"Sim";100;"ALCANÇOU"
"AP";160025;"Itaubal";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160027;"Laranjal do Jari";;8;8;100;"Sim";100;"ALCANÇOU"
"AP";160030;"Macapá";;52;82;63,4;"Não";63,4;"NÃO ALCANÇOU"
"AP";160040;"Mazagão";;9;14;64,3;"Não";64,3;"NÃO ALCANÇOU"
"AP";160050;"Oiapoque";;2;2;100;"Sim";100;"ALCANÇOU"
"AP";160053;"Porto Grande";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160055;"Pracuúba";;2;2;100;"Sim";100;"ALCANÇOU"
"AP";160060;"Santana";;9;9;100;"Sim";100;"ALCANÇOU"
"AP";160070;"Tartarugalzinho";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"AP";160080;"Vitória do Jari";"X";0;0;0;"Não se aplica";0;"NÃO ALCANÇOU"
"TO";170025;"Abreulândia";;5;5;100;"Sim";100;"ALCANÇOU"
