"UF";"COD_MUN";"NOME_MUN";"Ausencia_de_Casos";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"PB";250140;"Baía da Traição";;26;26;100;100;"ALCANÇOU"
"PB";250150;"Bananeiras";;12;12;100;100;"ALCANÇOU"
"PB";250153;"Baraúna";;6;6;100;100;"ALCANÇOU"
"PB";250157;"Barra de Santana";"X";;;;;"NÃO ALCANÇOU"
"PB";250160;"Barra de Santa Rosa";;21;21;100;100;"ALCANÇOU"
"PB";250170;"Barra de São Miguel";;2;2;100;100;"ALCANÇOU"
"PB";250180;"Bayeux";;24;24;100;100;"ALCANÇOU"
"PB";250190;"Belém";;4;4;100;100;"ALCANÇOU"
"PB";250200;"Belém do Brejo do Cruz";;6;6;100;100;"ALCANÇOU"
"PB";250205;"Bernardino Batista";;1;1;100;100;"ALCANÇOU"
"PB";250210;"Boa Ventura";;2;2;100;100;"ALCANÇOU"
"PB";250215;"Boa Vista";;3;3;100;100;"ALCANÇOU"
"PB";250220;"Bom Jesus";;8;8;100;100;"ALCANÇOU"
"PB";250230;"Bom Sucesso";"X";;;;;"NÃO ALCANÇOU"
"PB";250240;"Bonito de Santa Fé";;3;3;100;100;"ALCANÇOU"
"PB";250250;"Boqueirão";;19;19;100;100;"ALCANÇOU"
"PB";250260;"Igaracy";;1;1;100;100;"ALCANÇOU"
"PB";250270;"Borborema";;2;2;100;100;"ALCANÇOU"
"PB";250280;"Brejo do Cruz";;10;10;100;100;"ALCANÇOU"
"PB";250290;"Brejo dos Santos";"X";;;;;"NÃO ALCANÇOU"
"PB";250300;"Caaporã";;1;1;100;100;"ALCANÇOU"
"PB";250310;"Cabaceiras";;1;1;100;100;"ALCANÇOU"
"PB";250320;"Cabedelo";;107;107;100;100;"ALCANÇOU"
"PB";250330;"Cachoeira dos Índios";;3;3;100;100;"ALCANÇOU"
"PB";250340;"Cacimba de Areia";;1;1;100;100;"ALCANÇOU"
"PB";250350;"Cacimba de Dentro";;4;4;100;100;"ALCANÇOU"
"PB";250355;"Cacimbas";"X";;;;;"NÃO ALCANÇOU"
"PB";250360;"Caiçara";"X";;;;;"NÃO ALCANÇOU"
"PB";250370;"Cajazeiras";;360;360;100;100;"ALCANÇOU"
"PB";250375;"Cajazeirinhas";;1;1;100;100;"ALCANÇOU"
"PB";250380;"Caldas Brandão";;3;3;100;100;"ALCANÇOU"
"PB";250390;"Camalaú";;3;3;100;100;"ALCANÇOU"
"PB";250400;"Campina Grande";;1586;1599;99,1869918699187;99,2;"ALCANÇOU"
"PB";250403;"Capim";"X";;;;;"NÃO ALCANÇOU"
"PB";250407;"Caraúbas";;1;1;100;100;"ALCANÇOU"
"PB";250410;"Carrapateira";;1;1;100;100;"ALCANÇOU"
"PB";250415;"Casserengue";;2;2;100;100;"ALCANÇOU"
"PB";250420;"Catingueira";;8;8;100;100;"ALCANÇOU"
"PB";250430;"Catolé do Rocha";;28;28;100;100;"ALCANÇOU"
"PB";250435;"Caturité";;3;3;100;100;"ALCANÇOU"
"PB";250440;"Conceição";;46;46;100;100;"ALCANÇOU"
"PB";250450;"Condado";"X";;;;;"NÃO ALCANÇOU"
"PB";250460;"Conde";;17;17;100;100;"ALCANÇOU"
"PB";250470;"Congo";;3;3;100;100;"ALCANÇOU"
"PB";250480;"Coremas";;18;18;100;100;"ALCANÇOU"
"PB";250485;"Coxixola";"X";;;;;"NÃO ALCANÇOU"
"PB";250490;"Cruz do Espírito Santo";;1;1;100;100;"ALCANÇOU"
"PB";250500;"Cubati";;5;5;100;100;"ALCANÇOU"
"PB";250510;"Cuité";;33;33;100;100;"ALCANÇOU"
"PB";250520;"Cuitegi";"X";;;;;"NÃO ALCANÇOU"
"PB";250523;"Cuité de Mamanguape";;1;1;100;100;"ALCANÇOU"
"PB";250527;"Curral de Cima";"X";;;;;"NÃO ALCANÇOU"
"PB";250530;"Curral Velho";;1;1;100;100;"ALCANÇOU"
"PB";250535;"Damião";"X";;;;;"NÃO ALCANÇOU"
"PB";250540;"Desterro";;2;2;100;100;"ALCANÇOU"
"PB";250550;"Vista Serrana";;1;1;100;100;"ALCANÇOU"
"PB";250560;"Diamante";"X";;;;;"NÃO ALCANÇOU"
"PB";250570;"Dona Inês";;26;26;100;100;"ALCANÇOU"
"PB";250580;"Duas Estradas";;7;7;100;100;"ALCANÇOU"
"PB";250590;"Emas";"X";;;;;"NÃO ALCANÇOU"
"PB";250600;"Esperança";;303;303;100;100;"ALCANÇOU"
"PB";250610;"Fagundes";;6;6;100;100;"ALCANÇOU"
"PB";250620;"Frei Martinho";;2;2;100;100;"ALCANÇOU"
"PB";250625;"Gado Bravo";;1;1;100;100;"ALCANÇOU"
"PB";250630;"Guarabira";;154;154;100;100;"ALCANÇOU"
"PB";250640;"Gurinhém";;2;2;100;100;"ALCANÇOU"
"PB";250650;"Gurjão";;1;1;100;100;"ALCANÇOU"
"PB";250660;"Ibiara";"X";;;;;"NÃO ALCANÇOU"
"PB";250670;"Imaculada";;2;2;100;100;"ALCANÇOU"
"PB";250680;"Ingá";;4;4;100;100;"ALCANÇOU"
"PB";250690;"Itabaiana";;61;61;100;100;"ALCANÇOU"
"PB";250700;"Itaporanga";;74;75;98,6666666666667;98,7;"ALCANÇOU"
"PB";250710;"Itapororoca";;2;2;100;100;"ALCANÇOU"
"PB";250720;"Itatuba";;5;5;100;100;"ALCANÇOU"
"PB";250730;"Jacaraú";;2;2;100;100;"ALCANÇOU"
"PB";250740;"Jericó";;7;7;100;100;"ALCANÇOU"
"PB";250750;"João Pessoa";;3590;3591;99,9721526037315;100;"ALCANÇOU"
"PB";250760;"Juarez Távora";"X";;;;;"NÃO ALCANÇOU"
"PB";250770;"Juazeirinho";;2;2;100;100;"ALCANÇOU"
"PB";250780;"Junco do Seridó";;3;3;100;100;"ALCANÇOU"
"PB";250790;"Juripiranga";;2;2;100;100;"ALCANÇOU"
"PB";250800;"Juru";;17;17;100;100;"ALCANÇOU"
"PB";250810;"Lagoa";;1;1;100;100;"ALCANÇOU"
"PB";250820;"Lagoa de Dentro";;3;3;100;100;"ALCANÇOU"
"PB";250830;"Lagoa Seca";;3;3;100;100;"ALCANÇOU"
"PB";250840;"Lastro";;1;1;100;100;"ALCANÇOU"
"PB";250850;"Livramento";"X";;;;;"NÃO ALCANÇOU"
"PB";250855;"Logradouro";;2;2;100;100;"ALCANÇOU"
"PB";250860;"Lucena";;5;5;100;100;"ALCANÇOU"
"PB";250870;"Mãe dÁgua";"X";;;;;"NÃO ALCANÇOU"
"PB";250880;"Malta";;1;1;100;100;"ALCANÇOU"
"PB";250890;"Mamanguape";;20;20;100;100;"ALCANÇOU"
"PB";250900;"Manaíra";;7;7;100;100;"ALCANÇOU"
"PB";250905;"Marcação";;3;3;100;100;"ALCANÇOU"
"PB";250910;"Mari";"X";;;;;"NÃO ALCANÇOU"
"PB";250915;"Marizópolis";"X";;;;;"NÃO ALCANÇOU"
"PB";250920;"Massaranduba";;12;12;100;100;"ALCANÇOU"
"PB";250930;"Mataraca";;1;1;100;100;"ALCANÇOU"
"PB";250933;"Matinhas";"X";;;;;"NÃO ALCANÇOU"
"PB";250937;"Mato Grosso";"X";;;;;"NÃO ALCANÇOU"
"PB";250939;"Maturéia";;2;2;100;100;"ALCANÇOU"
"PB";250940;"Mogeiro";;1;1;100;100;"ALCANÇOU"
"PB";250950;"Montadas";;1;1;100;100;"ALCANÇOU"
"PB";250960;"Monte Horebe";;5;5;100;100;"ALCANÇOU"
"PB";250970;"Monteiro";;122;122;100;100;"ALCANÇOU"
"PB";250980;"Mulungu";;4;4;100;100;"ALCANÇOU"
"PB";250990;"Natuba";;29;29;100;100;"ALCANÇOU"
"PB";251000;"Nazarezinho";;8;8;100;100;"ALCANÇOU"
"PB";251010;"Nova Floresta";;17;17;100;100;"ALCANÇOU"
"PB";251020;"Nova Olinda";;1;1;100;100;"ALCANÇOU"
"PB";251030;"Nova Palmeira";;4;4;100;100;"ALCANÇOU"
"PB";251040;"Olho dÁgua";;1;1;100;100;"ALCANÇOU"
"PB";251050;"Olivedos";;4;4;100;100;"ALCANÇOU"
"PB";251060;"Ouro Velho";;8;8;100;100;"ALCANÇOU"
"PB";251065;"Parari";"X";;;;;"NÃO ALCANÇOU"
"PB";251070;"Passagem";"X";;;;;"NÃO ALCANÇOU"
"PB";251080;"Patos";;534;534;100;100;"ALCANÇOU"
"PB";251090;"Paulista";;8;8;100;100;"ALCANÇOU"
"PB";251100;"Pedra Branca";"X";;;;;"NÃO ALCANÇOU"
"PB";251110;"Pedra Lavrada";;8;8;100;100;"ALCANÇOU"
"PB";251120;"Pedras de Fogo";;70;70;100;100;"ALCANÇOU"
"PB";251130;"Piancó";;65;65;100;100;"ALCANÇOU"
"PB";251140;"Picuí";;61;61;100;100;"ALCANÇOU"
"PB";251150;"Pilar";;4;4;100;100;"ALCANÇOU"
"PB";251160;"Pilões";;2;2;100;100;"ALCANÇOU"
"PB";251170;"Pilõezinhos";;2;2;100;100;"ALCANÇOU"
"PB";251180;"Pirpirituba";"X";;;;;"NÃO ALCANÇOU"
"PB";251190;"Pitimbu";;9;9;100;100;"ALCANÇOU"
"PB";251200;"Pocinhos";;20;20;100;100;"ALCANÇOU"
"PB";251203;"Poço Dantas";"X";;;;;"NÃO ALCANÇOU"
"PB";251207;"Poço de José de Moura";;4;4;100;100;"ALCANÇOU"
"PB";251210;"Pombal";;87;87;100;100;"ALCANÇOU"
"PB";251220;"Prata";"X";;;;;"NÃO ALCANÇOU"
"PB";251230;"Princesa Isabel";;67;67;100;100;"ALCANÇOU"
"PB";251240;"Puxinanã";;5;5;100;100;"ALCANÇOU"
"PB";251250;"Queimadas";;258;258;100;100;"ALCANÇOU"
"PB";251260;"Quixaba";;1;1;100;100;"ALCANÇOU"
"PB";251270;"Remígio";;1;1;100;100;"ALCANÇOU"
"PB";251272;"Pedro Régis";;3;3;100;100;"ALCANÇOU"
"PB";251274;"Riachão";"X";;;;;"NÃO ALCANÇOU"
"PB";251275;"Riachão do Bacamarte";;6;6;100;100;"ALCANÇOU"
"PB";251276;"Riachão do Poço";"X";;;;;"NÃO ALCANÇOU"
"PB";251278;"Riacho de Santo Antônio";;5;5;100;100;"ALCANÇOU"
"PB";251280;"Riacho dos Cavalos";;3;3;100;100;"ALCANÇOU"
"PB";251290;"Rio Tinto";;13;13;100;100;"ALCANÇOU"
"PB";251300;"Salgadinho";"X";;;;;"NÃO ALCANÇOU"
"PB";251310;"Salgado de São Félix";;1;1;100;100;"ALCANÇOU"
"PB";251315;"Santa Cecília";;3;3;100;100;"ALCANÇOU"
"PB";251320;"Santa Cruz";;10;10;100;100;"ALCANÇOU"
"PB";251330;"Santa Helena";"X";;;;;"NÃO ALCANÇOU"
"PB";251335;"Santa Inês";;3;3;100;100;"ALCANÇOU"
"PB";251340;"Santa Luzia";;35;35;100;100;"ALCANÇOU"
"PB";251350;"Santana de Mangueira";;1;1;100;100;"ALCANÇOU"
"PB";251360;"Santana dos Garrotes";;1;1;100;100;"ALCANÇOU"
"PB";251365;"Joca Claudino";"X";;;;;"NÃO ALCANÇOU"
"PB";251370;"Santa Rita";;120;120;100;100;"ALCANÇOU"
"PB";251380;"Santa Teresinha";"X";;;;;"NÃO ALCANÇOU"
"PB";251385;"Santo André";;1;1;100;100;"ALCANÇOU"
"PB";251390;"São Bento";;56;56;100;100;"ALCANÇOU"
"PB";251392;"São Bentinho";;1;1;100;100;"ALCANÇOU"
"PB";251394;"São Domingos do Cariri";"X";;;;;"NÃO ALCANÇOU"
"PB";251396;"São Domingos";;1;1;100;100;"ALCANÇOU"
"PB";251398;"São Francisco";;5;5;100;100;"ALCANÇOU"
"PB";251400;"São João do Cariri";"X";;;;;"NÃO ALCANÇOU"
"PB";251410;"São João do Tigre";;4;4;100;100;"ALCANÇOU"
"PB";251420;"São José da Lagoa Tapada";"X";;;;;"NÃO ALCANÇOU"
"PB";251430;"São José de Caiana";;3;3;100;100;"ALCANÇOU"
"PB";251440;"São José de Espinharas";;7;7;100;100;"ALCANÇOU"
"PB";251445;"São José dos Ramos";;2;2;100;100;"ALCANÇOU"
"PB";251450;"São José de Piranhas";;13;13;100;100;"ALCANÇOU"
"PB";251455;"São José de Princesa";;1;1;100;100;"ALCANÇOU"
"PB";251460;"São José do Bonfim";;1;1;100;100;"ALCANÇOU"
"PB";251465;"São José do Brejo do Cruz";;2;2;100;100;"ALCANÇOU"
"PB";251470;"São José do Sabugi";;5;5;100;100;"ALCANÇOU"
"PB";251480;"São José dos Cordeiros";"X";;;;;"NÃO ALCANÇOU"
"PB";251490;"São Mamede";"X";;;;;"NÃO ALCANÇOU"
"PB";251500;"São Miguel de Taipu";;2;2;100;100;"ALCANÇOU"
"PB";251510;"São Sebastião de Lagoa de Roça";;5;5;100;100;"ALCANÇOU"
"PB";251520;"São Sebastião do Umbuzeiro";;2;2;100;100;"ALCANÇOU"
"PB";251530;"Sapé";;7;7;100;100;"ALCANÇOU"
"PB";251540;"São Vicente do Seridó";;4;4;100;100;"ALCANÇOU"
"PB";251550;"Serra Branca";;2;2;100;100;"ALCANÇOU"
"PB";251560;"Serra da Raiz";;2;2;100;100;"ALCANÇOU"
"PB";251570;"Serra Grande";;1;1;100;100;"ALCANÇOU"
"PB";251580;"Serra Redonda";;2;2;100;100;"ALCANÇOU"
"PB";251590;"Serraria";;5;5;100;100;"ALCANÇOU"
"PB";251593;"Sertãozinho";;1;1;100;100;"ALCANÇOU"
"PB";251597;"Sobrado";"X";;;;;"NÃO ALCANÇOU"
"PB";251600;"Solânea";;56;56;100;100;"ALCANÇOU"
"PB";251610;"Soledade";;12;12;100;100;"ALCANÇOU"
"PB";251615;"Sossêgo";;4;4;100;100;"ALCANÇOU"
"PB";251620;"Sousa";"X";;;;;"NÃO ALCANÇOU"
"PB";251630;"Sumé";;57;57;100;100;"ALCANÇOU"
"PB";251640;"Tacima";;24;24;100;100;"ALCANÇOU"
"PB";251650;"Taperoá";;9;9;100;100;"ALCANÇOU"
"PB";251660;"Tavares";;21;21;100;100;"ALCANÇOU"
"PB";251670;"Teixeira";;20;20;100;100;"ALCANÇOU"
"PB";251675;"Tenório";;2;2;100;100;"ALCANÇOU"
"PB";251680;"Triunfo";;3;3;100;100;"ALCANÇOU"
"PB";251690;"Uiraúna";;2;2;100;100;"ALCANÇOU"
"PB";251700;"Umbuzeiro";;24;24;100;100;"ALCANÇOU"
"PB";251710;"Várzea";;3;3;100;100;"ALCANÇOU"
"PB";251720;"Vieirópolis";;3;3;100;100;"ALCANÇOU"
"PB";251740;"Zabelê";"X";;;;;"NÃO ALCANÇOU"
"PE";260005;"Abreu e Lima";;7;7;100;100;"ALCANÇOU"
"PE";260010;"Afogados da Ingazeira";;206;207;99,5169082125604;99,5;"ALCANÇOU"
"PE";260020;"Afrânio";;77;78;98,7179487179487;98,7;"ALCANÇOU"
"PE";260030;"Agrestina";;9;10;90;90;"NÃO ALCANÇOU"
"PE";260040;"Água Preta";"X";;;;;"NÃO ALCANÇOU"
"PE";260050;"Águas Belas";;77;79;97,4683544303797;97,5;"ALCANÇOU"
"PE";260060;"Alagoinha";;54;54;100;100;"ALCANÇOU"
"PE";260070;"Aliança";;73;73;100;100;"ALCANÇOU"
"PE";260080;"Altinho";;73;74;98,6486486486486;98,6;"ALCANÇOU"
"PE";260090;"Amaraji";;3;3;100;100;"ALCANÇOU"
"PE";260100;"Angelim";;11;12;91,6666666666667;91,7;"NÃO ALCANÇOU"
"PE";260105;"Araçoiaba";;15;16;93,75;93,8;"NÃO ALCANÇOU"
"PE";260110;"Araripina";;146;147;99,3197278911565;99,3;"ALCANÇOU"
"PE";260120;"Arcoverde";;944;949;99,4731296101159;99,5;"ALCANÇOU"
"PE";260130;"Barra de Guabiraba";;38;39;97,4358974358974;97,4;"ALCANÇOU"
"PE";260140;"Barreiros";;2;2;100;100;"ALCANÇOU"
"PE";260150;"Belém de Maria";"X";;;;;"NÃO ALCANÇOU"
"PE";260160;"Belém do São Francisco";;32;32;100;100;"ALCANÇOU"
"PE";260170;"Belo Jardim";;438;441;99,3197278911565;99,3;"ALCANÇOU"
"PE";260180;"Betânia";;4;4;100;100;"ALCANÇOU"
"PE";260190;"Bezerros";;32;33;96,969696969697;97;"ALCANÇOU"
"PE";260200;"Bodocó";;122;123;99,1869918699187;99,2;"ALCANÇOU"
"PE";260210;"Bom Conselho";;65;67;97,0149253731343;97;"ALCANÇOU"
"PE";260220;"Bom Jardim";;9;9;100;100;"ALCANÇOU"
"PE";260230;"Bonito";;2;2;100;100;"ALCANÇOU"
"PE";260240;"Brejão";;6;6;100;100;"ALCANÇOU"
"PE";260250;"Brejinho";;32;32;100;100;"ALCANÇOU"
"PE";260260;"Brejo da Madre de Deus";;57;58;98,2758620689655;98,3;"ALCANÇOU"
"PE";260270;"Buenos Aires";;5;5;100;100;"ALCANÇOU"
"PE";260280;"Buíque";;97;98;98,9795918367347;99;"ALCANÇOU"
"PE";260290;"Cabo de Santo Agostinho";;803;806;99,6277915632754;99,6;"ALCANÇOU"
"PE";260300;"Cabrobó";;93;93;100;100;"ALCANÇOU"
"PE";260310;"Cachoeirinha";;77;92;83,695652173913;83,7;"NÃO ALCANÇOU"
"PE";260320;"Caetés";;13;13;100;100;"ALCANÇOU"
"PE";260330;"Calçado";;12;12;100;100;"ALCANÇOU"
"PE";260340;"Calumbi";;2;2;100;100;"ALCANÇOU"
"PE";260345;"Camaragibe";;101;102;99,0196078431373;99;"ALCANÇOU"
"PE";260350;"Camocim de São Félix";;5;5;100;100;"ALCANÇOU"
"PE";260360;"Camutanga";;36;36;100;100;"ALCANÇOU"
"PE";260370;"Canhotinho";;2;2;100;100;"ALCANÇOU"
"PE";260380;"Capoeiras";;27;27;100;100;"ALCANÇOU"
"PE";260390;"Carnaíba";;54;54;100;100;"ALCANÇOU"
"PE";260392;"Carnaubeira da Penha";;16;16;100;100;"ALCANÇOU"
"PE";260400;"Carpina";;17;17;100;100;"ALCANÇOU"
"PE";260410;"Caruaru";;1700;1705;99,7067448680352;99,7;"ALCANÇOU"
"PE";260415;"Casinhas";;21;21;100;100;"ALCANÇOU"
"PE";260420;"Catende";;32;32;100;100;"ALCANÇOU"
"PE";260430;"Cedro";;49;49;100;100;"ALCANÇOU"
"PE";260440;"Chã de Alegria";;13;13;100;100;"ALCANÇOU"
"PE";260450;"Chã Grande";;61;61;100;100;"ALCANÇOU"
"PE";260460;"Condado";;91;95;95,7894736842105;95,8;"ALCANÇOU"
"PE";260470;"Correntes";;8;8;100;100;"ALCANÇOU"
"PE";260480;"Cortês";;2;2;100;100;"ALCANÇOU"
"PE";260490;"Cumaru";;4;4;100;100;"ALCANÇOU"
"PE";260500;"Cupira";;44;44;100;100;"ALCANÇOU"
"PE";260510;"Custódia";;150;152;98,6842105263158;98,7;"ALCANÇOU"
"PE";260515;"Dormentes";;33;33;100;100;"ALCANÇOU"
"PE";260520;"Escada";;27;27;100;100;"ALCANÇOU"
"PE";260530;"Exu";;166;171;97,0760233918129;97,1;"ALCANÇOU"
"PE";260540;"Feira Nova";;62;62;100;100;"ALCANÇOU"
"PE";260550;"Ferreiros";;24;24;100;100;"ALCANÇOU"
"PE";260560;"Flores";;31;31;100;100;"ALCANÇOU"
"PE";260570;"Floresta";;84;84;100;100;"ALCANÇOU"
"PE";260580;"Frei Miguelinho";;9;9;100;100;"ALCANÇOU"
"PE";260590;"Gameleira";;23;23;100;100;"ALCANÇOU"
"PE";260600;"Garanhuns";;546;573;95,2879581151832;95,3;"ALCANÇOU"
"PE";260610;"Glória do Goitá";;36;36;100;100;"ALCANÇOU"
"PE";260620;"Goiana";;269;269;100;100;"ALCANÇOU"
"PE";260630;"Granito";;14;14;100;100;"ALCANÇOU"
"PE";260640;"Gravatá";;502;502;100;100;"ALCANÇOU"
"PE";260650;"Iati";;12;12;100;100;"ALCANÇOU"
"PE";260660;"Ibimirim";;19;19;100;100;"ALCANÇOU"
"PE";260670;"Ibirajuba";;2;2;100;100;"ALCANÇOU"
"PE";260680;"Igarassu";;231;231;100;100;"ALCANÇOU"
"PE";260690;"Iguaracy";;9;9;100;100;"ALCANÇOU"
"PE";260700;"Inajá";;47;47;100;100;"ALCANÇOU"
"PE";260710;"Ingazeira";;3;3;100;100;"ALCANÇOU"
"PE";260720;"Ipojuca";;409;410;99,7560975609756;99,8;"ALCANÇOU"
"PE";260730;"Ipubi";;29;29;100;100;"ALCANÇOU"
"PE";260740;"Itacuruba";;44;44;100;100;"ALCANÇOU"
"PE";260750;"Itaíba";;12;13;92,3076923076923;92,3;"NÃO ALCANÇOU"
"PE";260760;"Ilha de Itamaracá";;77;77;100;100;"ALCANÇOU"
"PE";260765;"Itambé";;134;135;99,2592592592593;99,3;"ALCANÇOU"
"PE";260770;"Itapetim";;10;10;100;100;"ALCANÇOU"
"PE";260775;"Itapissuma";;12;12;100;100;"ALCANÇOU"
"PE";260780;"Itaquitinga";;52;52;100;100;"ALCANÇOU"
"PE";260790;"Jaboatão dos Guararapes";;1274;1274;100;100;"ALCANÇOU"
"PE";260795;"Jaqueira";;13;14;92,8571428571429;92,9;"NÃO ALCANÇOU"
"PE";260800;"Jataúba";;12;12;100;100;"ALCANÇOU"
"PE";260805;"Jatobá";;51;53;96,2264150943396;96,2;"ALCANÇOU"
"PE";260810;"João Alfredo";;14;14;100;100;"ALCANÇOU"
"PE";260820;"Joaquim Nabuco";;2;2;100;100;"ALCANÇOU"
"PE";260825;"Jucati";;8;8;100;100;"ALCANÇOU"
"PE";260830;"Jupi";;17;18;94,4444444444444;94,4;"NÃO ALCANÇOU"
"PE";260840;"Jurema";;14;14;100;100;"ALCANÇOU"
"PE";260845;"Lagoa do Carro";;7;7;100;100;"ALCANÇOU"
"PE";260850;"Lagoa de Itaenga";;9;9;100;100;"ALCANÇOU"
"PE";260860;"Lagoa do Ouro";;35;35;100;100;"ALCANÇOU"
"PE";260870;"Lagoa dos Gatos";;4;4;100;100;"ALCANÇOU"
"PE";260875;"Lagoa Grande";;523;523;100;100;"ALCANÇOU"
"PE";260880;"Lajedo";;56;57;98,2456140350877;98,2;"ALCANÇOU"
"PE";260890;"Limoeiro";;262;262;100;100;"ALCANÇOU"
"PE";260900;"Macaparana";;28;28;100;100;"ALCANÇOU"
"PE";260910;"Machados";;21;21;100;100;"ALCANÇOU"
"PE";260915;"Manari";;15;15;100;100;"ALCANÇOU"
"PE";260920;"Maraial";;6;6;100;100;"ALCANÇOU"
"PE";260930;"Mirandiba";;65;66;98,4848484848485;98,5;"ALCANÇOU"
"PE";260940;"Moreno";;11;11;100;100;"ALCANÇOU"
"PE";260950;"Nazaré da Mata";;83;83;100;100;"ALCANÇOU"
"PE";260960;"Olinda";;276;282;97,8723404255319;97,9;"ALCANÇOU"
"PE";260970;"Orobó";;4;4;100;100;"ALCANÇOU"
"PE";260980;"Orocó";;49;53;92,4528301886792;92,5;"NÃO ALCANÇOU"
"PE";260990;"Ouricuri";;288;289;99,6539792387543;99,7;"ALCANÇOU"
"PE";261000;"Palmares";;148;148;100;100;"ALCANÇOU"
"PE";261010;"Palmeirina";"X";;;;;"NÃO ALCANÇOU"
"PE";261020;"Panelas";;13;13;100;100;"ALCANÇOU"
"PE";261030;"Paranatama";;14;14;100;100;"ALCANÇOU"
"PE";261040;"Parnamirim";;15;15;100;100;"ALCANÇOU"
"PE";261050;"Passira";;92;92;100;100;"ALCANÇOU"
"PE";261060;"Paudalho";;96;96;100;100;"ALCANÇOU"
"PE";261070;"Paulista";;239;239;100;100;"ALCANÇOU"
"PE";261080;"Pedra";;42;42;100;100;"ALCANÇOU"
"PE";261090;"Pesqueira";;184;196;93,8775510204082;93,9;"NÃO ALCANÇOU"
"PE";261100;"Petrolândia";;269;269;100;100;"ALCANÇOU"
"PE";261110;"Petrolina";;5093;5096;99,9411302982732;99,9;"ALCANÇOU"
"PE";261120;"Poção";;19;19;100;100;"ALCANÇOU"
"PE";261130;"Pombos";;7;7;100;100;"ALCANÇOU"
"PE";261140;"Primavera";;2;2;100;100;"ALCANÇOU"
"PE";261150;"Quipapá";;4;4;100;100;"ALCANÇOU"
"PE";261153;"Quixaba";;3;3;100;100;"ALCANÇOU"
"PE";261160;"Recife";;9239;9411;98,1723515035597;98,2;"ALCANÇOU"
"PE";261170;"Riacho das Almas";;22;22;100;100;"ALCANÇOU"
"PE";261180;"Ribeirão";;3;3;100;100;"ALCANÇOU"
"PE";261190;"Rio Formoso";;20;21;95,2380952380952;95,2;"ALCANÇOU"
"PE";261200;"Sairé";"X";;;;;"NÃO ALCANÇOU"
"PE";261210;"Salgadinho";;1;1;100;100;"ALCANÇOU"
"PE";261220;"Salgueiro";;392;412;95,1456310679612;95,1;"ALCANÇOU"
"PE";261230;"Saloá";"X";;;;;"NÃO ALCANÇOU"
"PE";261240;"Sanharó";;31;32;96,875;96,9;"ALCANÇOU"
"PE";261245;"Santa Cruz";;42;43;97,6744186046512;97,7;"ALCANÇOU"
"PE";261247;"Santa Cruz da Baixa Verde";;10;10;100;100;"ALCANÇOU"
"PE";261250;"Santa Cruz do Capibaribe";;22;22;100;100;"ALCANÇOU"
"PE";261255;"Santa Filomena";;33;33;100;100;"ALCANÇOU"
"PE";261260;"Santa Maria da Boa Vista";;97;97;100;100;"ALCANÇOU"
"PE";261270;"Santa Maria do Cambucá";;7;7;100;100;"ALCANÇOU"
"PE";261280;"Santa Terezinha";;17;17;100;100;"ALCANÇOU"
"PE";261290;"São Benedito do Sul";;7;7;100;100;"ALCANÇOU"
"PE";261300;"São Bento do Una";;91;91;100;100;"ALCANÇOU"
"PE";261310;"São Caitano";;71;71;100;100;"ALCANÇOU"
"PE";261320;"São João";;7;7;100;100;"ALCANÇOU"
"PE";261330;"São Joaquim do Monte";;78;78;100;100;"ALCANÇOU"
"PE";261340;"São José da Coroa Grande";;8;8;100;100;"ALCANÇOU"
"PE";261350;"São José do Belmonte";;97;97;100;100;"ALCANÇOU"
"PE";261360;"São José do Egito";;147;147;100;100;"ALCANÇOU"
"PE";261370;"São Lourenço da Mata";;441;448;98,4375;98,4;"ALCANÇOU"
"PE";261380;"São Vicente Ferrer";;87;87;100;100;"ALCANÇOU"
"PE";261390;"Serra Talhada";;240;242;99,1735537190083;99,2;"ALCANÇOU"
"PE";261400;"Serrita";;39;39;100;100;"ALCANÇOU"
"PE";261410;"Sertânia";;123;123;100;100;"ALCANÇOU"
"PE";261420;"Sirinhaém";;12;12;100;100;"ALCANÇOU"
"PE";261430;"Moreilândia";;25;25;100;100;"ALCANÇOU"
"PE";261440;"Solidão";;13;13;100;100;"ALCANÇOU"
"PE";261450;"Surubim";;41;41;100;100;"ALCANÇOU"
"PE";261460;"Tabira";;28;28;100;100;"ALCANÇOU"
"PE";261470;"Tacaimbó";"X";;;;;"NÃO ALCANÇOU"
"PE";261480;"Tacaratu";;108;108;100;100;"ALCANÇOU"
"PE";261485;"Tamandaré";;3;3;100;100;"ALCANÇOU"
"PE";261500;"Taquaritinga do Norte";;6;6;100;100;"ALCANÇOU"
"PE";261510;"Terezinha";;35;35;100;100;"ALCANÇOU"
"PE";261520;"Terra Nova";;23;23;100;100;"ALCANÇOU"
"PE";261530;"Timbaúba";;99;100;99;99;"ALCANÇOU"
"PE";261540;"Toritama";;164;164;100;100;"ALCANÇOU"
"PE";261550;"Tracunhaém";;12;12;100;100;"ALCANÇOU"
"PE";261560;"Trindade";;142;142;100;100;"ALCANÇOU"
"PE";261570;"Triunfo";;8;8;100;100;"ALCANÇOU"
"PE";261580;"Tupanatinga";;22;22;100;100;"ALCANÇOU"
"PE";261590;"Tuparetama";;22;22;100;100;"ALCANÇOU"
"PE";261600;"Venturosa";;40;40;100;100;"ALCANÇOU"
