"UF";"COD_MUN";"NOME_MUN";"*Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"PI";220551;"Juazeiro do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220552;"Júlio Borges";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220553;"Jurema";;0;6;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220554;"Lagoinha do Piauí";;1;1;100;"SIM";100;"ALCANÇOU"
"PI";220555;"Lagoa Alegre";;0;3;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220556;"Lagoa do Barro do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220557;"Lagoa de São Francisco";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220558;"Lagoa do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220559;"Lagoa do Sítio";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220560;"Landri Sales";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220570;"Luís Correia";;13;21;61,9047619047619;"NÃO";61,9;"NÃO ALCANÇOU"
"PI";220580;"Luzilândia";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220585;"Madeiro";;5;5;100;"SIM";100;"ALCANÇOU"
"PI";220590;"Manoel Emídio";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220595;"Marcolândia";;2;2;100;"SIM";100;"ALCANÇOU"
"PI";220600;"Marcos Parente";;1;1;100;"SIM";100;"ALCANÇOU"
"PI";220605;"Massapê do Piauí";;5;8;62,5;"NÃO";62,5;"NÃO ALCANÇOU"
"PI";220610;"Matias Olímpio";;2;2;100;"SIM";100;"ALCANÇOU"
"PI";220620;"Miguel Alves";;0;33;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220630;"Miguel Leão";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220635;"Milton Brandão";;43;43;100;"SIM";100;"ALCANÇOU"
"PI";220640;"Monsenhor Gil";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220650;"Monsenhor Hipólito";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220660;"Monte Alegre do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220665;"Morro Cabeça no Tempo";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220667;"Morro do Chapéu do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220669;"Murici dos Portelas";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220670;"Nazaré do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220672;"Nazária";;5;5;100;"SIM";100;"ALCANÇOU"
"PI";220675;"Nossa Senhora de Nazaré";;2;2;100;"SIM";100;"ALCANÇOU"
"PI";220680;"Nossa Senhora dos Remédios";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220690;"Novo Oriente do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220695;"Novo Santo Antônio";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220700;"Oeiras";;3;4;75;"SIM";75;"ALCANÇOU"
"PI";220710;"Olho D'Água do Piauí";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220720;"Padre Marcos";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220730;"Paes Landim";;0;4;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220735;"Pajeú do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220740;"Palmeira do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220750;"Palmeirais";;5;0;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220755;"Paquetá";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220760;"Parnaguá";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220770;"Parnaíba";;161;193;83,419689119171;"SIM";83,4;"ALCANÇOU"
"PI";220775;"Passagem Franca do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220777;"Patos do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220779;"Pau D'Arco do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220780;"Paulistana";;1;1;100;"SIM";100;"ALCANÇOU"
"PI";220785;"Pavussu";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220790;"Pedro II";;1;3;33,3333333333333;"NÃO";33,3;"NÃO ALCANÇOU"
"PI";220793;"Pedro Laurentino";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220795;"Nova Santa Rita";;0;2;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220800;"Picos";;15;32;46,875;"NÃO";46,9;"NÃO ALCANÇOU"
"PI";220810;"Pimenteiras";;0;3;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220820;"Pio IX";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220830;"Piracuruca";;13;9;144,444444444444;"SIM";144,4;"ALCANÇOU"
"PI";220840;"Piripiri";;36;38;94,7368421052632;"SIM";94,7;"ALCANÇOU"
"PI";220850;"Porto";;3;3;100;"SIM";100;"ALCANÇOU"
"PI";220855;"Porto Alegre do Piauí";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220860;"Prata do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220865;"Queimada Nova";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220870;"Redenção do Gurguéia";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220880;"Regeneração";;0;15;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220885;"Riacho Frio";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220887;"Ribeira do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220890;"Ribeiro Gonçalves";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220900;"Rio Grande do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220910;"Santa Cruz do Piauí";;0;4;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220915;"Santa Cruz dos Milagres";;3;3;100;"SIM";100;"ALCANÇOU"
"PI";220920;"Santa Filomena";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220930;"Santa Luz";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220935;"Santana do Piauí";;2;2;100;"SIM";100;"ALCANÇOU"
"PI";220937;"Santa Rosa do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220940;"Santo Antônio de Lisboa";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220945;"Santo Antônio dos Milagres";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220950;"Santo Inácio do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220955;"São Braz do Piauí";;0;2;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220960;"São Félix do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220965;"São Francisco de Assis do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220970;"São Francisco do Piauí";;1;1;100;"SIM";100;"ALCANÇOU"
"PI";220975;"São Gonçalo do Gurguéia";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220980;"São Gonçalo do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220985;"São João da Canabrava";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220987;"São João da Fronteira";;0;11;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";220990;"São João da Serra";;3;4;75;"SIM";75;"ALCANÇOU"
"PI";220995;"São João da Varjota";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";220997;"São João do Arraial";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221000;"São João do Piauí";;2;15;13,3333333333333;"NÃO";13,3;"NÃO ALCANÇOU"
"PI";221005;"São José do Divino";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221010;"São José do Peixe";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221020;"São José do Piauí";;1;1;100;"SIM";100;"ALCANÇOU"
"PI";221030;"São Julião";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";221035;"São Lourenço do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221037;"São Luis do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221038;"São Miguel da Baixa Grande";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221039;"São Miguel do Fidalgo";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221040;"São Miguel do Tapuio";;3;8;37,5;"NÃO";37,5;"NÃO ALCANÇOU"
"PI";221050;"São Pedro do Piauí";;2;3;66,6666666666667;"NÃO";66,7;"NÃO ALCANÇOU"
"PI";221060;"São Raimundo Nonato";;27;64;42,1875;"NÃO";42,2;"NÃO ALCANÇOU"
"PI";221062;"Sebastião Barros";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221063;"Sebastião Leal";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221065;"Sigefredo Pacheco";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221070;"Simões";;6;10;60;"NÃO";60;"NÃO ALCANÇOU"
"PI";221080;"Simplício Mendes";;0;5;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";221090;"Socorro do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221093;"Sussuapara";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221095;"Tamboril do Piauí";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";221097;"Tanque do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221100;"Teresina";;236;512;46,09375;"NÃO";46,1;"NÃO ALCANÇOU"
"PI";221110;"União";;5;22;22,7272727272727;"NÃO";22,7;"NÃO ALCANÇOU"
"PI";221120;"Uruçuí";;6;6;100;"SIM";100;"ALCANÇOU"
"PI";221130;"Valença do Piauí";;1;5;20;"NÃO";20;"NÃO ALCANÇOU"
"PI";221135;"Várzea Branca";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"PI";221140;"Várzea Grande";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221150;"Vera Mendes";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221160;"Vila Nova do Piauí";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"PI";221170;"Wall Ferraz";;0;5;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230010;"Abaiara";;1;1;100;"SIM";100;"ALCANÇOU"
"CE";230015;"Acarape";;8;8;100;"SIM";100;"ALCANÇOU"
"CE";230020;"Acaraú";;41;45;91,1111111111111;"SIM";91,1;"ALCANÇOU"
"CE";230030;"Acopiara";;5;11;45,4545454545455;"NÃO";45,5;"NÃO ALCANÇOU"
"CE";230040;"Aiuaba";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230050;"Alcântaras";;5;9;55,5555555555556;"NÃO";55,6;"NÃO ALCANÇOU"
"CE";230060;"Altaneira";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230070;"Alto Santo";;4;6;66,6666666666667;"NÃO";66,7;"NÃO ALCANÇOU"
"CE";230075;"Amontada";;32;34;94,1176470588235;"SIM";94,1;"ALCANÇOU"
"CE";230080;"Antonina do Norte";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230090;"Apuiarés";;0;7;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230100;"Aquiraz";;298;515;57,8640776699029;"NÃO";57,9;"NÃO ALCANÇOU"
"CE";230110;"Aracati";;20;24;83,3333333333333;"SIM";83,3;"ALCANÇOU"
"CE";230120;"Aracoiaba";;0;18;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230125;"Ararendá";;0;13;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230130;"Araripe";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230140;"Aratuba";;11;11;100;"SIM";100;"ALCANÇOU"
"CE";230150;"Arneiroz";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230160;"Assaré";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230170;"Aurora";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230180;"Baixio";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230185;"Banabuiú";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230190;"Barbalha";;10;13;76,9230769230769;"SIM";76,9;"ALCANÇOU"
"CE";230195;"Barreira";;0;13;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230200;"Barro";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";230205;"Barroquinha";;16;18;88,8888888888889;"SIM";88,9;"ALCANÇOU"
"CE";230210;"Baturité";;5;6;83,3333333333333;"SIM";83,3;"ALCANÇOU"
"CE";230220;"Beberibe";;36;36;100;"SIM";100;"ALCANÇOU"
"CE";230230;"Bela Cruz";;21;21;100;"SIM";100;"ALCANÇOU"
"CE";230240;"Boa Viagem";;10;10;100;"SIM";100;"ALCANÇOU"
"CE";230250;"Brejo Santo";;23;25;92;"SIM";92;"ALCANÇOU"
"CE";230260;"Camocim";;25;25;100;"SIM";100;"ALCANÇOU"
"CE";230270;"Campos Sales";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230280;"Canindé";;21;22;95,4545454545455;"SIM";95,5;"ALCANÇOU"
"CE";230290;"Capistrano";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230300;"Caridade";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";230310;"Cariré";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";230320;"Caririaçu";;6;17;35,2941176470588;"NÃO";35,3;"NÃO ALCANÇOU"
"CE";230330;"Cariús";;12;12;100;"SIM";100;"ALCANÇOU"
"CE";230340;"Carnaubal";;14;14;100;"SIM";100;"ALCANÇOU"
"CE";230350;"Cascavel";;24;24;100;"SIM";100;"ALCANÇOU"
"CE";230360;"Catarina";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230365;"Catunda";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";230370;"Caucaia";;323;466;69,3133047210301;"NÃO";69,3;"NÃO ALCANÇOU"
"CE";230380;"Cedro";;25;25;100;"SIM";100;"ALCANÇOU"
"CE";230390;"Chaval";;2;4;50;"NÃO";50;"NÃO ALCANÇOU"
"CE";230393;"Choró";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230395;"Chorozinho";;5;10;50;"NÃO";50;"NÃO ALCANÇOU"
"CE";230400;"Coreaú";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";230410;"Crateús";;14;23;60,8695652173913;"NÃO";60,9;"NÃO ALCANÇOU"
"CE";230420;"Crato";;45;45;100;"SIM";100;"ALCANÇOU"
"CE";230423;"Croatá";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";230425;"Cruz";;10;10;100;"SIM";100;"ALCANÇOU"
"CE";230426;"Deputado Irapuan Pinheiro";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230427;"Ererê";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";230428;"Eusébio";;8;11;72,7272727272727;"SIM";72,7;"ALCANÇOU"
"CE";230430;"Farias Brito";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230435;"Forquilha";;8;15;53,3333333333333;"NÃO";53,3;"NÃO ALCANÇOU"
"CE";230440;"Fortaleza";;978;2157;45,3407510431154;"NÃO";45,3;"NÃO ALCANÇOU"
"CE";230445;"Fortim";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";230450;"Frecheirinha";;0;4;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230460;"General Sampaio";;6;6;100;"SIM";100;"ALCANÇOU"
"CE";230465;"Graça";;23;23;100;"SIM";100;"ALCANÇOU"
"CE";230470;"Granja";;33;33;100;"SIM";100;"ALCANÇOU"
"CE";230480;"Granjeiro";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230490;"Groaíras";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230495;"Guaiúba";;17;17;100;"SIM";100;"ALCANÇOU"
"CE";230500;"Guaraciaba do Norte";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230510;"Guaramiranga";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230520;"Hidrolândia";;1;16;6,25;"NÃO";6,2;"NÃO ALCANÇOU"
"CE";230523;"Horizonte";;60;60;100;"SIM";100;"ALCANÇOU"
"CE";230526;"Ibaretama";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230530;"Ibiapina";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230533;"Ibicuitinga";;1;4;25;"NÃO";25;"NÃO ALCANÇOU"
"CE";230535;"Icapuí";;18;18;100;"SIM";100;"ALCANÇOU"
"CE";230540;"Icó";;20;25;80;"SIM";80;"ALCANÇOU"
"CE";230550;"Iguatu";;18;23;78,2608695652174;"SIM";78,3;"ALCANÇOU"
"CE";230560;"Independência";;0;2;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230565;"Ipaporanga";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230570;"Ipaumirim";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";230580;"Ipu";;0;4;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230590;"Ipueiras";;0;10;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230600;"Iracema";;1;1;100;"SIM";100;"ALCANÇOU"
"CE";230610;"Irauçuba";;8;8;100;"SIM";100;"ALCANÇOU"
"CE";230620;"Itaiçaba";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";230625;"Itaitinga";;1596;1623;98,3364140480592;"SIM";98,3;"ALCANÇOU"
"CE";230630;"Itapagé";;40;44;90,9090909090909;"SIM";90,9;"ALCANÇOU"
"CE";230640;"Itapipoca";;20;54;37,037037037037;"NÃO";37;"NÃO ALCANÇOU"
"CE";230650;"Itapiúna";;0;3;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230655;"Itarema";;15;15;100;"SIM";100;"ALCANÇOU"
"CE";230660;"Itatira";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";230670;"Jaguaretama";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";230680;"Jaguaribara";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230690;"Jaguaribe";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230700;"Jaguaruana";;4;4;100;"SIM";100;"ALCANÇOU"
"CE";230710;"Jardim";;4;4;100;"SIM";100;"ALCANÇOU"
"CE";230720;"Jati";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230725;"Jijoca de Jericoacoara";;14;26;53,8461538461538;"NÃO";53,8;"NÃO ALCANÇOU"
"CE";230730;"Juazeiro do Norte";;75;143;52,4475524475524;"NÃO";52,4;"NÃO ALCANÇOU"
"CE";230740;"Jucás";;1;1;100;"SIM";100;"ALCANÇOU"
"CE";230750;"Lavras da Mangabeira";;0;5;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230760;"Limoeiro do Norte";;9;10;90;"SIM";90;"ALCANÇOU"
"CE";230763;"Madalena";;0;3;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230765;"Maracanaú";;132;166;79,5180722891566;"SIM";79,5;"ALCANÇOU"
"CE";230770;"Maranguape";;80;97;82,4742268041237;"SIM";82,5;"ALCANÇOU"
"CE";230780;"Marco";;16;16;100;"SIM";100;"ALCANÇOU"
"CE";230790;"Martinópole";;12;12;100;"SIM";100;"ALCANÇOU"
"CE";230800;"Massapê";;7;11;63,6363636363636;"NÃO";63,6;"NÃO ALCANÇOU"
"CE";230810;"Mauriti";;17;17;100;"SIM";100;"ALCANÇOU"
"CE";230820;"Meruoca";;14;19;73,6842105263158;"SIM";73,7;"ALCANÇOU"
"CE";230830;"Milagres";;12;12;100;"SIM";100;"ALCANÇOU"
"CE";230835;"Milhã";;12;12;100;"SIM";100;"ALCANÇOU"
"CE";230837;"Miraíma";;20;20;100;"SIM";100;"ALCANÇOU"
"CE";230840;"Missão Velha";;4;4;100;"SIM";100;"ALCANÇOU"
"CE";230850;"Mombaça";;10;10;100;"SIM";100;"ALCANÇOU"
"CE";230860;"Monsenhor Tabosa";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230870;"Morada Nova";;8;26;30,7692307692308;"NÃO";30,8;"NÃO ALCANÇOU"
"CE";230880;"Moraújo";;0;14;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230890;"Morrinhos";;4;4;100;"SIM";100;"ALCANÇOU"
"CE";230900;"Mucambo";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";230910;"Mulungu";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";230920;"Nova Olinda";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";230930;"Nova Russas";;26;26;100;"SIM";100;"ALCANÇOU"
"CE";230940;"Novo Oriente";;23;23;100;"SIM";100;"ALCANÇOU"
"CE";230945;"Ocara";;19;19;100;"SIM";100;"ALCANÇOU"
"CE";230950;"Orós";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";230960;"Pacajus";;32;48;66,6666666666667;"NÃO";66,7;"NÃO ALCANÇOU"
"CE";230970;"Pacatuba";;248;249;99,5983935742972;"SIM";99,6;"ALCANÇOU"
"CE";230980;"Pacoti";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";230990;"Pacujá";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231000;"Palhano";;2;4;50;"NÃO";50;"NÃO ALCANÇOU"
"CE";231010;"Palmácia";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231020;"Paracuru";;52;52;100;"SIM";100;"ALCANÇOU"
"CE";231025;"Paraipaba";;2;11;18,1818181818182;"NÃO";18,2;"NÃO ALCANÇOU"
"CE";231030;"Parambu";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";231040;"Paramoti";;11;11;100;"SIM";100;"ALCANÇOU"
"CE";231050;"Pedra Branca";;9;9;100;"SIM";100;"ALCANÇOU"
"CE";231060;"Penaforte";;10;10;100;"SIM";100;"ALCANÇOU"
"CE";231070;"Pentecoste";;7;9;77,7777777777778;"SIM";77,8;"ALCANÇOU"
"CE";231080;"Pereiro";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";231085;"Pindoretama";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";231090;"Piquet Carneiro";;8;8;100;"SIM";100;"ALCANÇOU"
"CE";231095;"Pires Ferreira";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";231100;"Poranga";;10;10;100;"SIM";100;"ALCANÇOU"
"CE";231110;"Porteiras";;5;5;100;"SIM";100;"ALCANÇOU"
"CE";231120;"Potengi";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231123;"Potiretama";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231126;"Quiterianópolis";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231130;"Quixadá";;23;26;88,4615384615385;"SIM";88,5;"ALCANÇOU"
"CE";231135;"Quixelô";;0;0;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";231140;"Quixeramobim";;55;60;91,6666666666667;"SIM";91,7;"ALCANÇOU"
"CE";231150;"Quixeré";;3;3;100;"SIM";100;"ALCANÇOU"
"CE";231160;"Redenção";;12;12;100;"SIM";100;"ALCANÇOU"
"CE";231170;"Reriutaba";;15;15;100;"SIM";100;"ALCANÇOU"
"CE";231180;"Russas";;31;43;72,0930232558139;"SIM";72,1;"ALCANÇOU"
"CE";231190;"Saboeiro";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231195;"Salitre";;0;10;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";231200;"Santana do Acaraú";;19;19;100;"SIM";100;"ALCANÇOU"
"CE";231210;"Santana do Cariri";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231220;"Santa Quitéria";;7;7;100;"SIM";100;"ALCANÇOU"
"CE";231230;"São Benedito";;16;18;88,8888888888889;"SIM";88,9;"ALCANÇOU"
"CE";231240;"São Gonçalo do Amarante";;28;28;100;"SIM";100;"ALCANÇOU"
"CE";231250;"São João do Jaguaribe";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231260;"São Luís do Curu";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";231270;"Senador Pompeu";;15;15;100;"SIM";100;"ALCANÇOU"
"CE";231280;"Senador Sá";;0;1;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";231290;"Sobral";;205;223;91,9282511210762;"SIM";91,9;"ALCANÇOU"
"CE";231300;"Solonópole";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231310;"Tabuleiro do Norte";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231320;"Tamboril";;11;11;100;"SIM";100;"ALCANÇOU"
"CE";231325;"Tarrafas";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231330;"Tauá";;8;8;100;"SIM";100;"ALCANÇOU"
"CE";231335;"Tejuçuoca";;12;15;80;"SIM";80;"ALCANÇOU"
"CE";231340;"Tianguá";;27;28;96,4285714285714;"SIM";96,4;"ALCANÇOU"
"CE";231350;"Trairi";;17;22;77,2727272727273;"SIM";77,3;"ALCANÇOU"
"CE";231355;"Tururu";;9;9;100;"SIM";100;"ALCANÇOU"
"CE";231360;"Ubajara";;2;2;100;"SIM";100;"ALCANÇOU"
"CE";231370;"Umari";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231375;"Umirim";;36;38;94,7368421052632;"SIM";94,7;"ALCANÇOU"
"CE";231380;"Uruburetama";;11;11;100;"SIM";100;"ALCANÇOU"
"CE";231390;"Uruoca";;6;6;100;"SIM";100;"ALCANÇOU"
"CE";231395;"Varjota";;0;6;0;"NÃO";0;"NÃO ALCANÇOU"
"CE";231400;"Várzea Alegre";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
"CE";231410;"Viçosa do Ceará";;7;7;100;"SIM";100;"ALCANÇOU"
"RN";240010;"Acari";"x";;;;"NÃO SE APLICA";;"NÃO ALCANÇOU"
