"UF";"COD_MUN";"NOME_MUN";"META_IND_1";"META_IND_2";"META_IND_3";"META_IND_4";"META_IND_5";"META_IND_6";"META_IND_12";"META_IND_14"
"BA";"293000";"Sebastião Laranjeiras";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293010";"Senhor do Bonfim";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293020";"Sento Sé";"NÃO ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293030";"Serra Dourada";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293040";"Serra Preta";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293015";"Serra do Ramalho";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293050";"Serrinha";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293060";"Serrolândia";"ALCANÇOU";"NÃO ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293070";"Simões Filho";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293077";"Sobradinho";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293080";"Souto Soares";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"292970";"Sátiro Dias";"NÃO ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"292890";"São Desidério";"NÃO ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"292895";"São Domingos";"ALCANÇOU";"NÃO ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"292910";"São Felipe";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"292920";"São Francisco do Conde";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"292900";"São Félix";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"292905";"São Félix do Coribe";"NÃO ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"292925";"São Gabriel";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"292930";"São Gonçalo dos Campos";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"292935";"São José da Vitória";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"292937";"São José do Jacuípe";"NÃO ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"292940";"São Miguel das Matas";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"292950";"São Sebastião do Passé";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293075";"Sítio do Mato";"NÃO ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293076";"Sítio do Quinto";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293090";"Tabocas do Brejo Velho";"NÃO ALCANÇOU";"NÃO ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293100";"Tanhaçu";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293105";"Tanque Novo";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293110";"Tanquinho";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293120";"Taperoá";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293130";"Tapiramutá";"ALCANÇOU";"NÃO ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293135";"Teixeira de Freitas";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293140";"Teodoro Sampaio";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293150";"Teofilândia";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293160";"Teolândia";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293170";"Terra Nova";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293180";"Tremedal";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293190";"Tucano";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293200";"Uauá";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293220";"Ubaitaba";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293230";"Ubatã";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293210";"Ubaíra";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293240";"Uibaí";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293245";"Umburanas";"NÃO ALCANÇOU";"NÃO ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293250";"Una";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293260";"Urandi";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293270";"Uruçuca";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293280";"Utinga";"NÃO ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293300";"Valente";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293290";"Valença";"ALCANÇOU";"NÃO ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293317";"Varzedo";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293320";"Vera Cruz";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293325";"Vereda";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293330";"Vitória da Conquista";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293315";"Várzea Nova";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293305";"Várzea da Roça";"NÃO ALCANÇOU";"NÃO ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293310";"Várzea do Poço";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293340";"Wagner";"NÃO ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU"
"BA";"293345";"Wanderley";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"293350";"Wenceslau Guimarães";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"293360";"Xique-Xique";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"NÃO ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"290040";"Água Fria";"ALCANÇOU";"ALCANÇOU";;"ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU";"ALCANÇOU";"NÃO ALCANÇOU"
"BA";"290050";"Érico Cardoso";"ALCANÇOU";"ALCANÇOU";;"NÃO ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU";"ALCANÇOU"
"BA";"290010";;;;"ALCANÇOU";;;;;
"BA";"290020";;;;"ALCANÇOU";;;;;
"BA";"290030";;;;"NÃO ALCANÇOU";;;;;
"BA";"290035";;;;"ALCANÇOU";;;;;
"BA";"290040";;;;"ALCANÇOU";;;;;
"BA";"290050";;;;"ALCANÇOU";;;;;
"BA";"290060";;;;"ALCANÇOU";;;;;
"BA";"290070";;;;"ALCANÇOU";;;;;
"BA";"290080";;;;"ALCANÇOU";;;;;
"BA";"290090";;;;"ALCANÇOU";;;;;
"BA";"290100";;;;"ALCANÇOU";;;;;
"BA";"290110";;;;"ALCANÇOU";;;;;
"BA";"290115";;;;"ALCANÇOU";;;;;
"BA";"290120";;;;"NÃO ALCANÇOU";;;;;
"BA";"290130";;;;"ALCANÇOU";;;;;
"BA";"290135";;;;"ALCANÇOU";;;;;
"BA";"290140";;;;"ALCANÇOU";;;;;
"BA";"290150";;;;"NÃO ALCANÇOU";;;;;
"BA";"290160";;;;"ALCANÇOU";;;;;
"BA";"290170";;;;"ALCANÇOU";;;;;
"BA";"290180";;;;"ALCANÇOU";;;;;
"BA";"290190";;;;"NÃO ALCANÇOU";;;;;
"BA";"290195";;;;"ALCANÇOU";;;;;
"BA";"290200";;;;"ALCANÇOU";;;;;
"BA";"290205";;;;"ALCANÇOU";;;;;
"BA";"290210";;;;"ALCANÇOU";;;;;
"BA";"290220";;;;"NÃO ALCANÇOU";;;;;
"BA";"290225";;;;"ALCANÇOU";;;;;
"BA";"290230";;;;"NÃO ALCANÇOU";;;;;
"BA";"290240";;;;"ALCANÇOU";;;;;
"BA";"290250";;;;"ALCANÇOU";;;;;
"BA";"290260";;;;"ALCANÇOU";;;;;
"BA";"290265";;;;"ALCANÇOU";;;;;
"BA";"290270";;;;"ALCANÇOU";;;;;
"BA";"290280";;;;"ALCANÇOU";;;;;
"BA";"290290";;;;"ALCANÇOU";;;;;
"BA";"290300";;;;"ALCANÇOU";;;;;
"BA";"290310";;;;"ALCANÇOU";;;;;
"BA";"290320";;;;"NÃO ALCANÇOU";;;;;
"BA";"290323";;;;"ALCANÇOU";;;;;
"BA";"290327";;;;"ALCANÇOU";;;;;
"BA";"290330";;;;"NÃO ALCANÇOU";;;;;
"BA";"290340";;;;"ALCANÇOU";;;;;
"BA";"290350";;;;"ALCANÇOU";;;;;
"BA";"290360";;;;"NÃO ALCANÇOU";;;;;
"BA";"290370";;;;"NÃO ALCANÇOU";;;;;
"BA";"290380";;;;"ALCANÇOU";;;;;
"BA";"290390";;;;"ALCANÇOU";;;;;
"BA";"290395";;;;"ALCANÇOU";;;;;
"BA";"290400";;;;"ALCANÇOU";;;;;
"BA";"290405";;;;"NÃO ALCANÇOU";;;;;
"BA";"290410";;;;"ALCANÇOU";;;;;
"BA";"290420";;;;"ALCANÇOU";;;;;
"BA";"290430";;;;"ALCANÇOU";;;;;
"BA";"290440";;;;"NÃO ALCANÇOU";;;;;
"BA";"290450";;;;"ALCANÇOU";;;;;
"BA";"290460";;;;"ALCANÇOU";;;;;
"BA";"290470";;;;"NÃO ALCANÇOU";;;;;
"BA";"290475";;;;"ALCANÇOU";;;;;
"BA";"290480";;;;"ALCANÇOU";;;;;
"BA";"290485";;;;"ALCANÇOU";;;;;
"BA";"290490";;;;"ALCANÇOU";;;;;
"BA";"290500";;;;"NÃO ALCANÇOU";;;;;
"BA";"290510";;;;"ALCANÇOU";;;;;
"BA";"290515";;;;"ALCANÇOU";;;;;
"BA";"290520";;;;"ALCANÇOU";;;;;
"BA";"290530";;;;"ALCANÇOU";;;;;
"BA";"290540";;;;"NÃO ALCANÇOU";;;;;
"BA";"290550";;;;"ALCANÇOU";;;;;
"BA";"290560";;;;"NÃO ALCANÇOU";;;;;
"BA";"290570";;;;"ALCANÇOU";;;;;
"BA";"290580";;;;"ALCANÇOU";;;;;
"BA";"290590";;;;"ALCANÇOU";;;;;
"BA";"290600";;;;"ALCANÇOU";;;;;
"BA";"290610";;;;"NÃO ALCANÇOU";;;;;
"BA";"290620";;;;"ALCANÇOU";;;;;
"BA";"290630";;;;"ALCANÇOU";;;;;
"BA";"290640";;;;"ALCANÇOU";;;;;
"BA";"290650";;;;"ALCANÇOU";;;;;
"BA";"290660";;;;"ALCANÇOU";;;;;
"BA";"290670";;;;"ALCANÇOU";;;;;
"BA";"290680";;;;"ALCANÇOU";;;;;
"BA";"290682";;;;"ALCANÇOU";;;;;
"BA";"290685";;;;"ALCANÇOU";;;;;
"BA";"290687";;;;"ALCANÇOU";;;;;
"BA";"290689";;;;"ALCANÇOU";;;;;
"BA";"290690";;;;"ALCANÇOU";;;;;
"BA";"290700";;;;"ALCANÇOU";;;;;
"BA";"290710";;;;"NÃO ALCANÇOU";;;;;
"BA";"290720";;;;"ALCANÇOU";;;;;
"BA";"290730";;;;"ALCANÇOU";;;;;
"BA";"290740";;;;"ALCANÇOU";;;;;
"BA";"290750";;;;"ALCANÇOU";;;;;
"BA";"290755";;;;"ALCANÇOU";;;;;
"BA";"290760";;;;"ALCANÇOU";;;;;
"BA";"290770";;;;"ALCANÇOU";;;;;
"BA";"290780";;;;"ALCANÇOU";;;;;
"BA";"290790";;;;"NÃO ALCANÇOU";;;;;
"BA";"290800";;;;"ALCANÇOU";;;;;
"BA";"290810";;;;"ALCANÇOU";;;;;
"BA";"290820";;;;"ALCANÇOU";;;;;
"BA";"290830";;;;"ALCANÇOU";;;;;
"BA";"290840";;;;"ALCANÇOU";;;;;
"BA";"290850";;;;"ALCANÇOU";;;;;
"BA";"290860";;;;"ALCANÇOU";;;;;
"BA";"290870";;;;"ALCANÇOU";;;;;
"BA";"290880";;;;"ALCANÇOU";;;;;
"BA";"290890";;;;"NÃO ALCANÇOU";;;;;
"BA";"290900";;;;"ALCANÇOU";;;;;
"BA";"290910";;;;"ALCANÇOU";;;;;
"BA";"290920";;;;"ALCANÇOU";;;;;
"BA";"290930";;;;"NÃO ALCANÇOU";;;;;
"BA";"290940";;;;"NÃO ALCANÇOU";;;;;
"BA";"290950";;;;"ALCANÇOU";;;;;
"BA";"290960";;;;"ALCANÇOU";;;;;
"BA";"290970";;;;"ALCANÇOU";;;;;
"BA";"290980";;;;"ALCANÇOU";;;;;
"BA";"290990";;;;"ALCANÇOU";;;;;
"BA";"291000";;;;"ALCANÇOU";;;;;
"BA";"291005";;;;"ALCANÇOU";;;;;
"BA";"291010";;;;"ALCANÇOU";;;;;
"BA";"291020";;;;"ALCANÇOU";;;;;
"BA";"291030";;;;"ALCANÇOU";;;;;
"BA";"291040";;;;"ALCANÇOU";;;;;
"BA";"291050";;;;"ALCANÇOU";;;;;
"BA";"291060";;;;"ALCANÇOU";;;;;
"BA";"291070";;;;"ALCANÇOU";;;;;
"BA";"291072";;;;"ALCANÇOU";;;;;
"BA";"291075";;;;"ALCANÇOU";;;;;
"BA";"291077";;;;"ALCANÇOU";;;;;
"BA";"291080";;;;"ALCANÇOU";;;;;
"BA";"291085";;;;"ALCANÇOU";;;;;
"BA";"291090";;;;"ALCANÇOU";;;;;
"BA";"291100";;;;"ALCANÇOU";;;;;
"BA";"291110";;;;"NÃO ALCANÇOU";;;;;
"BA";"291120";;;;"ALCANÇOU";;;;;
"BA";"291125";;;;"ALCANÇOU";;;;;
"BA";"291130";;;;"ALCANÇOU";;;;;
"BA";"291140";;;;"NÃO ALCANÇOU";;;;;
"BA";"291150";;;;"ALCANÇOU";;;;;
"BA";"291160";;;;"ALCANÇOU";;;;;
"BA";"291165";;;;"ALCANÇOU";;;;;
"BA";"291170";;;;"ALCANÇOU";;;;;
"BA";"291180";;;;"NÃO ALCANÇOU";;;;;
"BA";"291185";;;;"ALCANÇOU";;;;;
"BA";"291190";;;;"ALCANÇOU";;;;;
"BA";"291200";;;;"ALCANÇOU";;;;;
"BA";"291210";;;;"ALCANÇOU";;;;;
"BA";"291220";;;;"ALCANÇOU";;;;;
"BA";"291230";;;;"ALCANÇOU";;;;;
"BA";"291240";;;;"NÃO ALCANÇOU";;;;;
"BA";"291250";;;;"ALCANÇOU";;;;;
"BA";"291260";;;;"ALCANÇOU";;;;;
"BA";"291270";;;;"ALCANÇOU";;;;;
"BA";"291280";;;;"ALCANÇOU";;;;;
"BA";"291290";;;;"ALCANÇOU";;;;;
"BA";"291300";;;;"ALCANÇOU";;;;;
"BA";"291310";;;;"ALCANÇOU";;;;;
"BA";"291320";;;;"ALCANÇOU";;;;;
"BA";"291330";;;;"ALCANÇOU";;;;;
"BA";"291340";;;;"NÃO ALCANÇOU";;;;;
"BA";"291345";;;;"ALCANÇOU";;;;;
"BA";"291350";;;;"ALCANÇOU";;;;;
"BA";"291360";;;;"ALCANÇOU";;;;;
"BA";"291370";;;;"NÃO ALCANÇOU";;;;;
"BA";"291380";;;;"ALCANÇOU";;;;;
"BA";"291390";;;;"ALCANÇOU";;;;;
"BA";"291400";;;;"ALCANÇOU";;;;;
"BA";"291410";;;;"NÃO ALCANÇOU";;;;;
"BA";"291420";;;;"ALCANÇOU";;;;;
"BA";"291430";;;;"ALCANÇOU";;;;;
"BA";"291440";;;;"ALCANÇOU";;;;;
"BA";"291450";;;;"ALCANÇOU";;;;;
"BA";"291460";;;;"ALCANÇOU";;;;;
"BA";"291465";;;;"ALCANÇOU";;;;;
"BA";"291470";;;;"ALCANÇOU";;;;;
"BA";"291480";;;;"ALCANÇOU";;;;;
"BA";"291490";;;;"NÃO ALCANÇOU";;;;;
"BA";"291500";;;;"ALCANÇOU";;;;;
"BA";"291510";;;;"ALCANÇOU";;;;;
"BA";"291520";;;;"ALCANÇOU";;;;;
"BA";"291530";;;;"NÃO ALCANÇOU";;;;;
"BA";"291535";;;;"ALCANÇOU";;;;;
"BA";"291540";;;;"ALCANÇOU";;;;;
"BA";"291550";;;;"ALCANÇOU";;;;;
"BA";"291560";;;;"NÃO ALCANÇOU";;;;;
"BA";"291570";;;;"NÃO ALCANÇOU";;;;;
"BA";"291580";;;;"ALCANÇOU";;;;;
"BA";"291590";;;;"ALCANÇOU";;;;;
"BA";"291600";;;;"ALCANÇOU";;;;;
"BA";"291610";;;;"ALCANÇOU";;;;;
"BA";"291620";;;;"ALCANÇOU";;;;;
"BA";"291630";;;;"ALCANÇOU";;;;;
"BA";"291640";;;;"ALCANÇOU";;;;;
"BA";"291650";;;;"ALCANÇOU";;;;;
"BA";"291660";;;;"NÃO ALCANÇOU";;;;;
"BA";"291670";;;;"ALCANÇOU";;;;;
"BA";"291680";;;;"ALCANÇOU";;;;;
"BA";"291685";;;;"ALCANÇOU";;;;;
"BA";"291690";;;;"ALCANÇOU";;;;;
"BA";"291700";;;;"ALCANÇOU";;;;;
"BA";"291710";;;;"ALCANÇOU";;;;;
"BA";"291720";;;;"ALCANÇOU";;;;;
"BA";"291730";;;;"ALCANÇOU";;;;;
"BA";"291733";;;;"ALCANÇOU";;;;;
"BA";"291735";;;;"ALCANÇOU";;;;;
"BA";"291740";;;;"ALCANÇOU";;;;;
"BA";"291750";;;;"ALCANÇOU";;;;;
"BA";"291760";;;;"ALCANÇOU";;;;;
"BA";"291770";;;;"ALCANÇOU";;;;;
"BA";"291780";;;;"ALCANÇOU";;;;;
"BA";"291790";;;;"ALCANÇOU";;;;;
"BA";"291800";;;;"ALCANÇOU";;;;;
"BA";"291810";;;;"NÃO ALCANÇOU";;;;;
"BA";"291820";;;;"ALCANÇOU";;;;;
"BA";"291830";;;;"ALCANÇOU";;;;;
"BA";"291835";;;;"NÃO ALCANÇOU";;;;;
"BA";"291840";;;;"ALCANÇOU";;;;;
"BA";"291845";;;;"ALCANÇOU";;;;;
"BA";"291850";;;;"ALCANÇOU";;;;;
"BA";"291855";;;;"ALCANÇOU";;;;;
"BA";"291860";;;;"ALCANÇOU";;;;;
"BA";"291870";;;;"ALCANÇOU";;;;;
"BA";"291875";;;;"ALCANÇOU";;;;;
"BA";"291880";;;;"ALCANÇOU";;;;;
"BA";"291890";;;;"ALCANÇOU";;;;;
"BA";"291900";;;;"NÃO ALCANÇOU";;;;;
"BA";"291905";;;;"NÃO ALCANÇOU";;;;;
"BA";"291910";;;;"ALCANÇOU";;;;;
"BA";"291915";;;;"ALCANÇOU";;;;;
"BA";"291920";;;;"ALCANÇOU";;;;;
"BA";"291930";;;;"ALCANÇOU";;;;;
"BA";"291940";;;;"ALCANÇOU";;;;;
"BA";"291950";;;;"ALCANÇOU";;;;;
"BA";"291955";;;;"NÃO ALCANÇOU";;;;;
"BA";"291960";;;;"ALCANÇOU";;;;;
"BA";"291970";;;;"ALCANÇOU";;;;;
"BA";"291980";;;;"ALCANÇOU";;;;;
"BA";"291990";;;;"NÃO ALCANÇOU";;;;;
"BA";"291992";;;;"ALCANÇOU";;;;;
"BA";"291995";;;;"ALCANÇOU";;;;;
"BA";"292000";;;;"ALCANÇOU";;;;;
"BA";"292010";;;;"NÃO ALCANÇOU";;;;;
"BA";"292020";;;;"ALCANÇOU";;;;;
"BA";"292030";;;;"NÃO ALCANÇOU";;;;;
"BA";"292040";;;;"ALCANÇOU";;;;;
"BA";"292045";;;;"ALCANÇOU";;;;;
"BA";"292050";;;;"ALCANÇOU";;;;;
"BA";"292060";;;;"ALCANÇOU";;;;;
"BA";"292070";;;;"ALCANÇOU";;;;;
"BA";"292080";;;;"ALCANÇOU";;;;;
"BA";"292090";;;;"ALCANÇOU";;;;;
"BA";"292100";;;;"ALCANÇOU";;;;;
"BA";"292105";;;;"ALCANÇOU";;;;;
"BA";"292110";;;;"ALCANÇOU";;;;;
"BA";"292120";;;;"ALCANÇOU";;;;;
"BA";"292130";;;;"ALCANÇOU";;;;;
"BA";"292140";;;;"ALCANÇOU";;;;;
"BA";"292145";;;;"ALCANÇOU";;;;;
"BA";"292150";;;;"ALCANÇOU";;;;;
"BA";"292160";;;;"ALCANÇOU";;;;;
"BA";"292170";;;;"ALCANÇOU";;;;;
"BA";"292180";;;;"ALCANÇOU";;;;;
"BA";"292190";;;;"ALCANÇOU";;;;;
"BA";"292200";;;;"ALCANÇOU";;;;;
"BA";"292205";;;;"ALCANÇOU";;;;;
"BA";"292210";;;;"ALCANÇOU";;;;;
"BA";"292220";;;;"ALCANÇOU";;;;;
"BA";"292225";;;;"NÃO ALCANÇOU";;;;;
"BA";"292230";;;;"ALCANÇOU";;;;;
"BA";"292240";;;;"ALCANÇOU";;;;;
"BA";"292250";;;;"ALCANÇOU";;;;;
"BA";"292260";;;;"NÃO ALCANÇOU";;;;;
"BA";"292265";;;;"ALCANÇOU";;;;;
"BA";"292270";;;;"ALCANÇOU";;;;;
"BA";"292273";;;;"NÃO ALCANÇOU";;;;;
"BA";"292275";;;;"ALCANÇOU";;;;;
"BA";"292280";;;;"ALCANÇOU";;;;;
"BA";"292285";;;;"NÃO ALCANÇOU";;;;;
"BA";"292290";;;;"ALCANÇOU";;;;;
