"Região";"UF";"COD_MUN";"Município";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"Sudeste";"MG";316790;"Tabuleiro";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";316800;"Taiobeiras";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316805;"Taparuba";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316810;"Tapira";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"MG";316820;"Tapiraí";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316830;"Taquaraçu de Minas";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316840;"Tarumirim";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316850;"Teixeiras";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"MG";316860;"Teófilo Otoni";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316870;"Timóteo";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";316880;"Tiradentes";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316890;"Tiros";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316900;"Tocantins";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316905;"Tocos do Moji";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316910;"Toledo";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316920;"Tombos";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316930;"Três Corações";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316935;"Três Marias";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"MG";316940;"Três Pontas";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316950;"Tumiritinga";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316960;"Tupaciguara";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";316970;"Turmalina";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316980;"Turvolândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";316990;"Ubá";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317000;"Ubaí";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317005;"Ubaporanga";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317010;"Uberaba";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"MG";317020;"Uberlândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317030;"Umburatiba";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"MG";317040;"Unaí";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317043;"União de Minas";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317047;"Uruana de Minas";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";317050;"Urucânia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317052;"Urucuia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317057;"Vargem Alegre";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317060;"Vargem Bonita";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";317065;"Vargem Grande do Rio Pardo";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317070;"Varginha";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317075;"Varjão de Minas";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"MG";317080;"Várzea da Palma";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317090;"Varzelândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317100;"Vazante";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317103;"Verdelândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317107;"Veredinha";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"MG";317110;"Veríssimo";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317115;"Vermelho Novo";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317120;"Vespasiano";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"MG";317130;"Viçosa";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"MG";317140;"Vieiras";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";317150;"Mathias Lobato";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317160;"Virgem da Lapa";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"MG";317170;"Virgínia";4;4;1;100;"ALCANÇOU"
"Sudeste";"MG";317180;"Virginópolis";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";317190;"Virgolândia";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"MG";317200;"Visconde do Rio Branco";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317210;"Volta Grande";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"MG";317220;"Wenceslau Braz";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320010;"Afonso Cláudio";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320013;"Águia Branca";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320016;"Água Doce do Norte";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320020;"Alegre";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320030;"Alfredo Chaves";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320035;"Alto Rio Novo";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320040;"Anchieta";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320050;"Apiacá";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320060;"Aracruz";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320070;"Atílio Vivacqua";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320080;"Baixo Guandu";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320090;"Barra de São Francisco";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320100;"Boa Esperança";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320110;"Bom Jesus do Norte";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320115;"Brejetuba";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320120;"Cachoeiro de Itapemirim";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320130;"Cariacica";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320140;"Castelo";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320150;"Colatina";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320160;"Conceição da Barra";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320170;"Conceição do Castelo";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320180;"Divino de São Lourenço";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320190;"Domingos Martins";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320200;"Dores do Rio Preto";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320210;"Ecoporanga";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320220;"Fundão";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320225;"Governador Lindenberg";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320230;"Guaçuí";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320240;"Guarapari";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320245;"Ibatiba";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320250;"Ibiraçu";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320255;"Ibitirama";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320260;"Iconha";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320265;"Irupi";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320270;"Itaguaçu";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320280;"Itapemirim";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320290;"Itarana";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320300;"Iúna";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320305;"Jaguaré";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320310;"Jerônimo Monteiro";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320313;"João Neiva";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320316;"Laranja da Terra";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320320;"Linhares";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320330;"Mantenópolis";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320332;"Marataízes";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320334;"Marechal Floriano";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320335;"Marilândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320340;"Mimoso do Sul";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320350;"Montanha";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320360;"Mucurici";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320370;"Muniz Freire";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320380;"Muqui";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320390;"Nova Venécia";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320400;"Pancas";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320405;"Pedro Canário";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320410;"Pinheiros";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320420;"Piúma";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320425;"Ponto Belo";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320430;"Presidente Kennedy";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320435;"Rio Bananal";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320440;"Rio Novo do Sul";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320450;"Santa Leopoldina";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320455;"Santa Maria de Jetibá";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320460;"Santa Teresa";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320465;"São Domingos do Norte";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320470;"São Gabriel da Palha";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320480;"São José do Calçado";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320490;"São Mateus";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"ES";320495;"São Roque do Canaã";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320500;"Serra";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320501;"Sooretama";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320503;"Vargem Alta";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320506;"Venda Nova do Imigrante";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320510;"Viana";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"ES";320515;"Vila Pavão";4;4;1;100;"ALCANÇOU"
"Sudeste";"ES";320517;"Vila Valério";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"ES";320520;"Vila Velha";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"ES";320530;"Vitória";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330010;"Angra dos Reis";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330015;"Aperibé";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330020;"Araruama";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330022;"Areal";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330023;"Armação dos Búzios";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330025;"Arraial do Cabo";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330030;"Barra do Piraí";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330040;"Barra Mansa";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330045;"Belford Roxo";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330050;"Bom Jardim";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330060;"Bom Jesus do Itabapoana";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330070;"Cabo Frio";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330080;"Cachoeiras de Macacu";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330090;"Cambuci";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330093;"Carapebus";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330095;"Comendador Levy Gasparian";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330100;"Campos dos Goytacazes";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330110;"Cantagalo";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330115;"Cardoso Moreira";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330120;"Carmo";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330130;"Casimiro de Abreu";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330140;"Conceição de Macabu";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330150;"Cordeiro";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330160;"Duas Barras";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330170;"Duque de Caxias";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330180;"Engenheiro Paulo de Frontin";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330185;"Guapimirim";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330187;"Iguaba Grande";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330190;"Itaboraí";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330200;"Itaguaí";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330205;"Italva";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330210;"Itaocara";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330220;"Itaperuna";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330225;"Itatiaia";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330227;"Japeri";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330230;"Laje do Muriaé";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330240;"Macaé";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330245;"Macuco";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330250;"Magé";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330260;"Mangaratiba";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330270;"Maricá";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330280;"Mendes";4;4;1;100;"ALCANÇOU"
"Sudeste";"RJ";330285;"Mesquita";4;4;1;100;"ALCANÇOU"
"Sudeste";"RJ";330290;"Miguel Pereira";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330300;"Miracema";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330310;"Natividade";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330320;"Nilópolis";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330330;"Niterói";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330340;"Nova Friburgo";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330350;"Nova Iguaçu";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330360;"Paracambi";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330370;"Paraíba do Sul";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330380;"Paraty";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330385;"Paty do Alferes";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330390;"Petrópolis";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330395;"Pinheiral";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330400;"Piraí";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330410;"Porciúncula";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330411;"Porto Real";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330412;"Quatis";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330414;"Queimados";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330415;"Quissamã";4;4;1;100;"ALCANÇOU"
"Sudeste";"RJ";330420;"Resende";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330430;"Rio Bonito";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330440;"Rio Claro";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330450;"Rio das Flores";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330452;"Rio das Ostras";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330455;"Rio de Janeiro";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"RJ";330460;"Santa Maria Madalena";4;4;1;100;"ALCANÇOU"
"Sudeste";"RJ";330470;"Santo Antônio de Pádua";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330475;"São Francisco de Itabapoana";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330480;"São Fidélis";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330490;"São Gonçalo";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330500;"São João da Barra";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330510;"São João de Meriti";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330513;"São José de Ubá";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330515;"São José do Vale do Rio Preto";4;4;1;100;"ALCANÇOU"
"Sudeste";"RJ";330520;"São Pedro da Aldeia";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330530;"São Sebastião do Alto";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330540;"Sapucaia";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330550;"Saquarema";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330555;"Seropédica";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330560;"Silva Jardim";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330570;"Sumidouro";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330575;"Tanguá";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330580;"Teresópolis";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330590;"Trajano de Moraes";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330600;"Três Rios";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330610;"Valença";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"RJ";330615;"Varre-Sai";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"RJ";330620;"Vassouras";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"RJ";330630;"Volta Redonda";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350010;"Adamantina";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350020;"Adolfo";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350030;"Aguaí";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350040;"Águas da Prata";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350050;"Águas de Lindóia";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350055;"Águas de Santa Bárbara";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350060;"Águas de São Pedro";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350070;"Agudos";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350075;"Alambari";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350080;"Alfredo Marcondes";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350090;"Altair";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350100;"Altinópolis";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350110;"Alto Alegre";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350115;"Alumínio";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350120;"Álvares Florence";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350130;"Álvares Machado";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350140;"Álvaro de Carvalho";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350150;"Alvinlândia";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350160;"Americana";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350170;"Américo Brasiliense";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350180;"Américo de Campos";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350190;"Amparo";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350200;"Analândia";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350210;"Andradina";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350220;"Angatuba";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350230;"Anhembi";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350240;"Anhumas";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350250;"Aparecida";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350260;"Aparecida d'Oeste";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350270;"Apiaí";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350275;"Araçariguama";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350280;"Araçatuba";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350290;"Araçoiaba da Serra";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350300;"Aramina";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350310;"Arandu";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350315;"Arapeí";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350320;"Araraquara";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350330;"Araras";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350335;"Arco-Íris";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350340;"Arealva";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350350;"Areias";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350360;"Areiópolis";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350370;"Ariranha";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350380;"Artur Nogueira";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350390;"Arujá";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350395;"Aspásia";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350400;"Assis";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350410;"Atibaia";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350420;"Auriflama";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350430;"Avaí";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350440;"Avanhandava";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350450;"Avaré";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350460;"Bady Bassitt";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350470;"Balbinos";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350480;"Bálsamo";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350490;"Bananal";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350500;"Barão de Antonina";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350510;"Barbosa";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350520;"Bariri";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350530;"Barra Bonita";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350535;"Barra do Chapéu";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350540;"Barra do Turvo";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350550;"Barretos";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350560;"Barrinha";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350570;"Barueri";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350580;"Bastos";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350590;"Batatais";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350600;"Bauru";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350610;"Bebedouro";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350620;"Bento de Abreu";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350630;"Bernardino de Campos";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350635;"Bertioga";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350640;"Bilac";0;4;0;0;"NÃO ALCANÇOU"
"Sudeste";"SP";350650;"Birigui";4;4;1;100;"ALCANÇOU"
"Sudeste";"SP";350660;"Biritiba Mirim";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350670;"Boa Esperança do Sul";1;4;0,25;25;"NÃO ALCANÇOU"
"Sudeste";"SP";350680;"Bocaina";2;4;0,5;50;"NÃO ALCANÇOU"
"Sudeste";"SP";350690;"Bofete";3;4;0,75;75;"NÃO ALCANÇOU"
"Sudeste";"SP";350700;"Boituva";1;4;0,25;25;"NÃO ALCANÇOU"
