"Região";"UF";"COD_MUN";"Município";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"Nordeste";"PI";220272;"Cocal dos Alves";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220273;"Coivaras";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220275;"Colônia do Gurguéia";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220277;"Colônia do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220280;"Conceição do Canindé";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220285;"Coronel José Dias";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220290;"Corrente";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220300;"Cristalândia do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220310;"Cristino Castro";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220320;"Curimatá";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220323;"Currais";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220325;"Curralinhos";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220327;"Curral Novo do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220330;"Demerval Lobão";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220335;"Dirceu Arcoverde";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220340;"Dom Expedito Lopes";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220342;"Domingos Mourão";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220345;"Dom Inocêncio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220350;"Elesbão Veloso";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220360;"Eliseu Martins";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220370;"Esperantina";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220375;"Fartura do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220380;"Flores do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220385;"Floresta do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220390;"Floriano";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220400;"Francinópolis";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220410;"Francisco Ayres";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220415;"Francisco Macedo";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220420;"Francisco Santos";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220430;"Fronteiras";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220435;"Geminiano";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220440;"Gilbués";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220450;"Guadalupe";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220455;"Guaribas";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220460;"Hugo Napoleão";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220465;"Ilha Grande";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220470;"Inhuma";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220480;"Ipiranga do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220490;"Isaías Coelho";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220500;"Itainópolis";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220510;"Itaueira";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220515;"Jacobina do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220520;"Jaicós";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220525;"Jardim do Mulato";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220527;"Jatobá do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220530;"Jerumenha";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220535;"João Costa";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220540;"Joaquim Pires";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220545;"Joca Marques";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220550;"José de Freitas";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220551;"Juazeiro do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220552;"Júlio Borges";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220553;"Jurema";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220554;"Lagoinha do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220555;"Lagoa Alegre";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220556;"Lagoa do Barro do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220557;"Lagoa de São Francisco";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220558;"Lagoa do Piauí";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220559;"Lagoa do Sítio";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220560;"Landri Sales";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220570;"Luís Correia";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220580;"Luzilândia";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220585;"Madeiro";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220590;"Manoel Emídio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220595;"Marcolândia";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220600;"Marcos Parente";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220605;"Massapê do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220610;"Matias Olímpio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220620;"Miguel Alves";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220630;"Miguel Leão";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220635;"Milton Brandão";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220640;"Monsenhor Gil";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220650;"Monsenhor Hipólito";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220660;"Monte Alegre do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220665;"Morro Cabeça no Tempo";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220667;"Morro do Chapéu do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220669;"Murici dos Portelas";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220670;"Nazaré do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220672;"Nazária";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220675;"Nossa Senhora de Nazaré";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220680;"Nossa Senhora dos Remédios";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220690;"Novo Oriente do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220695;"Novo Santo Antônio";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220700;"Oeiras";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220710;"Olho D'Água do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220720;"Padre Marcos";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220730;"Paes Landim";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220735;"Pajeú do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220740;"Palmeira do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220750;"Palmeirais";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220755;"Paquetá";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220760;"Parnaguá";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220770;"Parnaíba";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220775;"Passagem Franca do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220777;"Patos do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220779;"Pau D'Arco do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220780;"Paulistana";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220785;"Pavussu";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220790;"Pedro II";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220793;"Pedro Laurentino";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220795;"Nova Santa Rita";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220800;"Picos";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220810;"Pimenteiras";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220820;"Pio IX";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220830;"Piracuruca";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220840;"Piripiri";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220850;"Porto";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220855;"Porto Alegre do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220860;"Prata do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220865;"Queimada Nova";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220870;"Redenção do Gurguéia";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220880;"Regeneração";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220885;"Riacho Frio";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220887;"Ribeira do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220890;"Ribeiro Gonçalves";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220900;"Rio Grande do Piauí";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220910;"Santa Cruz do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220915;"Santa Cruz dos Milagres";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220920;"Santa Filomena";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220930;"Santa Luz";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";220935;"Santana do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220937;"Santa Rosa do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220940;"Santo Antônio de Lisboa";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220945;"Santo Antônio dos Milagres";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220950;"Santo Inácio do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220955;"São Braz do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";220960;"São Félix do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220965;"São Francisco de Assis do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220970;"São Francisco do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220975;"São Gonçalo do Gurguéia";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220980;"São Gonçalo do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220985;"São João da Canabrava";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220987;"São João da Fronteira";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";220990;"São João da Serra";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";220995;"São João da Varjota";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";220997;"São João do Arraial";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221000;"São João do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";221005;"São José do Divino";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221010;"São José do Peixe";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221020;"São José do Piauí";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";221030;"São Julião";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";221035;"São Lourenço do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";221037;"São Luis do Piauí";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"PI";221038;"São Miguel da Baixa Grande";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";221039;"São Miguel do Fidalgo";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221040;"São Miguel do Tapuio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221050;"São Pedro do Piauí";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";221060;"São Raimundo Nonato";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221062;"Sebastião Barros";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221063;"Sebastião Leal";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221065;"Sigefredo Pacheco";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221070;"Simões";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221080;"Simplício Mendes";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221090;"Socorro do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221093;"Sussuapara";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221095;"Tamboril do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221097;"Tanque do Piauí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221100;"Teresina";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221110;"União";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";221120;"Uruçuí";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"PI";221130;"Valença do Piauí";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"PI";221135;"Várzea Branca";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";221140;"Várzea Grande";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221150;"Vera Mendes";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"PI";221160;"Vila Nova do Piauí";4;4;1;100;"ALCANÇOU"
"Nordeste";"PI";221170;"Wall Ferraz";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230010;"Abaiara";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230015;"Acarape";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230020;"Acaraú";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230030;"Acopiara";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230040;"Aiuaba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230050;"Alcântaras";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230060;"Altaneira";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230070;"Alto Santo";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230075;"Amontada";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230080;"Antonina do Norte";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230090;"Apuiarés";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230100;"Aquiraz";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230110;"Aracati";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230120;"Aracoiaba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230125;"Ararendá";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230130;"Araripe";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230140;"Aratuba";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230150;"Arneiroz";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230160;"Assaré";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230170;"Aurora";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230180;"Baixio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230185;"Banabuiú";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230190;"Barbalha";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230195;"Barreira";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230200;"Barro";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230205;"Barroquinha";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230210;"Baturité";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230220;"Beberibe";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230230;"Bela Cruz";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230240;"Boa Viagem";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230250;"Brejo Santo";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230260;"Camocim";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230270;"Campos Sales";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230280;"Canindé";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230290;"Capistrano";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230300;"Caridade";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230310;"Cariré";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230320;"Caririaçu";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230330;"Cariús";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230340;"Carnaubal";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230350;"Cascavel";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230360;"Catarina";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230365;"Catunda";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230370;"Caucaia";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230380;"Cedro";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230390;"Chaval";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230393;"Choró";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230395;"Chorozinho";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230400;"Coreaú";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230410;"Crateús";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230420;"Crato";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230423;"Croatá";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230425;"Cruz";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230426;"Deputado Irapuan Pinheiro";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230427;"Ereré";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230428;"Eusébio";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230430;"Farias Brito";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230435;"Forquilha";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230440;"Fortaleza";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230445;"Fortim";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230450;"Frecheirinha";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230460;"General Sampaio";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230465;"Graça";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230470;"Granja";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230480;"Granjeiro";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230490;"Groaíras";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230495;"Guaiúba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230500;"Guaraciaba do Norte";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230510;"Guaramiranga";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230520;"Hidrolândia";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230523;"Horizonte";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230526;"Ibaretama";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230530;"Ibiapina";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230533;"Ibicuitinga";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230535;"Icapuí";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230540;"Icó";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230550;"Iguatu";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230560;"Independência";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230565;"Ipaporanga";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230570;"Ipaumirim";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230580;"Ipu";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230590;"Ipueiras";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230600;"Iracema";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230610;"Irauçuba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230620;"Itaiçaba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230625;"Itaitinga";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230630;"Itapajé";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230640;"Itapipoca";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230650;"Itapiúna";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230655;"Itarema";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230660;"Itatira";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230670;"Jaguaretama";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230680;"Jaguaribara";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230690;"Jaguaribe";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230700;"Jaguaruana";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230710;"Jardim";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230720;"Jati";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230725;"Jijoca de Jericoacoara";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230730;"Juazeiro do Norte";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230740;"Jucás";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230750;"Lavras da Mangabeira";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230760;"Limoeiro do Norte";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230763;"Madalena";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230765;"Maracanaú";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";230770;"Maranguape";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230780;"Marco";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230790;"Martinópole";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230800;"Massapê";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230810;"Mauriti";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230820;"Meruoca";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230830;"Milagres";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230835;"Milhã";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230837;"Miraíma";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230840;"Missão Velha";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";230850;"Mombaça";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230860;"Monsenhor Tabosa";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230870;"Morada Nova";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230880;"Moraújo";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230890;"Morrinhos";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230900;"Mucambo";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230910;"Mulungu";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230920;"Nova Olinda";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230930;"Nova Russas";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230940;"Novo Oriente";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230945;"Ocara";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230950;"Orós";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230960;"Pacajus";2;4;0,5;50;"NÃO ALCANÇOU"
"Nordeste";"CE";230970;"Pacatuba";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";230980;"Pacoti";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";230990;"Pacujá";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";231000;"Palhano";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231010;"Palmácia";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";231020;"Paracuru";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231025;"Paraipaba";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";231030;"Parambu";3;4;0,75;75;"NÃO ALCANÇOU"
"Nordeste";"CE";231040;"Paramoti";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231050;"Pedra Branca";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231060;"Penaforte";0;4;0;0;"NÃO ALCANÇOU"
"Nordeste";"CE";231070;"Pentecoste";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231080;"Pereiro";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231085;"Pindoretama";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231090;"Piquet Carneiro";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231095;"Pires Ferreira";1;4;0,25;25;"NÃO ALCANÇOU"
"Nordeste";"CE";231100;"Poranga";4;4;1;100;"ALCANÇOU"
"Nordeste";"CE";231110;"Porteiras";4;4;1;100;"ALCANÇOU"
