"UF";"COD_MUN";"NOME_MUN";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RO";110033;"Nova Mamoré";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110034;"Alvorada D'Oeste";110;120;0,916666666666667;"SIM";91,7;"ALCANÇOU"
"RO";110037;"Alto Alegre dos Parecis";139;120;1,15833333333333;"SIM";115,8;"ALCANÇOU"
"RO";110040;"Alto Paraíso";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110045;"Buritis";181;144;1,25694444444444;"SIM";125,7;"ALCANÇOU"
"RO";110050;"Novo Horizonte do Oeste";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110060;"Cacaulândia";0;72;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110070;"Campo Novo de Rondônia";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110080;"Candeias do Jamari";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110090;"Castanheiras";31;72;0,430555555555556;"NÃO";43,1;"NÃO ALCANÇOU"
"RO";110092;"Chupinguaia";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110094;"Cujubim";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110100;"Governador Jorge Teixeira";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110110;"Itapuã do Oeste";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110120;"Ministro Andreazza";35;108;0,324074074074074;"NÃO";32,4;"NÃO ALCANÇOU"
"RO";110130;"Mirante da Serra";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110140;"Monte Negro";119;120;0,991666666666667;"SIM";99,2;"ALCANÇOU"
"RO";110143;"Nova União";71;108;0,657407407407407;"NÃO";65,7;"NÃO ALCANÇOU"
"RO";110145;"Parecis";24;72;0,333333333333333;"NÃO";33,3;"NÃO ALCANÇOU"
"RO";110146;"Pimenteiras do Oeste";0;72;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110147;"Primavera de Rondônia";0;72;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110148;"São Felipe D'Oeste";116;108;1,07407407407407;"SIM";107,4;"ALCANÇOU"
"RO";110149;"São Francisco do Guaporé";179;120;1,49166666666667;"SIM";149,2;"ALCANÇOU"
"RO";110150;"Seringueiras";120;120;1;"SIM";100;"ALCANÇOU"
"RO";110155;"Teixeirópolis";121;72;1,68055555555556;"SIM";168,1;"ALCANÇOU"
"RO";110160;"Theobroma";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110170;"Urupá";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"RO";110175;"Vale do Anari";52;108;0,481481481481481;"NÃO";48,1;"NÃO ALCANÇOU"
"RO";110180;"Vale do Paraíso";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120001;"Acrelândia";97;120;0,808333333333333;"SIM";80,8;"ALCANÇOU"
"AC";120005;"Assis Brasil";99;108;0,916666666666667;"SIM";91,7;"ALCANÇOU"
"AC";120010;"Brasiléia";127;144;0,881944444444444;"SIM";88,2;"ALCANÇOU"
"AC";120013;"Bujari";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";201;240;0,8375;"SIM";83,8;"ALCANÇOU"
"AC";120025;"Epitaciolândia";187;132;1,41666666666667;"SIM";141,7;"ALCANÇOU"
"AC";120030;"Feijó";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120032;"Jordão";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120033;"Mâncio Lima";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120034;"Manoel Urbano";86;120;0,716666666666667;"NÃO";71,7;"NÃO ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";31;120;0,258333333333333;"NÃO";25,8;"NÃO ALCANÇOU"
"AC";120038;"Plácido de Castro";44;120;0,366666666666667;"NÃO";36,7;"NÃO ALCANÇOU"
"AC";120039;"Porto Walter";51;120;0,425;"NÃO";42,5;"NÃO ALCANÇOU"
"AC";120040;"Rio Branco";941;468;2,01068376068376;"SIM";201,1;"ALCANÇOU"
"AC";120042;"Rodrigues Alves";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120045;"Senador Guiomard";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120050;"Sena Madureira";137;168;0,81547619047619;"SIM";81,5;"ALCANÇOU"
"AC";120060;"Tarauacá";0;168;0;"NÃO";0;"NÃO ALCANÇOU"
"AC";120070;"Xapuri";39;132;0,295454545454545;"NÃO";29,5;"NÃO ALCANÇOU"
"AC";120080;"Porto Acre";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130002;"Alvarães";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130006;"Amaturá";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130008;"Anamã";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130010;"Anori";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130014;"Apuí";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130020;"Atalaia do Norte";92;120;0,766666666666667;"SIM";76,7;"ALCANÇOU"
"AM";130030;"Autazes";177;168;1,05357142857143;"SIM";105,4;"ALCANÇOU"
"AM";130040;"Barcelos";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130050;"Barreirinha";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130060;"Benjamin Constant";218;156;1,3974358974359;"SIM";139,7;"ALCANÇOU"
"AM";130063;"Beruri";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130070;"Boca do Acre";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130080;"Borba";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130083;"Caapiranga";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130090;"Canutama";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130100;"Carauari";164;144;1,13888888888889;"SIM";113,9;"ALCANÇOU"
"AM";130110;"Careiro";60;144;0,416666666666667;"NÃO";41,7;"NÃO ALCANÇOU"
"AM";130115;"Careiro da Várzea";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130120;"Coari";208;204;1,01960784313725;"SIM";102;"ALCANÇOU"
"AM";130130;"Codajás";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130140;"Eirunepé";23;156;0,147435897435897;"NÃO";14,7;"NÃO ALCANÇOU"
"AM";130150;"Envira";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130160;"Fonte Boa";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130165;"Guajará";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130170;"Humaitá";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130180;"Ipixuna";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130185;"Iranduba";0;204;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130190;"Itacoatiara";252;252;1;"SIM";100;"ALCANÇOU"
"AM";130195;"Itamarati";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130200;"Itapiranga";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130210;"Japurá";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130220;"Juruá";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130230;"Jutaí";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130240;"Lábrea";0;180;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130250;"Manacapuru";240;252;0,952380952380952;"SIM";95,2;"ALCANÇOU"
"AM";130255;"Manaquiri";100;120;0,833333333333333;"SIM";83,3;"ALCANÇOU"
"AM";130260;"Manaus";3737;972;3,84465020576132;"SIM";384,5;"ALCANÇOU"
"AM";130270;"Manicoré";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130280;"Maraã";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130290;"Maués";197;204;0,965686274509804;"SIM";96,6;"ALCANÇOU"
"AM";130300;"Nhamundá";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";211;144;1,46527777777778;"SIM";146,5;"ALCANÇOU"
"AM";130320;"Novo Airão";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130330;"Novo Aripuanã";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130340;"Parintins";267;240;1,1125;"SIM";111,2;"ALCANÇOU"
"AM";130350;"Pauini";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130353;"Presidente Figueiredo";124;144;0,861111111111111;"SIM";86,1;"ALCANÇOU"
"AM";130356;"Rio Preto da Eva";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130390;"São Paulo de Olivença";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130400;"Silves";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130406;"Tabatinga";204;204;1;"SIM";100;"ALCANÇOU"
"AM";130410;"Tapauá";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130420;"Tefé";0;216;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130423;"Tonantins";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130426;"Uarini";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130430;"Urucará";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"AM";130440;"Urucurituba";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"RR";140002;"Amajari";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"RR";140005;"Alto Alegre";26;132;0,196969696969697;"NÃO";19,7;"NÃO ALCANÇOU"
"RR";140010;"Boa Vista";303;528;0,573863636363636;"NÃO";57,4;"NÃO ALCANÇOU"
"RR";140015;"Bonfim";99;120;0,825;"SIM";82,5;"ALCANÇOU"
"RR";140017;"Cantá";132;132;1;"SIM";100;"ALCANÇOU"
"RR";140020;"Caracaraí";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"RR";140023;"Caroebe";101;120;0,841666666666667;"SIM";84,2;"ALCANÇOU"
"RR";140028;"Iracema";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RR";140030;"Mucajaí";107;132;0,810606060606061;"SIM";81,1;"ALCANÇOU"
"RR";140040;"Normandia";88;120;0,733333333333333;"NÃO";73,3;"NÃO ALCANÇOU"
"RR";140045;"Pacaraima";117;132;0,886363636363636;"SIM";88,6;"ALCANÇOU"
"RR";140047;"Rorainópolis";172;156;1,1025641025641;"SIM";110,3;"ALCANÇOU"
"RR";140050;"São João da Baliza";108;108;1;"SIM";100;"ALCANÇOU"
"RR";140060;"São Luiz";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";70;120;0,583333333333333;"NÃO";58,3;"NÃO ALCANÇOU"
"PA";150010;"Abaetetuba";84;324;0,259259259259259;"NÃO";25,9;"NÃO ALCANÇOU"
"PA";150013;"Abel Figueiredo";101;108;0,935185185185185;"SIM";93,5;"ALCANÇOU"
"PA";150020;"Acará";3;192;0,015625;"NÃO";1,6;"NÃO ALCANÇOU"
"PA";150030;"Afuá";90;156;0,576923076923077;"NÃO";57,7;"NÃO ALCANÇOU"
"PA";150034;"Água Azul do Norte";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150040;"Alenquer";0;204;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150050;"Almeirim";1;156;0,00641025641025641;"NÃO";0,6;"NÃO ALCANÇOU"
"PA";150060;"Altamira";434;288;1,50694444444444;"SIM";150,7;"ALCANÇOU"
"PA";150070;"Anajás";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150080;"Ananindeua";440;540;0,814814814814815;"SIM";81,5;"ALCANÇOU"
"PA";150085;"Anapu";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150090;"Augusto Corrêa";132;168;0,785714285714286;"SIM";78,6;"ALCANÇOU"
"PA";150095;"Aurora do Pará";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150100;"Aveiro";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150110;"Bagre";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150120;"Baião";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150125;"Bannach";0;72;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150130;"Barcarena";253;288;0,878472222222222;"SIM";87,8;"ALCANÇOU"
"PA";150140;"Belém";585;756;0,773809523809524;"SIM";77,4;"ALCANÇOU"
"PA";150145;"Belterra";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150150;"Benevides";0;204;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150160;"Bonito";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150170;"Bragança";227;276;0,822463768115942;"SIM";82,2;"ALCANÇOU"
"PA";150172;"Brasil Novo";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150178;"Breu Branco";113;168;0,672619047619048;"NÃO";67,3;"NÃO ALCANÇOU"
"PA";150180;"Breves";0;264;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150190;"Bujaru";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150200;"Cachoeira do Arari";108;132;0,818181818181818;"SIM";81,8;"ALCANÇOU"
"PA";150210;"Cametá";403;288;1,39930555555556;"SIM";139,9;"ALCANÇOU"
"PA";150215;"Canaã dos Carajás";197;228;0,864035087719298;"SIM";86,4;"ALCANÇOU"
"PA";150220;"Capanema";1;204;0,00490196078431373;"NÃO";0,5;"NÃO ALCANÇOU"
"PA";150230;"Capitão Poço";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150240;"Castanhal";296;360;0,822222222222222;"SIM";82,2;"ALCANÇOU"
"PA";150250;"Chaves";49;132;0,371212121212121;"NÃO";37,1;"NÃO ALCANÇOU"
"PA";150260;"Colares";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150270;"Conceição do Araguaia";118;168;0,702380952380952;"NÃO";70,2;"NÃO ALCANÇOU"
"PA";150275;"Concórdia do Pará";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150276;"Cumaru do Norte";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";99;132;0,75;"SIM";75;"ALCANÇOU"
"PA";150280;"Curralinho";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150285;"Curuá";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150290;"Curuçá";56;168;0,333333333333333;"NÃO";33,3;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150295;"Eldorado do Carajás";40;144;0,277777777777778;"NÃO";27,8;"NÃO ALCANÇOU"
"PA";150300;"Faro";1;108;0,00925925925925926;"NÃO";0,9;"NÃO ALCANÇOU"
"PA";150304;"Floresta do Araguaia";16;120;0,133333333333333;"NÃO";13,3;"NÃO ALCANÇOU"
"PA";150307;"Garrafão do Norte";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150309;"Goianésia do Pará";1;144;0,00694444444444444;"NÃO";0,7;"NÃO ALCANÇOU"
"PA";150310;"Gurupá";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150320;"Igarapé-Açu";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150330;"Igarapé-Miri";143;204;0,700980392156863;"NÃO";70,1;"NÃO ALCANÇOU"
"PA";150340;"Inhangapi";91;108;0,842592592592593;"SIM";84,3;"ALCANÇOU"
"PA";150345;"Ipixuna do Pará";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150350;"Irituia";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150360;"Itaituba";0;276;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150370;"Itupiranga";198;180;1,1;"SIM";110;"ALCANÇOU"
"PA";150375;"Jacareacanga";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150380;"Jacundá";201;156;1,28846153846154;"SIM";128,8;"ALCANÇOU"
"PA";150390;"Juruti";0;180;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";173;144;1,20138888888889;"SIM";120,1;"ALCANÇOU"
"PA";150405;"Mãe do Rio";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150410;"Magalhães Barata";2;108;0,0185185185185185;"NÃO";1,9;"NÃO ALCANÇOU"
"PA";150420;"Marabá";325;408;0,79656862745098;"SIM";79,7;"ALCANÇOU"
"PA";150430;"Maracanã";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150440;"Marapanim";8;144;0,0555555555555556;"NÃO";5,6;"NÃO ALCANÇOU"
"PA";150442;"Marituba";223;264;0,84469696969697;"SIM";84,5;"ALCANÇOU"
"PA";150445;"Medicilândia";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150450;"Melgaço";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150460;"Mocajuba";116;144;0,805555555555556;"SIM";80,6;"ALCANÇOU"
"PA";150470;"Moju";183;228;0,802631578947368;"SIM";80,3;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150490;"Muaná";175;180;0,972222222222222;"SIM";97,2;"ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150497;"Nova Ipixuna";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150500;"Nova Timboteua";20;120;0,166666666666667;"NÃO";16,7;"NÃO ALCANÇOU"
"PA";150503;"Novo Progresso";62;156;0,397435897435897;"NÃO";39,7;"NÃO ALCANÇOU"
"PA";150506;"Novo Repartimento";136;192;0,708333333333333;"NÃO";70,8;"NÃO ALCANÇOU"
"PA";150510;"Óbidos";10;192;0,0520833333333333;"NÃO";5,2;"NÃO ALCANÇOU"
"PA";150520;"Oeiras do Pará";106;156;0,67948717948718;"NÃO";67,9;"NÃO ALCANÇOU"
"PA";150530;"Oriximiná";290;204;1,42156862745098;"SIM";142,2;"ALCANÇOU"
"PA";150540;"Ourém";27;120;0,225;"NÃO";22,5;"NÃO ALCANÇOU"
"PA";150543;"Ourilândia do Norte";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150548;"Pacajá";0;168;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150549;"Palestina do Pará";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150550;"Paragominas";338;252;1,34126984126984;"SIM";134,1;"ALCANÇOU"
"PA";150553;"Parauapebas";329;420;0,783333333333333;"SIM";78,3;"ALCANÇOU"
"PA";150555;"Pau D'Arco";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150560;"Peixe-Boi";19;108;0,175925925925926;"NÃO";17,6;"NÃO ALCANÇOU"
"PA";150563;"Piçarra";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150565;"Placas";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150570;"Ponta de Pedras";30;132;0,227272727272727;"NÃO";22,7;"NÃO ALCANÇOU"
"PA";150580;"Portel";0;204;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150590;"Porto de Moz";137;168;0,81547619047619;"SIM";81,5;"ALCANÇOU"
"PA";150600;"Prainha";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150610;"Primavera";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150611;"Quatipuru";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150613;"Redenção";208;228;0,912280701754386;"SIM";91,2;"ALCANÇOU"
"PA";150616;"Rio Maria";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150618;"Rondon do Pará";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150619;"Rurópolis";6;156;0,0384615384615385;"NÃO";3,8;"NÃO ALCANÇOU"
"PA";150620;"Salinópolis";133;168;0,791666666666667;"SIM";79,2;"ALCANÇOU"
"PA";150630;"Salvaterra";154;132;1,16666666666667;"SIM";116,7;"ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";54;108;0,5;"NÃO";50;"NÃO ALCANÇOU"
"PA";150650;"Santa Izabel do Pará";0;216;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";33;132;0,25;"NÃO";25;"NÃO ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";114;120;0,95;"SIM";95;"ALCANÇOU"
"PA";150660;"Santa Maria do Pará";82;132;0,621212121212121;"NÃO";62,1;"NÃO ALCANÇOU"
"PA";150670;"Santana do Araguaia";142;144;0,986111111111111;"SIM";98,6;"ALCANÇOU"
"PA";150680;"Santarém";343;456;0,75219298245614;"SIM";75,2;"ALCANÇOU"
"PA";150690;"Santarém Novo";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";0;144;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";36;120;0,3;"NÃO";30;"NÃO ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";63;132;0,477272727272727;"NÃO";47,7;"NÃO ALCANÇOU"
"PA";150720;"São Domingos do Capim";22;144;0,152777777777778;"NÃO";15,3;"NÃO ALCANÇOU"
"PA";150730;"São Félix do Xingu";152;204;0,745098039215686;"SIM";74,5;"ALCANÇOU"
"PA";150740;"São Francisco do Pará";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";63;132;0,477272727272727;"NÃO";47,7;"NÃO ALCANÇOU"
"PA";150746;"São João da Ponta";0;72;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150747;"São João de Pirabas";4;132;0,0303030303030303;"NÃO";3;"NÃO ALCANÇOU"
"PA";150750;"São João do Araguaia";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150760;"São Miguel do Guamá";0;192;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";7;144;0,0486111111111111;"NÃO";4,9;"NÃO ALCANÇOU"
"PA";150775;"Sapucaia";9;108;0,0833333333333333;"NÃO";8,3;"NÃO ALCANÇOU"
"PA";150780;"Senador José Porfírio";0;132;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150790;"Soure";23;132;0,174242424242424;"NÃO";17,4;"NÃO ALCANÇOU"
"PA";150795;"Tailândia";353;216;1,63425925925926;"SIM";163,4;"ALCANÇOU"
"PA";150796;"Terra Alta";0;108;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150797;"Terra Santa";5;132;0,0378787878787879;"NÃO";3,8;"NÃO ALCANÇOU"
"PA";150800;"Tomé-Açu";336;204;1,64705882352941;"SIM";164,7;"ALCANÇOU"
"PA";150803;"Tracuateua";19;144;0,131944444444444;"NÃO";13,2;"NÃO ALCANÇOU"
"PA";150805;"Trairão";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150808;"Tucumã";40;168;0,238095238095238;"NÃO";23,8;"NÃO ALCANÇOU"
"PA";150810;"Tucuruí";189;240;0,7875;"SIM";78,8;"ALCANÇOU"
"PA";150812;"Ulianópolis";0;156;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150815;"Uruará";0;168;0;"NÃO";0;"NÃO ALCANÇOU"
"PA";150820;"Vigia";57;180;0,316666666666667;"NÃO";31,7;"NÃO ALCANÇOU"
"PA";150830;"Viseu";51;192;0,265625;"NÃO";26,6;"NÃO ALCANÇOU"
"PA";150835;"Vitória do Xingu";0;120;0;"NÃO";0;"NÃO ALCANÇOU"
